"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-317U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [992, -267]
2023-09-24_04:54:00.006312189, [-272, -64]
2023-09-24_04:54:00.006410817, [-593, -102]
2023-09-24_04:54:00.006509445, [-318, -5]
2023-09-24_04:54:00.006608073, [-243, 84]
2023-09-24_04:54:00.006706701, [-651, 110]
2023-09-24_04:54:00.006805329, [-622, 154]
2023-09-24_04:54:00.006903957, [55, 65]
2023-09-24_04:54:00.007002585, [127, -70]
2023-09-24_04:54:00.007101213, [-589, -84]
2023-09-24_04:54:00.007199841, [-701, 53]
2023-09-24_04:54:00.007298469, [-141, 63]
2023-09-24_04:54:00.007397097, [-33, 36]
2023-09-24_04:54:00.007495724, [27, 147]
2023-09-24_04:54:00.007594352, [600, 118]
2023-09-24_04:54:00.007692980, [484, -69]
2023-09-24_04:54:00.007791608, [-274, -54]
2023-09-24_04:54:00.007890236, [-634, 91]
2023-09-24_04:54:00.007988864, [-728, -23]
2023-09-24_04:54:00.008087492, [-547, -49]
2023-09-24_04:54:00.008186120, [-166, 13]
2023-09-24_04:54:00.008284748, [255, -128]
2023-09-24_04:54:00.008383376, [463, -157]
2023-09-24_04:54:00.008482004, [554, -63]
2023-09-24_04:54:00.008580632, [664, 18]
2023-09-24_04:54:00.008679260, [437, -100]
2023-09-24_04:54:00.008777888, [479, -162]
2023-09-24_04:54:00.008876516, [753, 68]
2023-09-24_04:54:00.008975144, [513, 212]
2023-09-24_04:54:00.009073772, [-195, 262]
2023-09-24_04:54:00.009172400, [-623, 271]
2023-09-24_04:54:00.009271028, [-158, 294]
2023-09-24_04:54:00.009369656, [-5, 347]
2023-09-24_04:54:00.009468284, [-430, 307]
2023-09-24_04:54:00.009566912, [-711, 302]
2023-09-24_04:54:00.009665540, [-426, 433]
2023-09-24_04:54:00.009764168, [419, 425]
2023-09-24_04:54:00.009862796, [939, 413]
2023-09-24_04:54:00.009961423, [1180, 495]
2023-09-24_04:54:00.010060051, [1268, 395]
2023-09-24_04:54:00.010158679, [986, 340]
2023-09-24_04:54:00.010257307, [629, 306]
2023-09-24_04:54:00.010355935, [-72, 301]
2023-09-24_04:54:00.010454563, [-642, 490]
2023-09-24_04:54:00.010553191, [-770, 454]
2023-09-24_04:54:00.010651819, [-877, 239]
2023-09-24_04:54:00.010750447, [-347, 206]
2023-09-24_04:54:00.010849075, [313, 203]
2023-09-24_04:54:00.010947703, [280, 346]
2023-09-24_04:54:00.011046331, [473, 539]
2023-09-24_04:54:00.011144959, [664, 368]
2023-09-24_04:54:00.011243587, [632, 365]
2023-09-24_04:54:00.011342215, [584, 591]
2023-09-24_04:54:00.011440843, [-160, 647]
2023-09-24_04:54:00.011539471, [-1236, 638]
2023-09-24_04:54:00.011638099, [-1813, 573]
2023-09-24_04:54:00.011736727, [-1388, 506]
2023-09-24_04:54:00.011835355, [-361, 542]
2023-09-24_04:54:00.011933983, [138, 372]
2023-09-24_04:54:00.012032611, [-42, 363]
2023-09-24_04:54:00.012131239, [-223, 448]
2023-09-24_04:54:00.012229867, [278, 374]
2023-09-24_04:54:00.012328495, [1065, 489]
2023-09-24_04:54:00.012427122, [592, 390]
2023-09-24_04:54:00.012525750, [-97, 122]
2023-09-24_04:54:00.012624378, [-220, 110]
2023-09-24_04:54:00.012723006, [-513, 395]
2023-09-24_04:54:00.012821634, [-875, 654]
2023-09-24_04:54:00.012920262, [-934, 436]
2023-09-24_04:54:00.013018890, [-478, 180]
2023-09-24_04:54:00.013117518, [30, 109]
2023-09-24_04:54:00.013216146, [238, 71]
2023-09-24_04:54:00.013314774, [498, 86]
2023-09-24_04:54:00.013413402, [660, 290]
2023-09-24_04:54:00.013512030, [83, 466]
2023-09-24_04:54:00.013610658, [-124, 437]
2023-09-24_04:54:00.013709286, [-444, 487]
2023-09-24_04:54:00.013807914, [-1216, 539]
2023-09-24_04:54:00.013906542, [-874, 312]
2023-09-24_04:54:00.014005170, [-52, 131]
2023-09-24_04:54:00.014103798, [-70, 193]
2023-09-24_04:54:00.014202426, [-354, 158]
2023-09-24_04:54:00.014301054, [-329, -165]
2023-09-24_04:54:00.014399682, [-574, -234]
2023-09-24_04:54:00.014498310, [-976, -46]
2023-09-24_04:54:00.014596938, [-942, 118]
2023-09-24_04:54:00.014695566, [-54, 95]
2023-09-24_04:54:00.014794194, [746, 2]
2023-09-24_04:54:00.014892821, [452, -35]
2023-09-24_04:54:00.014991449, [-262, -54]
2023-09-24_04:54:00.015090077, [-1138, -151]
2023-09-24_04:54:00.015188705, [-2166, -239]
2023-09-24_04:54:00.015287333, [-2757, -210]
2023-09-24_04:54:00.015385961, [-1659, -184]
2023-09-24_04:54:00.015484589, [-125, -206]
2023-09-24_04:54:00.015583217, [336, -134]
2023-09-24_04:54:00.015681845, [278, -49]
2023-09-24_04:54:00.015780473, [170, -32]
2023-09-24_04:54:00.015879101, [380, -142]
2023-09-24_04:54:00.015977729, [301, -97]
2023-09-24_04:54:00.016076357, [-152, 89]
2023-09-24_04:54:00.016174985, [-916, 9]
2023-09-24_04:54:00.016273613, [-1776, -114]
2023-09-24_04:54:00.016372241, [-1903, -6]
2023-09-24_04:54:00.016470869, [-1326, -25]
2023-09-24_04:54:00.016569497, [-486, -176]
2023-09-24_04:54:00.016668125, [-106, -282]
2023-09-24_04:54:00.016766753, [32, -469]
2023-09-24_04:54:00.016865381, [380, -370]
2023-09-24_04:54:00.016964009, [645, -317]
2023-09-24_04:54:00.017062637, [553, -377]
2023-09-24_04:54:00.017161265, [-2, -467]
2023-09-24_04:54:00.017259893, [-537, -474]
2023-09-24_04:54:00.017358520, [-930, -351]
2023-09-24_04:54:00.017457148, [-1300, -387]
2023-09-24_04:54:00.017555776, [-1509, -313]
2023-09-24_04:54:00.017654404, [-936, -128]
2023-09-24_04:54:00.017753032, [-132, -155]
2023-09-24_04:54:00.017851660, [-251, -213]
2023-09-24_04:54:00.017950288, [-938, -135]
2023-09-24_04:54:00.018048916, [-877, -102]
2023-09-24_04:54:00.018147544, [-130, -173]
2023-09-24_04:54:00.018246172, [571, -215]
2023-09-24_04:54:00.018344800, [980, -147]
2023-09-24_04:54:00.018443428, [1130, -52]
2023-09-24_04:54:00.018542056, [796, -54]
2023-09-24_04:54:00.018640684, [77, -95]
2023-09-24_04:54:00.018739312, [-679, -74]
2023-09-24_04:54:00.018837940, [-1167, -13]
2023-09-24_04:54:00.018936568, [-1040, -122]
2023-09-24_04:54:00.019035196, [-555, -249]
2023-09-24_04:54:00.019133824, [243, -236]
2023-09-24_04:54:00.019232452, [981, -143]
2023-09-24_04:54:00.019331080, [968, 80]
2023-09-24_04:54:00.019429708, [528, 89]
2023-09-24_04:54:00.019528336, [291, -12]
2023-09-24_04:54:00.019626964, [-45, -85]
2023-09-24_04:54:00.019725592, [-104, -156]
2023-09-24_04:54:00.019824220, [249, -150]
2023-09-24_04:54:00.019922847, [-175, -122]
2023-09-24_04:54:00.020021475, [-847, -129]
2023-09-24_04:54:00.020120103, [-971, -237]
2023-09-24_04:54:00.020218731, [-180, -368]
2023-09-24_04:54:00.020317359, [844, -440]
2023-09-24_04:54:00.020415987, [1245, -279]
2023-09-24_04:54:00.020514615, [1089, -92]
2023-09-24_04:54:00.020613243, [224, 8]
2023-09-24_04:54:00.020711871, [-652, 53]
2023-09-24_04:54:00.020810499, [-739, -110]
2023-09-24_04:54:00.020909127, [44, -75]
2023-09-24_04:54:00.021007755, [461, -81]
2023-09-24_04:54:00.021106383, [240, -187]
2023-09-24_04:54:00.021205011, [28, -185]
2023-09-24_04:54:00.021303639, [-514, -72]
2023-09-24_04:54:00.021402267, [-1122, 66]
2023-09-24_04:54:00.021500895, [-1509, 28]
2023-09-24_04:54:00.021599523, [-1428, -103]
2023-09-24_04:54:00.021698151, [-651, -123]
2023-09-24_04:54:00.021796779, [132, -39]
2023-09-24_04:54:00.021895407, [467, 3]
2023-09-24_04:54:00.021994035, [889, 21]
2023-09-24_04:54:00.022092663, [1314, -228]
2023-09-24_04:54:00.022191291, [1127, -297]
2023-09-24_04:54:00.022289919, [265, 18]
2023-09-24_04:54:00.022388546, [-358, 77]
2023-09-24_04:54:00.022487174, [-25, -90]
2023-09-24_04:54:00.022585802, [179, -141]
2023-09-24_04:54:00.022684430, [75, -178]
2023-09-24_04:54:00.022783058, [221, -233]
2023-09-24_04:54:00.022881686, [365, -274]
2023-09-24_04:54:00.022980314, [718, -228]
2023-09-24_04:54:00.023078942, [798, -158]
2023-09-24_04:54:00.023177570, [617, -227]
2023-09-24_04:54:00.023276198, [467, -223]
2023-09-24_04:54:00.023374826, [-80, -86]
2023-09-24_04:54:00.023473454, [-269, 55]
2023-09-24_04:54:00.023572082, [-220, 49]
2023-09-24_04:54:00.023670710, [-182, -165]
2023-09-24_04:54:00.023769338, [153, -168]
2023-09-24_04:54:00.023867966, [139, -86]
2023-09-24_04:54:00.023966594, [-216, -58]
2023-09-24_04:54:00.024065222, [-482, -41]
2023-09-24_04:54:00.024163850, [-965, 45]
2023-09-24_04:54:00.024262478, [-543, 179]
2023-09-24_04:54:00.024361106, [776, 48]
2023-09-24_04:54:00.024459734, [1382, -175]
2023-09-24_04:54:00.024558362, [1217, -72]
2023-09-24_04:54:00.024656990, [947, 45]
2023-09-24_04:54:00.024755618, [507, -115]
2023-09-24_04:54:00.024854245, [-34, -220]
2023-09-24_04:54:00.024952873, [-459, -52]
2023-09-24_04:54:00.025051501, [-486, 185]
2023-09-24_04:54:00.025150129, [42, 30]
2023-09-24_04:54:00.025248757, [703, -189]
2023-09-24_04:54:00.025347385, [994, -119]
2023-09-24_04:54:00.025446013, [968, 27]
2023-09-24_04:54:00.025544641, [749, -4]
2023-09-24_04:54:00.025643269, [435, -63]
2023-09-24_04:54:00.025741897, [357, 43]
2023-09-24_04:54:00.025840525, [533, 51]
2023-09-24_04:54:00.025939153, [27, -14]
2023-09-24_04:54:00.026037781, [-468, -92]
2023-09-24_04:54:00.026136409, [37, -65]
2023-09-24_04:54:00.026235037, [268, 143]
2023-09-24_04:54:00.026333665, [-116, 287]
2023-09-24_04:54:00.026432293, [-443, 228]
2023-09-24_04:54:00.026530921, [-444, 296]
2023-09-24_04:54:00.026629549, [75, 108]
2023-09-24_04:54:00.026728177, [581, -114]
2023-09-24_04:54:00.026826805, [655, -94]
2023-09-24_04:54:00.026925433, [182, -82]
2023-09-24_04:54:00.027024061, [-103, 116]
2023-09-24_04:54:00.027122689, [104, 389]
2023-09-24_04:54:00.027221317, [134, 448]
2023-09-24_04:54:00.027319944, [-61, 408]
2023-09-24_04:54:00.027418572, [33, 328]
2023-09-24_04:54:00.027517200, [595, 288]
2023-09-24_04:54:00.027615828, [342, 394]
2023-09-24_04:54:00.027714456, [-732, 237]
2023-09-24_04:54:00.027813084, [-1105, 100]
2023-09-24_04:54:00.027911712, [-591, 118]
2023-09-24_04:54:00.028010340, [-158, 111]
2023-09-24_04:54:00.028108968, [557, 56]
2023-09-24_04:54:00.028207596, [940, -32]
2023-09-24_04:54:00.028306224, [419, 86]
2023-09-24_04:54:00.028404852, [-119, 129]
2023-09-24_04:54:00.028503480, [-639, 134]
2023-09-24_04:54:00.028602108, [-268, -47]
2023-09-24_04:54:00.028700736, [722, -122]
2023-09-24_04:54:00.028799364, [938, 148]
2023-09-24_04:54:00.028897992, [244, 267]
2023-09-24_04:54:00.028996620, [-482, 219]
2023-09-24_04:54:00.029095248, [-620, 266]
2023-09-24_04:54:00.029193876, [-28, 319]
2023-09-24_04:54:00.029292504, [679, 210]
2023-09-24_04:54:00.029391132, [807, 215]
2023-09-24_04:54:00.029489760, [619, 218]
2023-09-24_04:54:00.029588388, [287, 191]
2023-09-24_04:54:00.029687016, [27, 210]
2023-09-24_04:54:00.029785643, [-58, 57]
2023-09-24_04:54:00.029884271, [-261, 117]
2023-09-24_04:54:00.029982899, [-675, 157]
2023-09-24_04:54:00.030081527, [-748, 100]
2023-09-24_04:54:00.030180155, [-442, 258]
2023-09-24_04:54:00.030278783, [151, 217]
2023-09-24_04:54:00.030377411, [803, 191]
2023-09-24_04:54:00.030476039, [876, 159]
2023-09-24_04:54:00.030574667, [458, -34]
2023-09-24_04:54:00.030673295, [-222, -46]
2023-09-24_04:54:00.030771923, [-556, 30]
2023-09-24_04:54:00.030870551, [-437, 123]
2023-09-24_04:54:00.030969179, [-296, 81]
2023-09-24_04:54:00.031067807, [104, 96]
2023-09-24_04:54:00.031166435, [517, 215]
2023-09-24_04:54:00.031265063, [521, 274]
2023-09-24_04:54:00.031363691, [164, 284]
2023-09-24_04:54:00.031462319, [-319, 287]
2023-09-24_04:54:00.031560947, [-318, 323]
2023-09-24_04:54:00.031659575, [153, 327]
2023-09-24_04:54:00.031758203, [430, 148]
2023-09-24_04:54:00.031856831, [344, 20]
2023-09-24_04:54:00.031955459, [-174, 210]
2023-09-24_04:54:00.032054087, [-391, 270]
2023-09-24_04:54:00.032152715, [-218, 164]
2023-09-24_04:54:00.032251342, [-291, -89]
2023-09-24_04:54:00.032349970, [-146, -133]
2023-09-24_04:54:00.032448598, [-338, -32]
2023-09-24_04:54:00.032547226, [-842, -93]
2023-09-24_04:54:00.032645854, [-693, -190]
2023-09-24_04:54:00.032744482, [-362, -189]
2023-09-24_04:54:00.032843110, [-586, 0]
2023-09-24_04:54:00.032941738, [-777, 103]
2023-09-24_04:54:00.033040366, [-414, 158]
2023-09-24_04:54:00.033138994, [-207, -10]
2023-09-24_04:54:00.033237622, [-134, -200]
2023-09-24_04:54:00.033336250, [-203, -74]
2023-09-24_04:54:00.033434878, [-637, 148]
2023-09-24_04:54:00.033533506, [-1195, 168]
2023-09-24_04:54:00.033632134, [-1491, 25]
2023-09-24_04:54:00.033730762, [-1188, -76]
2023-09-24_04:54:00.033829390, [-728, -111]
2023-09-24_04:54:00.033928018, [-70, -53]
2023-09-24_04:54:00.034026646, [563, 75]
2023-09-24_04:54:00.034125274, [212, -14]
2023-09-24_04:54:00.034223902, [-596, 109]
2023-09-24_04:54:00.034322530, [-871, 361]
2023-09-24_04:54:00.034421158, [-647, 450]
2023-09-24_04:54:00.034519786, [-614, 421]
2023-09-24_04:54:00.034618414, [-816, 232]
2023-09-24_04:54:00.034717041, [-466, 96]
2023-09-24_04:54:00.034815669, [-209, -58]
2023-09-24_04:54:00.034914297, [-443, -137]
2023-09-24_04:54:00.035012925, [-766, -8]
2023-09-24_04:54:00.035111553, [-946, 167]
2023-09-24_04:54:00.035210181, [-925, 190]
2023-09-24_04:54:00.035308809, [-699, 81]
2023-09-24_04:54:00.035407437, [-307, 151]
2023-09-24_04:54:00.035506065, [193, 305]
2023-09-24_04:54:00.035604693, [337, 388]
2023-09-24_04:54:00.035703321, [-100, 407]
2023-09-24_04:54:00.035801949, [-785, 236]
2023-09-24_04:54:00.035900577, [-1209, 222]
2023-09-24_04:54:00.035999205, [-1504, 424]
2023-09-24_04:54:00.036097833, [-1458, 363]
2023-09-24_04:54:00.036196461, [-914, 175]
2023-09-24_04:54:00.036295089, [-661, 34]
2023-09-24_04:54:00.036393717, [-757, 63]
2023-09-24_04:54:00.036492345, [-205, 141]
2023-09-24_04:54:00.036590973, [641, 10]
2023-09-24_04:54:00.036689601, [396, -68]
2023-09-24_04:54:00.036788229, [-290, 34]
2023-09-24_04:54:00.036886857, [-658, 103]
2023-09-24_04:54:00.036985485, [-1053, -15]
2023-09-24_04:54:00.037084113, [-1322, -91]
2023-09-24_04:54:00.037182740, [-1248, -79]
2023-09-24_04:54:00.037281368, [-805, -171]
2023-09-24_04:54:00.037379996, [-520, -321]
2023-09-24_04:54:00.037478624, [-480, -299]
2023-09-24_04:54:00.037577252, [78, -176]
2023-09-24_04:54:00.037675880, [656, -112]
2023-09-24_04:54:00.037774508, [629, -152]
2023-09-24_04:54:00.037873136, [-46, -285]
2023-09-24_04:54:00.037971764, [-486, -324]
2023-09-24_04:54:00.038070392, [-302, -277]
2023-09-24_04:54:00.038169020, [-159, -86]
2023-09-24_04:54:00.038267648, [-326, 143]
2023-09-24_04:54:00.038366276, [-192, 107]
2023-09-24_04:54:00.038464904, [239, -37]
2023-09-24_04:54:00.038563532, [598, -114]
2023-09-24_04:54:00.038662160, [488, -229]
2023-09-24_04:54:00.038760788, [177, -277]
2023-09-24_04:54:00.038859416, [-110, -347]
2023-09-24_04:54:00.038958044, [-536, -376]
2023-09-24_04:54:00.039056672, [-330, -288]
2023-09-24_04:54:00.039155300, [448, -251]
2023-09-24_04:54:00.039253928, [480, -297]
2023-09-24_04:54:00.039352556, [-174, -374]
2023-09-24_04:54:00.039451184, [49, -296]
2023-09-24_04:54:00.039549812, [722, -139]
2023-09-24_04:54:00.039648440, [805, -238]
2023-09-24_04:54:00.039747067, [598, -211]
2023-09-24_04:54:00.039845695, [745, -80]
2023-09-24_04:54:00.039944323, [1239, -199]
2023-09-24_04:54:00.040042951, [1534, -334]
2023-09-24_04:54:00.040141579, [1160, -216]
2023-09-24_04:54:00.040240207, [609, -148]
2023-09-24_04:54:00.040338835, [237, -248]
2023-09-24_04:54:00.040437463, [218, -324]
2023-09-24_04:54:00.040536091, [507, -161]
2023-09-24_04:54:00.040634719, [572, 4]
2023-09-24_04:54:00.040733347, [140, 20]
2023-09-24_04:54:00.040831975, [122, 42]
2023-09-24_04:54:00.040930603, [452, 2]
2023-09-24_04:54:00.041029231, [536, -285]
2023-09-24_04:54:00.041127859, [570, -413]
2023-09-24_04:54:00.041226487, [366, -307]
2023-09-24_04:54:00.041325115, [-175, -385]
2023-09-24_04:54:00.041423743, [-451, -395]
2023-09-24_04:54:00.041522371, [-381, -325]
2023-09-24_04:54:00.041620999, [-7, -273]
2023-09-24_04:54:00.041719627, [300, -148]
2023-09-24_04:54:00.041818255, [288, 7]
2023-09-24_04:54:00.041916883, [469, -25]
2023-09-24_04:54:00.042015511, [545, -37]
2023-09-24_04:54:00.042114139, [260, 102]
2023-09-24_04:54:00.042212766, [227, 35]
2023-09-24_04:54:00.042311394, [231, -239]
2023-09-24_04:54:00.042410022, [88, -228]
2023-09-24_04:54:00.042508650, [-147, -78]
2023-09-24_04:54:00.042607278, [-609, -84]
2023-09-24_04:54:00.042705906, [-683, -58]
2023-09-24_04:54:00.042804534, [-635, 4]
2023-09-24_04:54:00.042903162, [-712, -7]
2023-09-24_04:54:00.043001790, [264, -33]
2023-09-24_04:54:00.043100418, [1447, 1]
2023-09-24_04:54:00.043199046, [1388, 102]
2023-09-24_04:54:00.043297674, [597, 87]
2023-09-24_04:54:00.043396302, [-141, 79]
2023-09-24_04:54:00.043494930, [-41, 104]
2023-09-24_04:54:00.043593558, [266, 27]
2023-09-24_04:54:00.043692186, [-33, -62]
2023-09-24_04:54:00.043790814, [-135, -52]
2023-09-24_04:54:00.043889442, [48, -149]
2023-09-24_04:54:00.043988070, [69, -216]
2023-09-24_04:54:00.044086698, [126, -77]
2023-09-24_04:54:00.044185326, [681, -150]
2023-09-24_04:54:00.044283954, [1457, -287]
2023-09-24_04:54:00.044382582, [1632, -230]
2023-09-24_04:54:00.044481210, [1195, 11]
2023-09-24_04:54:00.044579838, [245, 256]
2023-09-24_04:54:00.044678465, [-592, 338]
2023-09-24_04:54:00.044777093, [-1077, 202]
2023-09-24_04:54:00.044875721, [-1016, 159]
2023-09-24_04:54:00.044974349, [-308, 109]
2023-09-24_04:54:00.045072977, [431, 42]
2023-09-24_04:54:00.045171605, [1059, 78]
2023-09-24_04:54:00.045270233, [1041, 55]
2023-09-24_04:54:00.045368861, [511, -33]
2023-09-24_04:54:00.045467489, [507, -264]
2023-09-24_04:54:00.045566117, [1070, -317]
2023-09-24_04:54:00.045664745, [972, -159]
2023-09-24_04:54:00.045763373, [98, -107]
2023-09-24_04:54:00.045862001, [-864, -66]
2023-09-24_04:54:00.045960629, [-1113, 53]
2023-09-24_04:54:00.046059257, [-387, 203]
2023-09-24_04:54:00.046157885, [592, 143]
2023-09-24_04:54:00.046256513, [1031, 61]
2023-09-24_04:54:00.046355141, [588, 101]
2023-09-24_04:54:00.046453769, [92, 136]
2023-09-24_04:54:00.046552397, [-279, 166]
2023-09-24_04:54:00.046651025, [-237, 80]
2023-09-24_04:54:00.046749653, [444, -121]
2023-09-24_04:54:00.046848281, [628, -187]
2023-09-24_04:54:00.046946909, [-63, -92]
2023-09-24_04:54:00.047045537, [-541, -122]
2023-09-24_04:54:00.047144164, [-366, -37]
2023-09-24_04:54:00.047242792, [-9, -125]
2023-09-24_04:54:00.047341420, [191, -164]
2023-09-24_04:54:00.047440048, [246, 52]
2023-09-24_04:54:00.047538676, [355, 211]
2023-09-24_04:54:00.047637304, [517, 227]
2023-09-24_04:54:00.047735932, [574, 86]
2023-09-24_04:54:00.047834560, [252, -4]
2023-09-24_04:54:00.047933188, [-387, 26]
2023-09-24_04:54:00.048031816, [-976, 4]
2023-09-24_04:54:00.048130444, [-565, -48]
2023-09-24_04:54:00.048229072, [422, -54]
2023-09-24_04:54:00.048327700, [825, 95]
2023-09-24_04:54:00.048426328, [1075, 113]
2023-09-24_04:54:00.048524956, [1196, 196]
2023-09-24_04:54:00.048623584, [1008, 296]
2023-09-24_04:54:00.048722212, [589, 139]
2023-09-24_04:54:00.048820840, [-278, 123]
2023-09-24_04:54:00.048919468, [-1232, 190]
2023-09-24_04:54:00.049018096, [-1039, 165]
2023-09-24_04:54:00.049116724, [-94, 96]
2023-09-24_04:54:00.049215352, [291, 79]
2023-09-24_04:54:00.049313980, [337, 137]
2023-09-24_04:54:00.049412608, [385, 211]
2023-09-24_04:54:00.049511236, [709, 250]
2023-09-24_04:54:00.049609863, [959, 149]
2023-09-24_04:54:00.049708491, [789, 152]
2023-09-24_04:54:00.049807119, [766, 192]
2023-09-24_04:54:00.049905747, [911, 183]
2023-09-24_04:54:00.050004375, [610, 321]
2023-09-24_04:54:00.050103003, [239, 522]
2023-09-24_04:54:00.050201631, [-21, 534]
2023-09-24_04:54:00.050300259, [-521, 238]
2023-09-24_04:54:00.050398887, [-398, 109]
2023-09-24_04:54:00.050497515, [357, 174]
2023-09-24_04:54:00.050596143, [402, 214]
2023-09-24_04:54:00.050694771, [74, 10]
2023-09-24_04:54:00.050793399, [508, -169]
2023-09-24_04:54:00.050892027, [1106, 29]
2023-09-24_04:54:00.050990655, [1519, 261]
2023-09-24_04:54:00.051089283, [1096, 347]
2023-09-24_04:54:00.051187911, [-72, 194]
2023-09-24_04:54:00.051286539, [-564, 91]
2023-09-24_04:54:00.051385167, [-743, 189]
2023-09-24_04:54:00.051483795, [-410, 246]
2023-09-24_04:54:00.051582423, [359, 258]
2023-09-24_04:54:00.051681051, [278, 189]
2023-09-24_04:54:00.051779679, [77, 213]
2023-09-24_04:54:00.051878307, [189, 199]
2023-09-24_04:54:00.051976935, [-87, 214]
2023-09-24_04:54:00.052075562, [-106, 394]
2023-09-24_04:54:00.052174190, [493, 343]
2023-09-24_04:54:00.052272818, [822, 152]
2023-09-24_04:54:00.052371446, [347, 181]
2023-09-24_04:54:00.052470074, [-568, 102]
2023-09-24_04:54:00.052568702, [-1078, 42]
2023-09-24_04:54:00.052667330, [-1076, 33]
2023-09-24_04:54:00.052765958, [-640, 26]
2023-09-24_04:54:00.052864586, [148, 70]
2023-09-24_04:54:00.052963214, [624, -26]
2023-09-24_04:54:00.053061842, [519, -80]
2023-09-24_04:54:00.053160470, [27, -15]
2023-09-24_04:54:00.053259098, [65, 49]
2023-09-24_04:54:00.053357726, [330, 59]
2023-09-24_04:54:00.053456354, [147, -110]
2023-09-24_04:54:00.053554982, [278, -281]
2023-09-24_04:54:00.053653610, [-17, -119]
2023-09-24_04:54:00.053752238, [-580, 178]
2023-09-24_04:54:00.053850866, [-901, 165]
2023-09-24_04:54:00.053949494, [-1093, 12]
2023-09-24_04:54:00.054048122, [-1013, -94]
2023-09-24_04:54:00.054146750, [-719, -125]
2023-09-24_04:54:00.054245378, [-313, -195]
2023-09-24_04:54:00.054344006, [-274, -388]
2023-09-24_04:54:00.054442634, [-499, -398]
2023-09-24_04:54:00.054541261, [-649, -311]
2023-09-24_04:54:00.054639889, [-395, -186]
2023-09-24_04:54:00.054738517, [-34, -99]
2023-09-24_04:54:00.054837145, [-85, -166]
2023-09-24_04:54:00.054935773, [-212, -232]
2023-09-24_04:54:00.055034401, [-356, -137]
2023-09-24_04:54:00.055133029, [-896, -38]
2023-09-24_04:54:00.055231657, [-913, -36]
