"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-308U5/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [287, 147]
2023-09-24_04:54:00.004536886, [-83, -2]
2023-09-24_04:54:00.004635514, [-231, -201]
2023-09-24_04:54:00.004734142, [50, -224]
2023-09-24_04:54:00.004832770, [309, -188]
2023-09-24_04:54:00.004931398, [-162, -256]
2023-09-24_04:54:00.005030025, [-1222, -293]
2023-09-24_04:54:00.005128653, [-1366, -218]
2023-09-24_04:54:00.005227281, [-772, -92]
2023-09-24_04:54:00.005325909, [30, -106]
2023-09-24_04:54:00.005424537, [271, -82]
2023-09-24_04:54:00.005523165, [-276, 38]
2023-09-24_04:54:00.005621793, [-469, 226]
2023-09-24_04:54:00.005720421, [-702, 264]
2023-09-24_04:54:00.005819049, [-737, 97]
2023-09-24_04:54:00.005917677, [-397, -32]
2023-09-24_04:54:00.006016305, [-213, -33]
2023-09-24_04:54:00.006114933, [138, -37]
2023-09-24_04:54:00.006213561, [283, -52]
2023-09-24_04:54:00.006312189, [-203, 49]
2023-09-24_04:54:00.006410817, [-334, 21]
2023-09-24_04:54:00.006509445, [-125, -194]
2023-09-24_04:54:00.006608073, [-187, -181]
2023-09-24_04:54:00.006706701, [-558, -1]
2023-09-24_04:54:00.006805329, [-650, 215]
2023-09-24_04:54:00.006903957, [-53, 210]
2023-09-24_04:54:00.007002585, [33, 68]
2023-09-24_04:54:00.007101213, [-622, 240]
2023-09-24_04:54:00.007199841, [-678, 213]
2023-09-24_04:54:00.007298469, [-267, 116]
2023-09-24_04:54:00.007397097, [-259, 206]
2023-09-24_04:54:00.007495724, [-89, 199]
2023-09-24_04:54:00.007594352, [412, 43]
2023-09-24_04:54:00.007692980, [117, -28]
2023-09-24_04:54:00.007791608, [-606, 100]
2023-09-24_04:54:00.007890236, [-892, 207]
2023-09-24_04:54:00.007988864, [-984, 194]
2023-09-24_04:54:00.008087492, [-957, 89]
2023-09-24_04:54:00.008186120, [-666, 76]
2023-09-24_04:54:00.008284748, [-230, 101]
2023-09-24_04:54:00.008383376, [-142, 154]
2023-09-24_04:54:00.008482004, [-141, 250]
2023-09-24_04:54:00.008580632, [-1, 318]
2023-09-24_04:54:00.008679260, [-14, 425]
2023-09-24_04:54:00.008777888, [199, 353]
2023-09-24_04:54:00.008876516, [447, 190]
2023-09-24_04:54:00.008975144, [223, 249]
2023-09-24_04:54:00.009073772, [-505, 332]
2023-09-24_04:54:00.009172400, [-802, 253]
2023-09-24_04:54:00.009271028, [-337, 195]
2023-09-24_04:54:00.009369656, [-254, 212]
2023-09-24_04:54:00.009468284, [-732, 260]
2023-09-24_04:54:00.009566912, [-1074, 157]
2023-09-24_04:54:00.009665540, [-856, 130]
2023-09-24_04:54:00.009764168, [-252, 278]
2023-09-24_04:54:00.009862796, [147, 312]
2023-09-24_04:54:00.009961423, [456, 284]
2023-09-24_04:54:00.010060051, [468, 247]
2023-09-24_04:54:00.010158679, [43, 224]
2023-09-24_04:54:00.010257307, [-379, 111]
2023-09-24_04:54:00.010355935, [-719, 114]
2023-09-24_04:54:00.010454563, [-750, 195]
2023-09-24_04:54:00.010553191, [-871, 233]
2023-09-24_04:54:00.010651819, [-1048, 151]
2023-09-24_04:54:00.010750447, [-783, 163]
2023-09-24_04:54:00.010849075, [-329, 263]
2023-09-24_04:54:00.010947703, [-111, 283]
2023-09-24_04:54:00.011046331, [117, 268]
2023-09-24_04:54:00.011144959, [285, 47]
2023-09-24_04:54:00.011243587, [374, -26]
2023-09-24_04:54:00.011342215, [429, 206]
2023-09-24_04:54:00.011440843, [-2, 342]
2023-09-24_04:54:00.011539471, [-760, 304]
2023-09-24_04:54:00.011638099, [-1173, 212]
2023-09-24_04:54:00.011736727, [-815, 197]
2023-09-24_04:54:00.011835355, [-5, 290]
2023-09-24_04:54:00.011933983, [538, 334]
2023-09-24_04:54:00.012032611, [457, 187]
2023-09-24_04:54:00.012131239, [67, 48]
2023-09-24_04:54:00.012229867, [325, 144]
2023-09-24_04:54:00.012328495, [869, 220]
2023-09-24_04:54:00.012427122, [367, 160]
2023-09-24_04:54:00.012525750, [-126, -26]
2023-09-24_04:54:00.012624378, [29, -54]
2023-09-24_04:54:00.012723006, [-2, 183]
2023-09-24_04:54:00.012821634, [-163, 277]
2023-09-24_04:54:00.012920262, [-272, 108]
2023-09-24_04:54:00.013018890, [-72, 35]
2023-09-24_04:54:00.013117518, [314, -22]
2023-09-24_04:54:00.013216146, [351, -106]
2023-09-24_04:54:00.013314774, [554, -123]
2023-09-24_04:54:00.013413402, [691, -184]
2023-09-24_04:54:00.013512030, [216, -17]
2023-09-24_04:54:00.013610658, [195, 193]
2023-09-24_04:54:00.013709286, [-53, 142]
2023-09-24_04:54:00.013807914, [-677, 24]
2023-09-24_04:54:00.013906542, [-391, 53]
2023-09-24_04:54:00.014005170, [129, 55]
2023-09-24_04:54:00.014103798, [315, 85]
2023-09-24_04:54:00.014202426, [253, 159]
2023-09-24_04:54:00.014301054, [255, 81]
2023-09-24_04:54:00.014399682, [74, -131]
2023-09-24_04:54:00.014498310, [-283, -202]
2023-09-24_04:54:00.014596938, [-45, -65]
2023-09-24_04:54:00.014695566, [740, -57]
2023-09-24_04:54:00.014794194, [1170, -131]
2023-09-24_04:54:00.014892821, [876, -142]
2023-09-24_04:54:00.014991449, [333, -199]
2023-09-24_04:54:00.015090077, [-318, -226]
2023-09-24_04:54:00.015188705, [-1000, -211]
2023-09-24_04:54:00.015287333, [-1268, -304]
2023-09-24_04:54:00.015385961, [-369, -350]
2023-09-24_04:54:00.015484589, [888, -361]
2023-09-24_04:54:00.015583217, [1301, -248]
2023-09-24_04:54:00.015681845, [1414, -35]
2023-09-24_04:54:00.015780473, [1498, -33]
2023-09-24_04:54:00.015879101, [1480, -66]
2023-09-24_04:54:00.015977729, [1277, -84]
2023-09-24_04:54:00.016076357, [904, -62]
2023-09-24_04:54:00.016174985, [161, 79]
2023-09-24_04:54:00.016273613, [-591, 30]
2023-09-24_04:54:00.016372241, [-816, -123]
2023-09-24_04:54:00.016470869, [-322, -161]
2023-09-24_04:54:00.016569497, [500, -160]
2023-09-24_04:54:00.016668125, [598, -244]
2023-09-24_04:54:00.016766753, [539, -242]
2023-09-24_04:54:00.016865381, [735, -203]
2023-09-24_04:54:00.016964009, [959, -311]
2023-09-24_04:54:00.017062637, [989, -403]
2023-09-24_04:54:00.017161265, [665, -222]
2023-09-24_04:54:00.017259893, [334, 15]
2023-09-24_04:54:00.017358520, [-57, 79]
2023-09-24_04:54:00.017457148, [-357, 14]
2023-09-24_04:54:00.017555776, [-590, 36]
2023-09-24_04:54:00.017654404, [-184, 80]
2023-09-24_04:54:00.017753032, [487, 115]
2023-09-24_04:54:00.017851660, [395, 46]
2023-09-24_04:54:00.017950288, [-116, 10]
2023-09-24_04:54:00.018048916, [-350, 124]
2023-09-24_04:54:00.018147544, [87, 194]
2023-09-24_04:54:00.018246172, [733, 161]
2023-09-24_04:54:00.018344800, [1056, 139]
2023-09-24_04:54:00.018443428, [1149, 250]
2023-09-24_04:54:00.018542056, [788, 325]
2023-09-24_04:54:00.018640684, [174, 278]
2023-09-24_04:54:00.018739312, [-393, 116]
2023-09-24_04:54:00.018837940, [-769, 79]
2023-09-24_04:54:00.018936568, [-660, 99]
2023-09-24_04:54:00.019035196, [-226, -124]
2023-09-24_04:54:00.019133824, [282, -169]
2023-09-24_04:54:00.019232452, [677, 50]
2023-09-24_04:54:00.019331080, [587, 135]
2023-09-24_04:54:00.019429708, [279, 187]
2023-09-24_04:54:00.019528336, [119, 204]
2023-09-24_04:54:00.019626964, [-312, 100]
2023-09-24_04:54:00.019725592, [-533, 22]
2023-09-24_04:54:00.019824220, [-298, 76]
2023-09-24_04:54:00.019922847, [-669, 292]
2023-09-24_04:54:00.020021475, [-1254, 358]
2023-09-24_04:54:00.020120103, [-1339, 150]
2023-09-24_04:54:00.020218731, [-627, 74]
2023-09-24_04:54:00.020317359, [285, 138]
2023-09-24_04:54:00.020415987, [694, 260]
2023-09-24_04:54:00.020514615, [725, 155]
2023-09-24_04:54:00.020613243, [232, -34]
2023-09-24_04:54:00.020711871, [-480, 89]
2023-09-24_04:54:00.020810499, [-583, 104]
2023-09-24_04:54:00.020909127, [-18, 45]
2023-09-24_04:54:00.021007755, [409, -15]
2023-09-24_04:54:00.021106383, [360, -4]
2023-09-24_04:54:00.021205011, [95, 91]
2023-09-24_04:54:00.021303639, [-139, 177]
2023-09-24_04:54:00.021402267, [-637, 137]
2023-09-24_04:54:00.021500895, [-1169, 182]
2023-09-24_04:54:00.021599523, [-886, 203]
2023-09-24_04:54:00.021698151, [-103, 118]
2023-09-24_04:54:00.021796779, [452, 99]
2023-09-24_04:54:00.021895407, [555, 75]
2023-09-24_04:54:00.021994035, [676, 85]
2023-09-24_04:54:00.022092663, [822, 12]
2023-09-24_04:54:00.022191291, [564, -217]
2023-09-24_04:54:00.022289919, [-80, -212]
2023-09-24_04:54:00.022388546, [-654, -71]
2023-09-24_04:54:00.022487174, [-449, -14]
2023-09-24_04:54:00.022585802, [-166, -12]
2023-09-24_04:54:00.022684430, [-150, 110]
2023-09-24_04:54:00.022783058, [-127, 101]
2023-09-24_04:54:00.022881686, [-171, -113]
2023-09-24_04:54:00.022980314, [87, -184]
2023-09-24_04:54:00.023078942, [219, -199]
2023-09-24_04:54:00.023177570, [172, -107]
2023-09-24_04:54:00.023276198, [190, 1]
2023-09-24_04:54:00.023374826, [-308, 63]
2023-09-24_04:54:00.023473454, [-628, 113]
2023-09-24_04:54:00.023572082, [-604, 130]
2023-09-24_04:54:00.023670710, [-586, 133]
2023-09-24_04:54:00.023769338, [-444, -24]
2023-09-24_04:54:00.023867966, [-419, -24]
2023-09-24_04:54:00.023966594, [-462, -15]
2023-09-24_04:54:00.024065222, [-695, -116]
2023-09-24_04:54:00.024163850, [-949, -122]
2023-09-24_04:54:00.024262478, [-615, -13]
2023-09-24_04:54:00.024361106, [20, 156]
2023-09-24_04:54:00.024459734, [328, 81]
2023-09-24_04:54:00.024558362, [294, -124]
2023-09-24_04:54:00.024656990, [235, -182]
2023-09-24_04:54:00.024755618, [-199, -218]
2023-09-24_04:54:00.024854245, [-786, -268]
2023-09-24_04:54:00.024952873, [-1024, -172]
2023-09-24_04:54:00.025051501, [-1044, -138]
2023-09-24_04:54:00.025150129, [-644, -207]
2023-09-24_04:54:00.025248757, [-15, -146]
2023-09-24_04:54:00.025347385, [423, -70]
2023-09-24_04:54:00.025446013, [294, 36]
2023-09-24_04:54:00.025544641, [-186, 63]
2023-09-24_04:54:00.025643269, [-330, -17]
2023-09-24_04:54:00.025741897, [-226, 37]
2023-09-24_04:54:00.025840525, [2, 8]
2023-09-24_04:54:00.025939153, [-276, -64]
2023-09-24_04:54:00.026037781, [-635, 19]
2023-09-24_04:54:00.026136409, [-123, 61]
2023-09-24_04:54:00.026235037, [125, 47]
2023-09-24_04:54:00.026333665, [-221, 182]
2023-09-24_04:54:00.026432293, [-453, 161]
2023-09-24_04:54:00.026530921, [-492, 73]
2023-09-24_04:54:00.026629549, [101, 97]
2023-09-24_04:54:00.026728177, [600, 4]
2023-09-24_04:54:00.026826805, [417, 8]
2023-09-24_04:54:00.026925433, [-127, -13]
2023-09-24_04:54:00.027024061, [-283, -64]
2023-09-24_04:54:00.027122689, [-19, 105]
2023-09-24_04:54:00.027221317, [-24, 153]
2023-09-24_04:54:00.027319944, [-127, 25]
2023-09-24_04:54:00.027418572, [-57, 32]
2023-09-24_04:54:00.027517200, [402, 53]
2023-09-24_04:54:00.027615828, [333, 36]
2023-09-24_04:54:00.027714456, [-493, 114]
2023-09-24_04:54:00.027813084, [-813, 232]
2023-09-24_04:54:00.027911712, [-433, 222]
2023-09-24_04:54:00.028010340, [-59, 110]
2023-09-24_04:54:00.028108968, [394, 206]
2023-09-24_04:54:00.028207596, [563, 368]
2023-09-24_04:54:00.028306224, [19, 373]
2023-09-24_04:54:00.028404852, [-616, 192]
2023-09-24_04:54:00.028503480, [-1172, 202]
2023-09-24_04:54:00.028602108, [-964, 196]
2023-09-24_04:54:00.028700736, [-57, 79]
2023-09-24_04:54:00.028799364, [178, 88]
2023-09-24_04:54:00.028897992, [-489, 255]
2023-09-24_04:54:00.028996620, [-1093, 395]
2023-09-24_04:54:00.029095248, [-1155, 258]
2023-09-24_04:54:00.029193876, [-624, 159]
2023-09-24_04:54:00.029292504, [-126, 160]
2023-09-24_04:54:00.029391132, [-141, 85]
2023-09-24_04:54:00.029489760, [-202, 37]
2023-09-24_04:54:00.029588388, [-324, -57]
2023-09-24_04:54:00.029687016, [-463, 69]
2023-09-24_04:54:00.029785643, [-566, 243]
2023-09-24_04:54:00.029884271, [-787, 155]
2023-09-24_04:54:00.029982899, [-1020, 55]
2023-09-24_04:54:00.030081527, [-950, 28]
2023-09-24_04:54:00.030180155, [-806, 151]
2023-09-24_04:54:00.030278783, [-614, 274]
2023-09-24_04:54:00.030377411, [-55, 330]
2023-09-24_04:54:00.030476039, [418, 282]
2023-09-24_04:54:00.030574667, [190, 187]
2023-09-24_04:54:00.030673295, [-270, 160]
2023-09-24_04:54:00.030771923, [-608, 140]
2023-09-24_04:54:00.030870551, [-665, 104]
2023-09-24_04:54:00.030969179, [-363, 79]
2023-09-24_04:54:00.031067807, [72, 9]
2023-09-24_04:54:00.031166435, [241, 2]
2023-09-24_04:54:00.031265063, [23, 82]
2023-09-24_04:54:00.031363691, [-90, 159]
2023-09-24_04:54:00.031462319, [-284, 149]
2023-09-24_04:54:00.031560947, [-234, -43]
2023-09-24_04:54:00.031659575, [151, -132]
2023-09-24_04:54:00.031758203, [395, -113]
2023-09-24_04:54:00.031856831, [487, -77]
2023-09-24_04:54:00.031955459, [116, 1]
2023-09-24_04:54:00.032054087, [-134, -20]
2023-09-24_04:54:00.032152715, [33, 14]
2023-09-24_04:54:00.032251342, [95, 53]
2023-09-24_04:54:00.032349970, [354, -15]
2023-09-24_04:54:00.032448598, [371, -86]
2023-09-24_04:54:00.032547226, [-146, -106]
2023-09-24_04:54:00.032645854, [-56, 1]
2023-09-24_04:54:00.032744482, [270, 143]
2023-09-24_04:54:00.032843110, [79, 114]
2023-09-24_04:54:00.032941738, [94, 3]
2023-09-24_04:54:00.033040366, [573, -54]
2023-09-24_04:54:00.033138994, [678, -158]
2023-09-24_04:54:00.033237622, [721, -247]
2023-09-24_04:54:00.033336250, [615, -173]
2023-09-24_04:54:00.033434878, [79, 1]
2023-09-24_04:54:00.033533506, [-107, 27]
2023-09-24_04:54:00.033632134, [-227, 55]
2023-09-24_04:54:00.033730762, [-172, 220]
2023-09-24_04:54:00.033829390, [-16, 271]
2023-09-24_04:54:00.033928018, [296, 146]
2023-09-24_04:54:00.034026646, [841, 7]
2023-09-24_04:54:00.034125274, [487, -19]
2023-09-24_04:54:00.034223902, [-60, 47]
2023-09-24_04:54:00.034322530, [-40, 101]
2023-09-24_04:54:00.034421158, [225, 127]
2023-09-24_04:54:00.034519786, [105, 156]
2023-09-24_04:54:00.034618414, [-134, 171]
2023-09-24_04:54:00.034717041, [142, 179]
2023-09-24_04:54:00.034815669, [407, 182]
2023-09-24_04:54:00.034914297, [264, 135]
2023-09-24_04:54:00.035012925, [-89, 168]
2023-09-24_04:54:00.035111553, [-154, 93]
2023-09-24_04:54:00.035210181, [-20, -36]
2023-09-24_04:54:00.035308809, [79, 34]
2023-09-24_04:54:00.035407437, [218, 179]
2023-09-24_04:54:00.035506065, [553, 259]
2023-09-24_04:54:00.035604693, [754, 237]
2023-09-24_04:54:00.035703321, [671, 219]
2023-09-24_04:54:00.035801949, [227, 178]
2023-09-24_04:54:00.035900577, [-124, 103]
2023-09-24_04:54:00.035999205, [-384, 57]
2023-09-24_04:54:00.036097833, [-324, 137]
2023-09-24_04:54:00.036196461, [160, 233]
2023-09-24_04:54:00.036295089, [293, 258]
2023-09-24_04:54:00.036393717, [348, 223]
2023-09-24_04:54:00.036492345, [836, 58]
2023-09-24_04:54:00.036590973, [1306, -68]
2023-09-24_04:54:00.036689601, [1035, -67]
2023-09-24_04:54:00.036788229, [507, 10]
2023-09-24_04:54:00.036886857, [333, 245]
2023-09-24_04:54:00.036985485, [136, 269]
2023-09-24_04:54:00.037084113, [-12, 116]
2023-09-24_04:54:00.037182740, [-3, 38]
2023-09-24_04:54:00.037281368, [181, 28]
2023-09-24_04:54:00.037379996, [370, 21]
2023-09-24_04:54:00.037478624, [525, -92]
2023-09-24_04:54:00.037577252, [972, -164]
2023-09-24_04:54:00.037675880, [1319, -230]
2023-09-24_04:54:00.037774508, [1239, -224]
2023-09-24_04:54:00.037873136, [463, -115]
2023-09-24_04:54:00.037971764, [-287, 25]
2023-09-24_04:54:00.038070392, [-199, -58]
2023-09-24_04:54:00.038169020, [93, -75]
2023-09-24_04:54:00.038267648, [106, 160]
2023-09-24_04:54:00.038366276, [207, 191]
2023-09-24_04:54:00.038464904, [285, 21]
2023-09-24_04:54:00.038563532, [384, -7]
2023-09-24_04:54:00.038662160, [527, -105]
2023-09-24_04:54:00.038760788, [390, -139]
2023-09-24_04:54:00.038859416, [40, -5]
2023-09-24_04:54:00.038958044, [-359, 77]
2023-09-24_04:54:00.039056672, [-90, 68]
2023-09-24_04:54:00.039155300, [489, -21]
2023-09-24_04:54:00.039253928, [278, -99]
2023-09-24_04:54:00.039352556, [-301, 13]
2023-09-24_04:54:00.039451184, [-139, 1]
2023-09-24_04:54:00.039549812, [458, -199]
2023-09-24_04:54:00.039648440, [413, -139]
2023-09-24_04:54:00.039747067, [-1, -52]
2023-09-24_04:54:00.039845695, [91, -43]
2023-09-24_04:54:00.039944323, [613, -152]
2023-09-24_04:54:00.040042951, [757, -322]
2023-09-24_04:54:00.040141579, [231, -94]
2023-09-24_04:54:00.040240207, [-202, 92]
2023-09-24_04:54:00.040338835, [-328, -20]
2023-09-24_04:54:00.040437463, [-458, -121]
2023-09-24_04:54:00.040536091, [-402, -152]
2023-09-24_04:54:00.040634719, [-201, -141]
2023-09-24_04:54:00.040733347, [-242, -36]
2023-09-24_04:54:00.040831975, [-161, -1]
2023-09-24_04:54:00.040930603, [187, -125]
2023-09-24_04:54:00.041029231, [264, -90]
2023-09-24_04:54:00.041127859, [172, -28]
2023-09-24_04:54:00.041226487, [-42, -228]
2023-09-24_04:54:00.041325115, [-266, -381]
2023-09-24_04:54:00.041423743, [-294, -322]
2023-09-24_04:54:00.041522371, [-350, -232]
2023-09-24_04:54:00.041620999, [-123, -94]
2023-09-24_04:54:00.041719627, [159, -47]
2023-09-24_04:54:00.041818255, [279, -4]
2023-09-24_04:54:00.041916883, [566, 15]
2023-09-24_04:54:00.042015511, [677, -179]
2023-09-24_04:54:00.042114139, [433, -350]
2023-09-24_04:54:00.042212766, [340, -333]
2023-09-24_04:54:00.042311394, [206, -161]
2023-09-24_04:54:00.042410022, [45, 136]
2023-09-24_04:54:00.042508650, [-47, 138]
2023-09-24_04:54:00.042607278, [-442, -89]
2023-09-24_04:54:00.042705906, [-534, -53]
2023-09-24_04:54:00.042804534, [-353, 48]
2023-09-24_04:54:00.042903162, [-368, 23]
2023-09-24_04:54:00.043001790, [58, 39]
2023-09-24_04:54:00.043100418, [722, -33]
2023-09-24_04:54:00.043199046, [758, -75]
2023-09-24_04:54:00.043297674, [294, 19]
2023-09-24_04:54:00.043396302, [-393, 110]
2023-09-24_04:54:00.043494930, [-658, 229]
2023-09-24_04:54:00.043593558, [-516, 294]
2023-09-24_04:54:00.043692186, [-622, 201]
2023-09-24_04:54:00.043790814, [-731, 31]
2023-09-24_04:54:00.043889442, [-681, 80]
2023-09-24_04:54:00.043988070, [-796, 43]
2023-09-24_04:54:00.044086698, [-828, 37]
2023-09-24_04:54:00.044185326, [-176, 35]
2023-09-24_04:54:00.044283954, [649, -54]
2023-09-24_04:54:00.044382582, [743, 90]
2023-09-24_04:54:00.044481210, [419, 48]
2023-09-24_04:54:00.044579838, [-203, -186]
2023-09-24_04:54:00.044678465, [-774, -125]
2023-09-24_04:54:00.044777093, [-993, -1]
2023-09-24_04:54:00.044875721, [-997, 35]
2023-09-24_04:54:00.044974349, [-605, 90]
2023-09-24_04:54:00.045072977, [186, 68]
2023-09-24_04:54:00.045171605, [634, 119]
2023-09-24_04:54:00.045270233, [484, 148]
2023-09-24_04:54:00.045368861, [171, 2]
2023-09-24_04:54:00.045467489, [-19, -70]
2023-09-24_04:54:00.045566117, [299, -72]
2023-09-24_04:54:00.045664745, [433, -170]
2023-09-24_04:54:00.045763373, [-156, -145]
2023-09-24_04:54:00.045862001, [-878, -33]
2023-09-24_04:54:00.045960629, [-957, 116]
2023-09-24_04:54:00.046059257, [-428, 207]
2023-09-24_04:54:00.046157885, [309, 207]
2023-09-24_04:54:00.046256513, [742, 217]
2023-09-24_04:54:00.046355141, [422, 252]
2023-09-24_04:54:00.046453769, [-52, 226]
2023-09-24_04:54:00.046552397, [-409, 74]
2023-09-24_04:54:00.046651025, [-419, 127]
2023-09-24_04:54:00.046749653, [57, 69]
2023-09-24_04:54:00.046848281, [19, -152]
2023-09-24_04:54:00.046946909, [-508, -87]
2023-09-24_04:54:00.047045537, [-739, 73]
2023-09-24_04:54:00.047144164, [-634, 152]
2023-09-24_04:54:00.047242792, [-401, 92]
2023-09-24_04:54:00.047341420, [-171, 75]
2023-09-24_04:54:00.047440048, [-162, 84]
2023-09-24_04:54:00.047538676, [10, 87]
2023-09-24_04:54:00.047637304, [255, 87]
2023-09-24_04:54:00.047735932, [235, 138]
2023-09-24_04:54:00.047834560, [-2, 116]
2023-09-24_04:54:00.047933188, [-621, 23]
2023-09-24_04:54:00.048031816, [-1104, 95]
2023-09-24_04:54:00.048130444, [-804, 292]
2023-09-24_04:54:00.048229072, [-100, 309]
2023-09-24_04:54:00.048327700, [305, 243]
2023-09-24_04:54:00.048426328, [408, 262]
2023-09-24_04:54:00.048524956, [532, 289]
2023-09-24_04:54:00.048623584, [499, 451]
2023-09-24_04:54:00.048722212, [145, 534]
2023-09-24_04:54:00.048820840, [-450, 463]
2023-09-24_04:54:00.048919468, [-1168, 408]
2023-09-24_04:54:00.049018096, [-950, 268]
2023-09-24_04:54:00.049116724, [-81, 225]
2023-09-24_04:54:00.049215352, [103, 279]
2023-09-24_04:54:00.049313980, [-77, 278]
2023-09-24_04:54:00.049412608, [-119, 278]
2023-09-24_04:54:00.049511236, [197, 212]
2023-09-24_04:54:00.049609863, [314, 61]
2023-09-24_04:54:00.049708491, [-56, 158]
2023-09-24_04:54:00.049807119, [-51, 292]
2023-09-24_04:54:00.049905747, [38, 139]
2023-09-24_04:54:00.050004375, [-255, 154]
2023-09-24_04:54:00.050103003, [-356, 311]
2023-09-24_04:54:00.050201631, [-468, 398]
2023-09-24_04:54:00.050300259, [-765, 427]
2023-09-24_04:54:00.050398887, [-571, 396]
2023-09-24_04:54:00.050497515, [142, 363]
2023-09-24_04:54:00.050596143, [158, 323]
2023-09-24_04:54:00.050694771, [-63, 166]
2023-09-24_04:54:00.050793399, [343, 85]
2023-09-24_04:54:00.050892027, [640, 191]
2023-09-24_04:54:00.050990655, [833, 207]
2023-09-24_04:54:00.051089283, [571, 211]
2023-09-24_04:54:00.051187911, [-205, 257]
2023-09-24_04:54:00.051286539, [-474, 309]
2023-09-24_04:54:00.051385167, [-547, 417]
2023-09-24_04:54:00.051483795, [-184, 444]
2023-09-24_04:54:00.051582423, [433, 439]
2023-09-24_04:54:00.051681051, [314, 460]
2023-09-24_04:54:00.051779679, [275, 356]
2023-09-24_04:54:00.051878307, [233, 234]
2023-09-24_04:54:00.051976935, [-136, 184]
2023-09-24_04:54:00.052075562, [-112, 236]
2023-09-24_04:54:00.052174190, [462, 162]
2023-09-24_04:54:00.052272818, [796, 189]
2023-09-24_04:54:00.052371446, [315, 291]
2023-09-24_04:54:00.052470074, [-436, 275]
2023-09-24_04:54:00.052568702, [-828, 331]
2023-09-24_04:54:00.052667330, [-843, 269]
2023-09-24_04:54:00.052765958, [-544, 29]
2023-09-24_04:54:00.052864586, [15, -117]
2023-09-24_04:54:00.052963214, [506, -80]
2023-09-24_04:54:00.053061842, [371, 31]
2023-09-24_04:54:00.053160470, [-148, 95]
2023-09-24_04:54:00.053259098, [-56, 85]
2023-09-24_04:54:00.053357726, [235, 14]
2023-09-24_04:54:00.053456354, [97, 16]
2023-09-24_04:54:00.053554982, [200, 110]
2023-09-24_04:54:00.053653610, [89, 176]
2023-09-24_04:54:00.053752238, [-170, 98]
2023-09-24_04:54:00.053850866, [-199, -126]
2023-09-24_04:54:00.053949494, [-255, -157]
2023-09-24_04:54:00.054048122, [-261, 1]
2023-09-24_04:54:00.054146750, [-131, -37]
2023-09-24_04:54:00.054245378, [237, -43]
2023-09-24_04:54:00.054344006, [295, 175]
2023-09-24_04:54:00.054442634, [131, 51]
2023-09-24_04:54:00.054541261, [117, -54]
2023-09-24_04:54:00.054639889, [325, -108]
2023-09-24_04:54:00.054738517, [654, -285]
2023-09-24_04:54:00.054837145, [629, -221]
2023-09-24_04:54:00.054935773, [512, -156]
2023-09-24_04:54:00.055034401, [414, -8]
2023-09-24_04:54:00.055133029, [-194, 27]
2023-09-24_04:54:00.055231657, [-346, -145]
2023-09-24_04:54:00.055330285, [250, -226]
