"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-314M1/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1195, 309]
2023-09-24_04:54:00.006706701, [-958, 82]
2023-09-24_04:54:00.006805329, [-717, 81]
2023-09-24_04:54:00.006903957, [-449, -10]
2023-09-24_04:54:00.007002585, [-171, -268]
2023-09-24_04:54:00.007101213, [87, -370]
2023-09-24_04:54:00.007199841, [271, -205]
2023-09-24_04:54:00.007298469, [529, -93]
2023-09-24_04:54:00.007397097, [754, -166]
2023-09-24_04:54:00.007495724, [904, -282]
2023-09-24_04:54:00.007594352, [987, -319]
2023-09-24_04:54:00.007692980, [1055, -293]
2023-09-24_04:54:00.007791608, [1334, -50]
2023-09-24_04:54:00.007890236, [1663, 42]
2023-09-24_04:54:00.007988864, [1817, 36]
2023-09-24_04:54:00.008087492, [1873, 37]
2023-09-24_04:54:00.008186120, [1994, -98]
2023-09-24_04:54:00.008284748, [2025, -135]
2023-09-24_04:54:00.008383376, [2082, -120]
2023-09-24_04:54:00.008482004, [2187, -87]
2023-09-24_04:54:00.008580632, [2201, -50]
2023-09-24_04:54:00.008679260, [2203, -99]
2023-09-24_04:54:00.008777888, [2245, -163]
2023-09-24_04:54:00.008876516, [2399, -65]
2023-09-24_04:54:00.008975144, [2636, -76]
2023-09-24_04:54:00.009073772, [2680, -128]
2023-09-24_04:54:00.009172400, [2428, -61]
2023-09-24_04:54:00.009271028, [2476, -72]
2023-09-24_04:54:00.009369656, [2555, 2]
2023-09-24_04:54:00.009468284, [2385, 91]
2023-09-24_04:54:00.009566912, [2416, 2]
2023-09-24_04:54:00.009665540, [2291, -14]
2023-09-24_04:54:00.009764168, [2092, -114]
2023-09-24_04:54:00.009862796, [1890, -309]
2023-09-24_04:54:00.009961423, [1762, -308]
2023-09-24_04:54:00.010060051, [1748, -191]
2023-09-24_04:54:00.010158679, [1560, -96]
2023-09-24_04:54:00.010257307, [1488, -138]
2023-09-24_04:54:00.010355935, [1413, -246]
2023-09-24_04:54:00.010454563, [1288, -198]
2023-09-24_04:54:00.010553191, [1189, -178]
2023-09-24_04:54:00.010651819, [930, -299]
2023-09-24_04:54:00.010750447, [547, -339]
2023-09-24_04:54:00.010849075, [99, -335]
2023-09-24_04:54:00.010947703, [-145, -314]
2023-09-24_04:54:00.011046331, [-272, -267]
2023-09-24_04:54:00.011144959, [-506, -163]
2023-09-24_04:54:00.011243587, [-670, -144]
2023-09-24_04:54:00.011342215, [-788, -223]
2023-09-24_04:54:00.011440843, [-847, -158]
2023-09-24_04:54:00.011539471, [-749, -191]
2023-09-24_04:54:00.011638099, [-805, -291]
2023-09-24_04:54:00.011736727, [-983, -360]
2023-09-24_04:54:00.011835355, [-1120, -277]
2023-09-24_04:54:00.011933983, [-1130, -149]
2023-09-24_04:54:00.012032611, [-1225, -300]
2023-09-24_04:54:00.012131239, [-1387, -247]
2023-09-24_04:54:00.012229867, [-1356, 13]
2023-09-24_04:54:00.012328495, [-1438, 105]
2023-09-24_04:54:00.012427122, [-1655, 8]
2023-09-24_04:54:00.012525750, [-1691, -271]
2023-09-24_04:54:00.012624378, [-1596, -379]
2023-09-24_04:54:00.012723006, [-1568, -299]
2023-09-24_04:54:00.012821634, [-1537, -217]
2023-09-24_04:54:00.012920262, [-1522, -184]
2023-09-24_04:54:00.013018890, [-1734, -186]
2023-09-24_04:54:00.013117518, [-1883, -114]
2023-09-24_04:54:00.013216146, [-1930, -31]
2023-09-24_04:54:00.013314774, [-1967, -129]
2023-09-24_04:54:00.013413402, [-1986, -129]
2023-09-24_04:54:00.013512030, [-2023, 0]
2023-09-24_04:54:00.013610658, [-1915, -88]
2023-09-24_04:54:00.013709286, [-1881, -184]
2023-09-24_04:54:00.013807914, [-1835, -204]
2023-09-24_04:54:00.013906542, [-1816, -182]
2023-09-24_04:54:00.014005170, [-1929, -222]
2023-09-24_04:54:00.014103798, [-2034, -377]
2023-09-24_04:54:00.014202426, [-2135, -303]
2023-09-24_04:54:00.014301054, [-2119, -171]
2023-09-24_04:54:00.014399682, [-2039, -118]
2023-09-24_04:54:00.014498310, [-2005, -64]
2023-09-24_04:54:00.014596938, [-1932, 30]
2023-09-24_04:54:00.014695566, [-1830, 41]
2023-09-24_04:54:00.014794194, [-1760, -43]
2023-09-24_04:54:00.014892821, [-1791, -149]
2023-09-24_04:54:00.014991449, [-1875, -263]
2023-09-24_04:54:00.015090077, [-1912, -211]
2023-09-24_04:54:00.015188705, [-1909, -95]
2023-09-24_04:54:00.015287333, [-1858, -152]
2023-09-24_04:54:00.015385961, [-1903, -188]
2023-09-24_04:54:00.015484589, [-1977, -232]
2023-09-24_04:54:00.015583217, [-1930, -248]
2023-09-24_04:54:00.015681845, [-1956, -39]
2023-09-24_04:54:00.015780473, [-2163, -16]
2023-09-24_04:54:00.015879101, [-2364, -91]
2023-09-24_04:54:00.015977729, [-2414, -107]
2023-09-24_04:54:00.016076357, [-2304, -86]
2023-09-24_04:54:00.016174985, [-2331, -67]
2023-09-24_04:54:00.016273613, [-2452, -139]
2023-09-24_04:54:00.016372241, [-2235, -278]
2023-09-24_04:54:00.016470869, [-2009, -214]
2023-09-24_04:54:00.016569497, [-1918, -121]
2023-09-24_04:54:00.016668125, [-1827, -194]
2023-09-24_04:54:00.016766753, [-1608, -282]
2023-09-24_04:54:00.016865381, [-1450, -230]
2023-09-24_04:54:00.016964009, [-1307, -165]
2023-09-24_04:54:00.017062637, [-1066, -174]
2023-09-24_04:54:00.017161265, [-759, -130]
2023-09-24_04:54:00.017259893, [-530, 34]
2023-09-24_04:54:00.017358520, [-384, 130]
2023-09-24_04:54:00.017457148, [-292, -47]
2023-09-24_04:54:00.017555776, [-275, -156]
2023-09-24_04:54:00.017654404, [-176, -69]
2023-09-24_04:54:00.017753032, [67, -126]
2023-09-24_04:54:00.017851660, [214, -241]
2023-09-24_04:54:00.017950288, [211, -253]
2023-09-24_04:54:00.018048916, [207, -45]
2023-09-24_04:54:00.018147544, [327, 210]
2023-09-24_04:54:00.018246172, [427, 70]
2023-09-24_04:54:00.018344800, [528, -204]
2023-09-24_04:54:00.018443428, [592, -281]
2023-09-24_04:54:00.018542056, [464, -214]
2023-09-24_04:54:00.018640684, [468, -115]
2023-09-24_04:54:00.018739312, [703, -196]
2023-09-24_04:54:00.018837940, [876, -301]
2023-09-24_04:54:00.018936568, [953, -296]
2023-09-24_04:54:00.019035196, [1095, -265]
2023-09-24_04:54:00.019133824, [1222, -259]
2023-09-24_04:54:00.019232452, [1179, -325]
2023-09-24_04:54:00.019331080, [1031, -332]
2023-09-24_04:54:00.019429708, [1001, -261]
2023-09-24_04:54:00.019528336, [1062, -213]
2023-09-24_04:54:00.019626964, [1044, -132]
2023-09-24_04:54:00.019725592, [1016, -147]
2023-09-24_04:54:00.019824220, [813, -240]
2023-09-24_04:54:00.019922847, [674, -347]
2023-09-24_04:54:00.020021475, [489, -392]
2023-09-24_04:54:00.020120103, [266, -413]
2023-09-24_04:54:00.020218731, [298, -412]
2023-09-24_04:54:00.020317359, [137, -337]
2023-09-24_04:54:00.020415987, [-179, -236]
2023-09-24_04:54:00.020514615, [-379, -233]
2023-09-24_04:54:00.020613243, [-437, -137]
2023-09-24_04:54:00.020711871, [-693, 51]
2023-09-24_04:54:00.020810499, [-1012, 97]
2023-09-24_04:54:00.020909127, [-1082, -46]
2023-09-24_04:54:00.021007755, [-1149, -154]
2023-09-24_04:54:00.021106383, [-1377, -134]
2023-09-24_04:54:00.021205011, [-1695, -68]
2023-09-24_04:54:00.021303639, [-1765, -12]
2023-09-24_04:54:00.021402267, [-1686, -6]
2023-09-24_04:54:00.021500895, [-1544, -140]
2023-09-24_04:54:00.021599523, [-1390, -268]
2023-09-24_04:54:00.021698151, [-1458, -294]
2023-09-24_04:54:00.021796779, [-1691, -222]
2023-09-24_04:54:00.021895407, [-1962, -12]
2023-09-24_04:54:00.021994035, [-1941, -54]
2023-09-24_04:54:00.022092663, [-1916, -42]
2023-09-24_04:54:00.022191291, [-1996, 76]
2023-09-24_04:54:00.022289919, [-2080, 107]
2023-09-24_04:54:00.022388546, [-2217, 187]
2023-09-24_04:54:00.022487174, [-2248, 60]
2023-09-24_04:54:00.022585802, [-2120, -100]
2023-09-24_04:54:00.022684430, [-2142, -122]
2023-09-24_04:54:00.022783058, [-2142, -47]
2023-09-24_04:54:00.022881686, [-2104, -75]
2023-09-24_04:54:00.022980314, [-2334, -39]
2023-09-24_04:54:00.023078942, [-2371, 85]
2023-09-24_04:54:00.023177570, [-2123, 197]
2023-09-24_04:54:00.023276198, [-1998, 233]
2023-09-24_04:54:00.023374826, [-1973, 284]
2023-09-24_04:54:00.023473454, [-2056, 235]
2023-09-24_04:54:00.023572082, [-2040, 6]
2023-09-24_04:54:00.023670710, [-1793, -183]
2023-09-24_04:54:00.023769338, [-1711, -32]
2023-09-24_04:54:00.023867966, [-1598, 154]
2023-09-24_04:54:00.023966594, [-1469, 53]
2023-09-24_04:54:00.024065222, [-1584, 86]
2023-09-24_04:54:00.024163850, [-1674, 232]
2023-09-24_04:54:00.024262478, [-1739, 167]
2023-09-24_04:54:00.024361106, [-1839, 74]
2023-09-24_04:54:00.024459734, [-1888, 65]
2023-09-24_04:54:00.024558362, [-1900, 145]
2023-09-24_04:54:00.024656990, [-1866, 116]
2023-09-24_04:54:00.024755618, [-1834, 82]
2023-09-24_04:54:00.024854245, [-1702, -28]
2023-09-24_04:54:00.024952873, [-1512, 15]
2023-09-24_04:54:00.025051501, [-1439, 268]
2023-09-24_04:54:00.025150129, [-1525, 284]
2023-09-24_04:54:00.025248757, [-1487, 136]
2023-09-24_04:54:00.025347385, [-1473, 22]
2023-09-24_04:54:00.025446013, [-1606, 103]
2023-09-24_04:54:00.025544641, [-1527, 80]
2023-09-24_04:54:00.025643269, [-1396, 95]
2023-09-24_04:54:00.025741897, [-1146, 167]
2023-09-24_04:54:00.025840525, [-994, 35]
2023-09-24_04:54:00.025939153, [-1018, -156]
2023-09-24_04:54:00.026037781, [-913, -111]
2023-09-24_04:54:00.026136409, [-658, 31]
2023-09-24_04:54:00.026235037, [-344, 84]
2023-09-24_04:54:00.026333665, [-61, 51]
2023-09-24_04:54:00.026432293, [153, 56]
2023-09-24_04:54:00.026530921, [336, 176]
2023-09-24_04:54:00.026629549, [615, 121]
2023-09-24_04:54:00.026728177, [828, 123]
2023-09-24_04:54:00.026826805, [1004, 246]
2023-09-24_04:54:00.026925433, [1235, 322]
2023-09-24_04:54:00.027024061, [1362, 381]
2023-09-24_04:54:00.027122689, [1560, 289]
2023-09-24_04:54:00.027221317, [1865, 134]
2023-09-24_04:54:00.027319944, [2072, 32]
2023-09-24_04:54:00.027418572, [2308, -2]
2023-09-24_04:54:00.027517200, [2512, -16]
2023-09-24_04:54:00.027615828, [2677, -29]
2023-09-24_04:54:00.027714456, [2811, -85]
2023-09-24_04:54:00.027813084, [2927, 53]
2023-09-24_04:54:00.027911712, [3078, 54]
2023-09-24_04:54:00.028010340, [3192, -92]
2023-09-24_04:54:00.028108968, [3368, 23]
2023-09-24_04:54:00.028207596, [3411, -22]
2023-09-24_04:54:00.028306224, [3421, -138]
2023-09-24_04:54:00.028404852, [3590, -30]
2023-09-24_04:54:00.028503480, [3683, 111]
2023-09-24_04:54:00.028602108, [3624, 145]
2023-09-24_04:54:00.028700736, [3631, -51]
2023-09-24_04:54:00.028799364, [3768, -155]
2023-09-24_04:54:00.028897992, [4022, -72]
2023-09-24_04:54:00.028996620, [4076, -22]
2023-09-24_04:54:00.029095248, [3979, 125]
2023-09-24_04:54:00.029193876, [3932, 328]
2023-09-24_04:54:00.029292504, [3922, 158]
2023-09-24_04:54:00.029391132, [3881, -93]
2023-09-24_04:54:00.029489760, [3805, -44]
2023-09-24_04:54:00.029588388, [3754, -14]
2023-09-24_04:54:00.029687016, [3731, -77]
2023-09-24_04:54:00.029785643, [3642, -27]
2023-09-24_04:54:00.029884271, [3359, 68]
2023-09-24_04:54:00.029982899, [3259, 119]
2023-09-24_04:54:00.030081527, [3254, 71]
2023-09-24_04:54:00.030180155, [2958, -75]
2023-09-24_04:54:00.030278783, [2583, -63]
2023-09-24_04:54:00.030377411, [2420, 60]
2023-09-24_04:54:00.030476039, [2226, -4]
2023-09-24_04:54:00.030574667, [1922, -102]
2023-09-24_04:54:00.030673295, [1666, -57]
2023-09-24_04:54:00.030771923, [1533, 18]
2023-09-24_04:54:00.030870551, [1382, 202]
2023-09-24_04:54:00.030969179, [1061, 123]
2023-09-24_04:54:00.031067807, [769, -144]
2023-09-24_04:54:00.031166435, [525, -279]
2023-09-24_04:54:00.031265063, [353, -376]
2023-09-24_04:54:00.031363691, [302, -252]
2023-09-24_04:54:00.031462319, [262, -157]
2023-09-24_04:54:00.031560947, [254, -172]
2023-09-24_04:54:00.031659575, [96, -253]
2023-09-24_04:54:00.031758203, [-158, -313]
2023-09-24_04:54:00.031856831, [-345, -251]
2023-09-24_04:54:00.031955459, [-489, -248]
2023-09-24_04:54:00.032054087, [-679, -371]
2023-09-24_04:54:00.032152715, [-817, -321]
2023-09-24_04:54:00.032251342, [-693, -171]
2023-09-24_04:54:00.032349970, [-516, -146]
2023-09-24_04:54:00.032448598, [-627, -195]
2023-09-24_04:54:00.032547226, [-892, -174]
2023-09-24_04:54:00.032645854, [-929, -206]
2023-09-24_04:54:00.032744482, [-983, -373]
2023-09-24_04:54:00.032843110, [-1107, -451]
2023-09-24_04:54:00.032941738, [-1114, -417]
2023-09-24_04:54:00.033040366, [-1218, -339]
2023-09-24_04:54:00.033138994, [-1399, -352]
2023-09-24_04:54:00.033237622, [-1482, -290]
2023-09-24_04:54:00.033336250, [-1563, -268]
2023-09-24_04:54:00.033434878, [-1626, -402]
2023-09-24_04:54:00.033533506, [-1801, -372]
2023-09-24_04:54:00.033632134, [-1960, -366]
2023-09-24_04:54:00.033730762, [-2031, -281]
2023-09-24_04:54:00.033829390, [-2066, -242]
2023-09-24_04:54:00.033928018, [-1999, -373]
2023-09-24_04:54:00.034026646, [-2020, -369]
2023-09-24_04:54:00.034125274, [-2090, -260]
2023-09-24_04:54:00.034223902, [-2266, -180]
2023-09-24_04:54:00.034322530, [-2276, -190]
2023-09-24_04:54:00.034421158, [-2092, -211]
2023-09-24_04:54:00.034519786, [-2195, -259]
2023-09-24_04:54:00.034618414, [-2470, -269]
2023-09-24_04:54:00.034717041, [-2625, -202]
2023-09-24_04:54:00.034815669, [-2750, -161]
2023-09-24_04:54:00.034914297, [-2702, -185]
2023-09-24_04:54:00.035012925, [-2649, -351]
2023-09-24_04:54:00.035111553, [-2716, -525]
2023-09-24_04:54:00.035210181, [-2689, -518]
2023-09-24_04:54:00.035308809, [-2817, -528]
2023-09-24_04:54:00.035407437, [-2948, -601]
2023-09-24_04:54:00.035506065, [-2959, -520]
2023-09-24_04:54:00.035604693, [-2919, -384]
2023-09-24_04:54:00.035703321, [-2948, -229]
2023-09-24_04:54:00.035801949, [-2901, -258]
2023-09-24_04:54:00.035900577, [-2942, -308]
2023-09-24_04:54:00.035999205, [-2899, -250]
2023-09-24_04:54:00.036097833, [-2715, -174]
2023-09-24_04:54:00.036196461, [-2661, -149]
2023-09-24_04:54:00.036295089, [-2384, -104]
2023-09-24_04:54:00.036393717, [-2218, -192]
2023-09-24_04:54:00.036492345, [-2385, -260]
2023-09-24_04:54:00.036590973, [-2365, -129]
2023-09-24_04:54:00.036689601, [-2022, -121]
2023-09-24_04:54:00.036788229, [-1756, -242]
2023-09-24_04:54:00.036886857, [-1613, -270]
2023-09-24_04:54:00.036985485, [-1347, -122]
2023-09-24_04:54:00.037084113, [-1137, 36]
2023-09-24_04:54:00.037182740, [-1044, 63]
2023-09-24_04:54:00.037281368, [-1103, -19]
2023-09-24_04:54:00.037379996, [-1087, -60]
2023-09-24_04:54:00.037478624, [-873, -139]
2023-09-24_04:54:00.037577252, [-707, -169]
2023-09-24_04:54:00.037675880, [-457, -106]
2023-09-24_04:54:00.037774508, [-280, -46]
2023-09-24_04:54:00.037873136, [-79, -226]
2023-09-24_04:54:00.037971764, [285, -373]
2023-09-24_04:54:00.038070392, [537, -202]
2023-09-24_04:54:00.038169020, [572, -47]
2023-09-24_04:54:00.038267648, [515, 54]
2023-09-24_04:54:00.038366276, [645, -1]
2023-09-24_04:54:00.038464904, [878, 27]
2023-09-24_04:54:00.038563532, [946, 60]
2023-09-24_04:54:00.038662160, [1021, 14]
2023-09-24_04:54:00.038760788, [1089, -10]
2023-09-24_04:54:00.038859416, [1123, -56]
2023-09-24_04:54:00.038958044, [1157, -142]
2023-09-24_04:54:00.039056672, [1103, -161]
2023-09-24_04:54:00.039155300, [1080, -94]
2023-09-24_04:54:00.039253928, [1033, -106]
2023-09-24_04:54:00.039352556, [999, -154]
2023-09-24_04:54:00.039451184, [1047, -127]
2023-09-24_04:54:00.039549812, [972, -130]
2023-09-24_04:54:00.039648440, [814, -148]
2023-09-24_04:54:00.039747067, [805, 31]
2023-09-24_04:54:00.039845695, [838, 33]
2023-09-24_04:54:00.039944323, [686, -77]
2023-09-24_04:54:00.040042951, [219, 56]
2023-09-24_04:54:00.040141579, [-84, 139]
2023-09-24_04:54:00.040240207, [-243, 155]
2023-09-24_04:54:00.040338835, [-602, 52]
2023-09-24_04:54:00.040437463, [-896, -101]
2023-09-24_04:54:00.040536091, [-1197, 12]
2023-09-24_04:54:00.040634719, [-1458, 117]
2023-09-24_04:54:00.040733347, [-1667, 66]
2023-09-24_04:54:00.040831975, [-1953, 52]
2023-09-24_04:54:00.040930603, [-2175, -55]
2023-09-24_04:54:00.041029231, [-2536, -125]
2023-09-24_04:54:00.041127859, [-2874, -147]
2023-09-24_04:54:00.041226487, [-2931, -233]
2023-09-24_04:54:00.041325115, [-3062, -287]
2023-09-24_04:54:00.041423743, [-3370, -121]
2023-09-24_04:54:00.041522371, [-3601, 18]
2023-09-24_04:54:00.041620999, [-3675, -23]
2023-09-24_04:54:00.041719627, [-3766, -157]
2023-09-24_04:54:00.041818255, [-3956, -273]
2023-09-24_04:54:00.041916883, [-4081, -259]
2023-09-24_04:54:00.042015511, [-4102, -159]
2023-09-24_04:54:00.042114139, [-4171, -171]
2023-09-24_04:54:00.042212766, [-4181, -81]
2023-09-24_04:54:00.042311394, [-4148, -57]
2023-09-24_04:54:00.042410022, [-4089, -87]
2023-09-24_04:54:00.042508650, [-3977, -46]
2023-09-24_04:54:00.042607278, [-3920, -220]
2023-09-24_04:54:00.042705906, [-3942, -261]
2023-09-24_04:54:00.042804534, [-4018, -230]
2023-09-24_04:54:00.042903162, [-4136, -273]
2023-09-24_04:54:00.043001790, [-4276, -258]
2023-09-24_04:54:00.043100418, [-4505, -309]
2023-09-24_04:54:00.043199046, [-4667, -259]
2023-09-24_04:54:00.043297674, [-4593, -245]
2023-09-24_04:54:00.043396302, [-4512, -287]
2023-09-24_04:54:00.043494930, [-4491, -311]
2023-09-24_04:54:00.043593558, [-4602, -300]
2023-09-24_04:54:00.043692186, [-4801, -296]
2023-09-24_04:54:00.043790814, [-4888, -374]
2023-09-24_04:54:00.043889442, [-4888, -338]
2023-09-24_04:54:00.043988070, [-4918, -167]
2023-09-24_04:54:00.044086698, [-4961, -27]
2023-09-24_04:54:00.044185326, [-4890, -153]
2023-09-24_04:54:00.044283954, [-4858, -267]
2023-09-24_04:54:00.044382582, [-5007, -214]
2023-09-24_04:54:00.044481210, [-4962, -205]
2023-09-24_04:54:00.044579838, [-4706, -350]
2023-09-24_04:54:00.044678465, [-4650, -510]
2023-09-24_04:54:00.044777093, [-4879, -369]
2023-09-24_04:54:00.044875721, [-5032, -360]
2023-09-24_04:54:00.044974349, [-5117, -394]
2023-09-24_04:54:00.045072977, [-5212, -167]
2023-09-24_04:54:00.045171605, [-5193, -61]
2023-09-24_04:54:00.045270233, [-5159, -138]
2023-09-24_04:54:00.045368861, [-5220, -209]
2023-09-24_04:54:00.045467489, [-5113, -205]
2023-09-24_04:54:00.045566117, [-5011, -126]
2023-09-24_04:54:00.045664745, [-5093, -85]
2023-09-24_04:54:00.045763373, [-5100, -94]
2023-09-24_04:54:00.045862001, [-5078, -60]
2023-09-24_04:54:00.045960629, [-4944, 45]
2023-09-24_04:54:00.046059257, [-4744, -29]
2023-09-24_04:54:00.046157885, [-4653, -153]
2023-09-24_04:54:00.046256513, [-4533, -205]
2023-09-24_04:54:00.046355141, [-4320, -204]
2023-09-24_04:54:00.046453769, [-3958, -164]
2023-09-24_04:54:00.046552397, [-3672, -230]
2023-09-24_04:54:00.046651025, [-3563, -229]
2023-09-24_04:54:00.046749653, [-3492, -78]
2023-09-24_04:54:00.046848281, [-3425, -44]
2023-09-24_04:54:00.046946909, [-3203, -100]
2023-09-24_04:54:00.047045537, [-2768, -6]
2023-09-24_04:54:00.047144164, [-2311, 11]
2023-09-24_04:54:00.047242792, [-2143, -111]
2023-09-24_04:54:00.047341420, [-1946, -129]
2023-09-24_04:54:00.047440048, [-1657, -38]
2023-09-24_04:54:00.047538676, [-1444, -86]
2023-09-24_04:54:00.047637304, [-1300, -209]
2023-09-24_04:54:00.047735932, [-1170, -277]
2023-09-24_04:54:00.047834560, [-947, -255]
2023-09-24_04:54:00.047933188, [-648, -187]
2023-09-24_04:54:00.048031816, [-472, -194]
2023-09-24_04:54:00.048130444, [-280, -124]
2023-09-24_04:54:00.048229072, [-26, -161]
2023-09-24_04:54:00.048327700, [34, -295]
2023-09-24_04:54:00.048426328, [135, -296]
2023-09-24_04:54:00.048524956, [267, -330]
2023-09-24_04:54:00.048623584, [193, -262]
2023-09-24_04:54:00.048722212, [227, -133]
2023-09-24_04:54:00.048820840, [368, -44]
2023-09-24_04:54:00.048919468, [522, -1]
2023-09-24_04:54:00.049018096, [655, -38]
2023-09-24_04:54:00.049116724, [676, -7]
2023-09-24_04:54:00.049215352, [743, 22]
2023-09-24_04:54:00.049313980, [645, -11]
2023-09-24_04:54:00.049412608, [530, -41]
2023-09-24_04:54:00.049511236, [486, -16]
2023-09-24_04:54:00.049609863, [398, -103]
2023-09-24_04:54:00.049708491, [170, -75]
2023-09-24_04:54:00.049807119, [-90, -17]
2023-09-24_04:54:00.049905747, [-181, -59]
2023-09-24_04:54:00.050004375, [-212, -6]
2023-09-24_04:54:00.050103003, [-363, 81]
2023-09-24_04:54:00.050201631, [-526, 19]
2023-09-24_04:54:00.050300259, [-677, -107]
2023-09-24_04:54:00.050398887, [-755, -166]
2023-09-24_04:54:00.050497515, [-1016, -149]
2023-09-24_04:54:00.050596143, [-1493, -185]
2023-09-24_04:54:00.050694771, [-1669, -325]
2023-09-24_04:54:00.050793399, [-1614, -389]
2023-09-24_04:54:00.050892027, [-1798, -368]
2023-09-24_04:54:00.050990655, [-2134, -389]
2023-09-24_04:54:00.051089283, [-2255, -345]
2023-09-24_04:54:00.051187911, [-2150, -230]
2023-09-24_04:54:00.051286539, [-1984, -193]
2023-09-24_04:54:00.051385167, [-1971, -199]
2023-09-24_04:54:00.051483795, [-2111, -277]
2023-09-24_04:54:00.051582423, [-2426, -260]
2023-09-24_04:54:00.051681051, [-2711, -171]
2023-09-24_04:54:00.051779679, [-2904, -40]
2023-09-24_04:54:00.051878307, [-3055, -38]
2023-09-24_04:54:00.051976935, [-3103, -215]
2023-09-24_04:54:00.052075562, [-3226, -356]
2023-09-24_04:54:00.052174190, [-3377, -393]
2023-09-24_04:54:00.052272818, [-3397, -312]
2023-09-24_04:54:00.052371446, [-3364, -244]
2023-09-24_04:54:00.052470074, [-3442, -263]
2023-09-24_04:54:00.052568702, [-3515, -173]
2023-09-24_04:54:00.052667330, [-3465, -209]
2023-09-24_04:54:00.052765958, [-3509, -188]
2023-09-24_04:54:00.052864586, [-3701, -119]
2023-09-24_04:54:00.052963214, [-3732, -101]
2023-09-24_04:54:00.053061842, [-3491, -1]
2023-09-24_04:54:00.053160470, [-3443, -95]
2023-09-24_04:54:00.053259098, [-3512, -40]
2023-09-24_04:54:00.053357726, [-3566, -4]
2023-09-24_04:54:00.053456354, [-3509, -176]
2023-09-24_04:54:00.053554982, [-3251, -229]
