"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-304U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1031, 33]
2023-09-24_04:54:00.041325115, [-260, 82]
2023-09-24_04:54:00.041423743, [-662, 41]
2023-09-24_04:54:00.041522371, [-783, -46]
2023-09-24_04:54:00.041620999, [-443, -93]
2023-09-24_04:54:00.041719627, [-42, -104]
2023-09-24_04:54:00.041818255, [13, 4]
2023-09-24_04:54:00.041916883, [96, 20]
2023-09-24_04:54:00.042015511, [161, 26]
2023-09-24_04:54:00.042114139, [-147, 37]
2023-09-24_04:54:00.042212766, [-166, -61]
2023-09-24_04:54:00.042311394, [-56, -133]
2023-09-24_04:54:00.042410022, [-415, -75]
2023-09-24_04:54:00.042508650, [-770, 43]
2023-09-24_04:54:00.042607278, [-1208, 80]
2023-09-24_04:54:00.042705906, [-1217, 45]
2023-09-24_04:54:00.042804534, [-1138, 110]
2023-09-24_04:54:00.042903162, [-1222, 72]
2023-09-24_04:54:00.043001790, [-242, 64]
2023-09-24_04:54:00.043100418, [936, -4]
2023-09-24_04:54:00.043199046, [1031, -205]
2023-09-24_04:54:00.043297674, [217, -285]
2023-09-24_04:54:00.043396302, [-747, -176]
2023-09-24_04:54:00.043494930, [-865, 24]
2023-09-24_04:54:00.043593558, [-615, -7]
2023-09-24_04:54:00.043692186, [-812, -141]
2023-09-24_04:54:00.043790814, [-1101, -64]
2023-09-24_04:54:00.043889442, [-1231, -171]
2023-09-24_04:54:00.043988070, [-1319, -59]
2023-09-24_04:54:00.044086698, [-1291, 137]
2023-09-24_04:54:00.044185326, [-691, 108]
2023-09-24_04:54:00.044283954, [17, 29]
2023-09-24_04:54:00.044382582, [183, 63]
2023-09-24_04:54:00.044481210, [40, 171]
2023-09-24_04:54:00.044579838, [-654, 174]
2023-09-24_04:54:00.044678465, [-1439, 88]
2023-09-24_04:54:00.044777093, [-1952, -65]
2023-09-24_04:54:00.044875721, [-1976, -85]
2023-09-24_04:54:00.044974349, [-1340, -70]
2023-09-24_04:54:00.045072977, [-556, 53]
2023-09-24_04:54:00.045171605, [-33, 112]
2023-09-24_04:54:00.045270233, [10, 37]
2023-09-24_04:54:00.045368861, [-476, -42]
2023-09-24_04:54:00.045467489, [-671, 38]
2023-09-24_04:54:00.045566117, [-180, 97]
2023-09-24_04:54:00.045664745, [-193, 120]
2023-09-24_04:54:00.045763373, [-1179, 210]
2023-09-24_04:54:00.045862001, [-2046, 171]
2023-09-24_04:54:00.045960629, [-1843, 108]
2023-09-24_04:54:00.046059257, [-1118, 121]
2023-09-24_04:54:00.046157885, [-264, 35]
2023-09-24_04:54:00.046256513, [26, -26]
2023-09-24_04:54:00.046355141, [-492, 99]
2023-09-24_04:54:00.046453769, [-1120, 333]
2023-09-24_04:54:00.046552397, [-1633, 266]
2023-09-24_04:54:00.046651025, [-1425, -83]
2023-09-24_04:54:00.046749653, [-632, -163]
2023-09-24_04:54:00.046848281, [-534, 19]
2023-09-24_04:54:00.046946909, [-1037, 248]
2023-09-24_04:54:00.047045537, [-1335, 175]
2023-09-24_04:54:00.047144164, [-1343, -123]
2023-09-24_04:54:00.047242792, [-1014, -228]
2023-09-24_04:54:00.047341420, [-606, -200]
2023-09-24_04:54:00.047440048, [-388, -211]
2023-09-24_04:54:00.047538676, [-234, -211]
2023-09-24_04:54:00.047637304, [-227, -227]
2023-09-24_04:54:00.047735932, [-188, -74]
2023-09-24_04:54:00.047834560, [-435, 57]
2023-09-24_04:54:00.047933188, [-1053, 28]
2023-09-24_04:54:00.048031816, [-1621, 20]
2023-09-24_04:54:00.048130444, [-1303, 56]
2023-09-24_04:54:00.048229072, [-316, -51]
2023-09-24_04:54:00.048327700, [327, -186]
2023-09-24_04:54:00.048426328, [803, -143]
2023-09-24_04:54:00.048524956, [973, -226]
2023-09-24_04:54:00.048623584, [724, -412]
2023-09-24_04:54:00.048722212, [385, -346]
2023-09-24_04:54:00.048820840, [-249, -397]
2023-09-24_04:54:00.048919468, [-1138, -536]
2023-09-24_04:54:00.049018096, [-900, -372]
2023-09-24_04:54:00.049116724, [-93, -267]
2023-09-24_04:54:00.049215352, [-41, -318]
2023-09-24_04:54:00.049313980, [-129, -381]
2023-09-24_04:54:00.049412608, [-23, -485]
2023-09-24_04:54:00.049511236, [383, -455]
2023-09-24_04:54:00.049609863, [584, -486]
2023-09-24_04:54:00.049708491, [233, -596]
2023-09-24_04:54:00.049807119, [326, -482]
2023-09-24_04:54:00.049905747, [533, -468]
2023-09-24_04:54:00.050004375, [22, -579]
2023-09-24_04:54:00.050103003, [-324, -420]
2023-09-24_04:54:00.050201631, [-437, -249]
2023-09-24_04:54:00.050300259, [-795, -214]
2023-09-24_04:54:00.050398887, [-618, -282]
2023-09-24_04:54:00.050497515, [-91, -380]
2023-09-24_04:54:00.050596143, [-154, -361]
2023-09-24_04:54:00.050694771, [-395, -369]
2023-09-24_04:54:00.050793399, [-14, -490]
2023-09-24_04:54:00.050892027, [608, -502]
2023-09-24_04:54:00.050990655, [934, -466]
2023-09-24_04:54:00.051089283, [503, -622]
2023-09-24_04:54:00.051187911, [-575, -704]
2023-09-24_04:54:00.051286539, [-1085, -640]
2023-09-24_04:54:00.051385167, [-1310, -646]
2023-09-24_04:54:00.051483795, [-796, -697]
2023-09-24_04:54:00.051582423, [58, -597]
2023-09-24_04:54:00.051681051, [-26, -490]
2023-09-24_04:54:00.051779679, [-184, -680]
2023-09-24_04:54:00.051878307, [-327, -611]
2023-09-24_04:54:00.051976935, [-761, -419]
2023-09-24_04:54:00.052075562, [-611, -453]
2023-09-24_04:54:00.052174190, [169, -543]
2023-09-24_04:54:00.052272818, [413, -671]
2023-09-24_04:54:00.052371446, [-259, -575]
2023-09-24_04:54:00.052470074, [-1177, -457]
2023-09-24_04:54:00.052568702, [-1569, -513]
2023-09-24_04:54:00.052667330, [-1481, -437]
2023-09-24_04:54:00.052765958, [-954, -458]
2023-09-24_04:54:00.052864586, [-260, -401]
2023-09-24_04:54:00.052963214, [152, -280]
2023-09-24_04:54:00.053061842, [59, -304]
2023-09-24_04:54:00.053160470, [-414, -263]
2023-09-24_04:54:00.053259098, [-268, -52]
2023-09-24_04:54:00.053357726, [-23, 65]
2023-09-24_04:54:00.053456354, [-155, 83]
2023-09-24_04:54:00.053554982, [56, -19]
2023-09-24_04:54:00.053653610, [-327, -129]
2023-09-24_04:54:00.053752238, [-868, -150]
2023-09-24_04:54:00.053850866, [-1137, -271]
2023-09-24_04:54:00.053949494, [-1186, -337]
2023-09-24_04:54:00.054048122, [-932, -354]
2023-09-24_04:54:00.054146750, [-693, -148]
2023-09-24_04:54:00.054245378, [-393, 31]
2023-09-24_04:54:00.054344006, [-582, -128]
2023-09-24_04:54:00.054442634, [-924, -143]
2023-09-24_04:54:00.054541261, [-681, 81]
2023-09-24_04:54:00.054639889, [-104, 114]
2023-09-24_04:54:00.054738517, [197, 195]
2023-09-24_04:54:00.054837145, [-49, 182]
2023-09-24_04:54:00.054935773, [-147, 144]
