"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-319U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [3446, 377]
2023-09-24_04:54:00.003945118, [-321, 80]
2023-09-24_04:54:00.004043746, [-1456, 63]
2023-09-24_04:54:00.004142374, [-2173, 92]
2023-09-24_04:54:00.004241002, [-2117, 67]
2023-09-24_04:54:00.004339630, [-1105, -57]
2023-09-24_04:54:00.004438258, [-221, -212]
2023-09-24_04:54:00.004536886, [-497, -318]
2023-09-24_04:54:00.004635514, [-779, -264]
2023-09-24_04:54:00.004734142, [-490, -259]
2023-09-24_04:54:00.004832770, [-138, -145]
2023-09-24_04:54:00.004931398, [-718, -23]
2023-09-24_04:54:00.005030025, [-2137, -178]
2023-09-24_04:54:00.005128653, [-2566, -188]
2023-09-24_04:54:00.005227281, [-1949, -83]
2023-09-24_04:54:00.005325909, [-922, -25]
2023-09-24_04:54:00.005424537, [-658, -274]
2023-09-24_04:54:00.005523165, [-1257, -437]
2023-09-24_04:54:00.005621793, [-1486, -235]
2023-09-24_04:54:00.005720421, [-1702, -106]
2023-09-24_04:54:00.005819049, [-1863, -322]
2023-09-24_04:54:00.005917677, [-1772, -462]
2023-09-24_04:54:00.006016305, [-1372, -241]
2023-09-24_04:54:00.006114933, [-829, -167]
2023-09-24_04:54:00.006213561, [-730, -256]
2023-09-24_04:54:00.006312189, [-1269, -327]
2023-09-24_04:54:00.006410817, [-1564, -326]
2023-09-24_04:54:00.006509445, [-1368, -184]
2023-09-24_04:54:00.006608073, [-1294, -255]
2023-09-24_04:54:00.006706701, [-1554, -495]
2023-09-24_04:54:00.006805329, [-1622, -467]
2023-09-24_04:54:00.006903957, [-1069, -308]
2023-09-24_04:54:00.007002585, [-850, -186]
2023-09-24_04:54:00.007101213, [-1297, -155]
2023-09-24_04:54:00.007199841, [-1371, -273]
2023-09-24_04:54:00.007298469, [-987, -354]
2023-09-24_04:54:00.007397097, [-764, -203]
2023-09-24_04:54:00.007495724, [-498, -127]
2023-09-24_04:54:00.007594352, [101, -146]
2023-09-24_04:54:00.007692980, [148, -140]
2023-09-24_04:54:00.007791608, [-483, -144]
2023-09-24_04:54:00.007890236, [-1117, 112]
2023-09-24_04:54:00.007988864, [-1464, 46]
2023-09-24_04:54:00.008087492, [-1340, -371]
2023-09-24_04:54:00.008186120, [-982, -441]
2023-09-24_04:54:00.008284748, [-529, -350]
2023-09-24_04:54:00.008383376, [-280, -291]
2023-09-24_04:54:00.008482004, [-135, -222]
2023-09-24_04:54:00.008580632, [28, -127]
2023-09-24_04:54:00.008679260, [-212, -116]
2023-09-24_04:54:00.008777888, [-287, -171]
2023-09-24_04:54:00.008876516, [15, -313]
2023-09-24_04:54:00.008975144, [-326, -388]
2023-09-24_04:54:00.009073772, [-1093, -262]
2023-09-24_04:54:00.009172400, [-1474, -183]
2023-09-24_04:54:00.009271028, [-1152, -87]
2023-09-24_04:54:00.009369656, [-1119, -100]
2023-09-24_04:54:00.009468284, [-1837, -221]
2023-09-24_04:54:00.009566912, [-2300, -205]
2023-09-24_04:54:00.009665540, [-1942, -183]
2023-09-24_04:54:00.009764168, [-1116, -231]
2023-09-24_04:54:00.009862796, [-655, -267]
2023-09-24_04:54:00.009961423, [-534, -339]
2023-09-24_04:54:00.010060051, [-508, -434]
2023-09-24_04:54:00.010158679, [-1078, -485]
2023-09-24_04:54:00.010257307, [-1786, -403]
2023-09-24_04:54:00.010355935, [-2404, -320]
2023-09-24_04:54:00.010454563, [-2949, -320]
2023-09-24_04:54:00.010553191, [-3323, -360]
2023-09-24_04:54:00.010651819, [-3611, -312]
2023-09-24_04:54:00.010750447, [-3411, -234]
2023-09-24_04:54:00.010849075, [-2843, -173]
2023-09-24_04:54:00.010947703, [-2969, -162]
2023-09-24_04:54:00.011046331, [-2986, -193]
2023-09-24_04:54:00.011144959, [-2943, -181]
2023-09-24_04:54:00.011243587, [-3153, -70]
2023-09-24_04:54:00.011342215, [-3168, 42]
2023-09-24_04:54:00.011440843, [-3862, -109]
2023-09-24_04:54:00.011539471, [-5063, -279]
2023-09-24_04:54:00.011638099, [-5707, -334]
2023-09-24_04:54:00.011736727, [-5245, -328]
2023-09-24_04:54:00.011835355, [-4139, -305]
2023-09-24_04:54:00.011933983, [-3485, -402]
2023-09-24_04:54:00.012032611, [-3779, -340]
2023-09-24_04:54:00.012131239, [-4305, -304]
2023-09-24_04:54:00.012229867, [-4094, -399]
2023-09-24_04:54:00.012328495, [-3233, -463]
2023-09-24_04:54:00.012427122, [-3608, -304]
2023-09-24_04:54:00.012525750, [-4630, -307]
2023-09-24_04:54:00.012624378, [-4702, -424]
2023-09-24_04:54:00.012723006, [-4711, -340]
2023-09-24_04:54:00.012821634, [-5008, -165]
2023-09-24_04:54:00.012920262, [-5139, -229]
2023-09-24_04:54:00.013018890, [-4644, -381]
2023-09-24_04:54:00.013117518, [-4060, -445]
2023-09-24_04:54:00.013216146, [-3896, -428]
2023-09-24_04:54:00.013314774, [-3696, -396]
2023-09-24_04:54:00.013413402, [-3517, -358]
2023-09-24_04:54:00.013512030, [-4102, -387]
2023-09-24_04:54:00.013610658, [-4115, -294]
2023-09-24_04:54:00.013709286, [-4093, -169]
2023-09-24_04:54:00.013807914, [-4842, -166]
2023-09-24_04:54:00.013906542, [-4539, -208]
2023-09-24_04:54:00.014005170, [-3707, -234]
2023-09-24_04:54:00.014103798, [-3520, -30]
2023-09-24_04:54:00.014202426, [-3878, 198]
2023-09-24_04:54:00.014301054, [-3973, 166]
2023-09-24_04:54:00.014399682, [-3762, 277]
2023-09-24_04:54:00.014498310, [-3875, 279]
2023-09-24_04:54:00.014596938, [-3695, 55]
2023-09-24_04:54:00.014695566, [-2749, -89]
2023-09-24_04:54:00.014794194, [-2042, -192]
2023-09-24_04:54:00.014892821, [-2209, -67]
2023-09-24_04:54:00.014991449, [-2874, 221]
2023-09-24_04:54:00.015090077, [-3855, 302]
2023-09-24_04:54:00.015188705, [-4665, 168]
2023-09-24_04:54:00.015287333, [-4650, 216]
2023-09-24_04:54:00.015385961, [-3242, 251]
2023-09-24_04:54:00.015484589, [-1802, 215]
2023-09-24_04:54:00.015583217, [-1378, 192]
2023-09-24_04:54:00.015681845, [-1269, 143]
2023-09-24_04:54:00.015780473, [-992, 38]
2023-09-24_04:54:00.015879101, [-783, 157]
2023-09-24_04:54:00.015977729, [-727, 207]
2023-09-24_04:54:00.016076357, [-822, 11]
2023-09-24_04:54:00.016174985, [-1571, 70]
2023-09-24_04:54:00.016273613, [-2329, 110]
2023-09-24_04:54:00.016372241, [-2317, 132]
2023-09-24_04:54:00.016470869, [-1523, 137]
2023-09-24_04:54:00.016569497, [-490, -47]
2023-09-24_04:54:00.016668125, [188, 88]
2023-09-24_04:54:00.016766753, [546, 463]
2023-09-24_04:54:00.016865381, [1154, 556]
2023-09-24_04:54:00.016964009, [1733, 418]
2023-09-24_04:54:00.017062637, [1768, 286]
2023-09-24_04:54:00.017161265, [1475, 328]
2023-09-24_04:54:00.017259893, [1104, 477]
2023-09-24_04:54:00.017358520, [789, 374]
2023-09-24_04:54:00.017457148, [513, 196]
2023-09-24_04:54:00.017555776, [446, 197]
2023-09-24_04:54:00.017654404, [1210, 213]
2023-09-24_04:54:00.017753032, [2208, 302]
2023-09-24_04:54:00.017851660, [2333, 463]
2023-09-24_04:54:00.017950288, [1807, 400]
2023-09-24_04:54:00.018048916, [1797, 181]
2023-09-24_04:54:00.018147544, [2588, 149]
2023-09-24_04:54:00.018246172, [3479, 229]
2023-09-24_04:54:00.018344800, [4167, 175]
2023-09-24_04:54:00.018443428, [4320, 230]
2023-09-24_04:54:00.018542056, [3839, 321]
2023-09-24_04:54:00.018640684, [3142, 262]
2023-09-24_04:54:00.018739312, [2491, 248]
2023-09-24_04:54:00.018837940, [2142, 263]
2023-09-24_04:54:00.018936568, [2378, 258]
2023-09-24_04:54:00.019035196, [2894, 242]
2023-09-24_04:54:00.019133824, [3611, 254]
2023-09-24_04:54:00.019232452, [4335, 303]
2023-09-24_04:54:00.019331080, [4414, 373]
2023-09-24_04:54:00.019429708, [4186, 503]
2023-09-24_04:54:00.019528336, [3908, 498]
2023-09-24_04:54:00.019626964, [3226, 338]
2023-09-24_04:54:00.019725592, [3148, 144]
2023-09-24_04:54:00.019824220, [3429, 98]
2023-09-24_04:54:00.019922847, [2883, 83]
2023-09-24_04:54:00.020021475, [2104, 20]
2023-09-24_04:54:00.020120103, [1797, -31]
2023-09-24_04:54:00.020218731, [2513, 90]
2023-09-24_04:54:00.020317359, [3442, 94]
2023-09-24_04:54:00.020415987, [3757, -9]
2023-09-24_04:54:00.020514615, [3341, 273]
2023-09-24_04:54:00.020613243, [2284, 400]
2023-09-24_04:54:00.020711871, [1483, 287]
2023-09-24_04:54:00.020810499, [1644, 217]
2023-09-24_04:54:00.020909127, [2351, 123]
2023-09-24_04:54:00.021007755, [2541, 278]
2023-09-24_04:54:00.021106383, [2353, 322]
2023-09-24_04:54:00.021205011, [2053, 271]
2023-09-24_04:54:00.021303639, [1379, 287]
2023-09-24_04:54:00.021402267, [678, 209]
2023-09-24_04:54:00.021500895, [235, 62]
2023-09-24_04:54:00.021599523, [362, 46]
2023-09-24_04:54:00.021698151, [1089, 83]
2023-09-24_04:54:00.021796779, [1781, 213]
2023-09-24_04:54:00.021895407, [1992, 324]
2023-09-24_04:54:00.021994035, [2056, 112]
2023-09-24_04:54:00.022092663, [2214, 43]
2023-09-24_04:54:00.022191291, [1925, 193]
2023-09-24_04:54:00.022289919, [1066, 476]
2023-09-24_04:54:00.022388546, [424, 549]
2023-09-24_04:54:00.022487174, [747, 322]
2023-09-24_04:54:00.022585802, [927, 248]
2023-09-24_04:54:00.022684430, [698, 356]
2023-09-24_04:54:00.022783058, [768, 469]
2023-09-24_04:54:00.022881686, [914, 407]
2023-09-24_04:54:00.022980314, [1192, 385]
2023-09-24_04:54:00.023078942, [1277, 460]
2023-09-24_04:54:00.023177570, [1035, 397]
2023-09-24_04:54:00.023276198, [818, 288]
2023-09-24_04:54:00.023374826, [409, 152]
2023-09-24_04:54:00.023473454, [212, 134]
2023-09-24_04:54:00.023572082, [312, 176]
2023-09-24_04:54:00.023670710, [308, 190]
2023-09-24_04:54:00.023769338, [399, 219]
2023-09-24_04:54:00.023867966, [463, 227]
2023-09-24_04:54:00.023966594, [198, 182]
2023-09-24_04:54:00.024065222, [-140, 29]
2023-09-24_04:54:00.024163850, [-583, -45]
2023-09-24_04:54:00.024262478, [-456, 204]
2023-09-24_04:54:00.024361106, [522, 434]
2023-09-24_04:54:00.024459734, [1238, 224]
2023-09-24_04:54:00.024558362, [1097, -4]
2023-09-24_04:54:00.024656990, [686, -17]
2023-09-24_04:54:00.024755618, [-20, 14]
2023-09-24_04:54:00.024854245, [-893, -45]
2023-09-24_04:54:00.024952873, [-1254, -21]
2023-09-24_04:54:00.025051501, [-1231, 244]
2023-09-24_04:54:00.025150129, [-747, 169]
2023-09-24_04:54:00.025248757, [-108, -164]
2023-09-24_04:54:00.025347385, [143, -197]
2023-09-24_04:54:00.025446013, [177, -261]
2023-09-24_04:54:00.025544641, [-41, -321]
2023-09-24_04:54:00.025643269, [-455, -316]
2023-09-24_04:54:00.025741897, [-742, -284]
2023-09-24_04:54:00.025840525, [-744, -215]
2023-09-24_04:54:00.025939153, [-989, -232]
2023-09-24_04:54:00.026037781, [-1208, -214]
2023-09-24_04:54:00.026136409, [-664, -308]
2023-09-24_04:54:00.026235037, [-289, -357]
2023-09-24_04:54:00.026333665, [-541, -244]
2023-09-24_04:54:00.026432293, [-768, -142]
2023-09-24_04:54:00.026530921, [-661, -237]
2023-09-24_04:54:00.026629549, [-184, -150]
2023-09-24_04:54:00.026728177, [139, 0]
2023-09-24_04:54:00.026826805, [101, -183]
2023-09-24_04:54:00.026925433, [-230, -243]
2023-09-24_04:54:00.027024061, [-294, -113]
2023-09-24_04:54:00.027122689, [125, -26]
2023-09-24_04:54:00.027221317, [177, -50]
2023-09-24_04:54:00.027319944, [-21, -202]
2023-09-24_04:54:00.027418572, [148, -407]
2023-09-24_04:54:00.027517200, [717, -565]
2023-09-24_04:54:00.027615828, [625, -559]
2023-09-24_04:54:00.027714456, [-256, -344]
2023-09-24_04:54:00.027813084, [-458, -404]
2023-09-24_04:54:00.027911712, [37, -578]
2023-09-24_04:54:00.028010340, [384, -484]
2023-09-24_04:54:00.028108968, [872, -391]
2023-09-24_04:54:00.028207596, [1144, -365]
2023-09-24_04:54:00.028306224, [799, -241]
2023-09-24_04:54:00.028404852, [319, -27]
2023-09-24_04:54:00.028503480, [-50, 10]
2023-09-24_04:54:00.028602108, [347, -163]
2023-09-24_04:54:00.028700736, [1150, -314]
2023-09-24_04:54:00.028799364, [1441, -499]
2023-09-24_04:54:00.028897992, [902, -586]
2023-09-24_04:54:00.028996620, [78, -407]
2023-09-24_04:54:00.029095248, [-182, -158]
2023-09-24_04:54:00.029193876, [362, -105]
2023-09-24_04:54:00.029292504, [926, -110]
2023-09-24_04:54:00.029391132, [937, -72]
2023-09-24_04:54:00.029489760, [743, -44]
2023-09-24_04:54:00.029588388, [421, -102]
2023-09-24_04:54:00.029687016, [172, -93]
2023-09-24_04:54:00.029785643, [6, 22]
2023-09-24_04:54:00.029884271, [-253, 3]
2023-09-24_04:54:00.029982899, [-588, 74]
2023-09-24_04:54:00.030081527, [-611, 81]
2023-09-24_04:54:00.030180155, [-616, -190]
2023-09-24_04:54:00.030278783, [-615, -580]
2023-09-24_04:54:00.030377411, [-173, -621]
2023-09-24_04:54:00.030476039, [-71, -321]
2023-09-24_04:54:00.030574667, [-451, -191]
2023-09-24_04:54:00.030673295, [-1147, -190]
2023-09-24_04:54:00.030771923, [-1740, -216]
2023-09-24_04:54:00.030870551, [-1916, -107]
2023-09-24_04:54:00.030969179, [-1951, -6]
2023-09-24_04:54:00.031067807, [-1609, 11]
2023-09-24_04:54:00.031166435, [-1399, -18]
2023-09-24_04:54:00.031265063, [-1806, -143]
2023-09-24_04:54:00.031363691, [-2448, -143]
2023-09-24_04:54:00.031462319, [-3122, -128]
2023-09-24_04:54:00.031560947, [-3251, -172]
2023-09-24_04:54:00.031659575, [-2730, -201]
2023-09-24_04:54:00.031758203, [-2265, -166]
2023-09-24_04:54:00.031856831, [-2377, -138]
2023-09-24_04:54:00.031955459, [-3111, -227]
2023-09-24_04:54:00.032054087, [-3497, -306]
2023-09-24_04:54:00.032152715, [-3463, -305]
2023-09-24_04:54:00.032251342, [-3415, -180]
2023-09-24_04:54:00.032349970, [-3081, -161]
2023-09-24_04:54:00.032448598, [-3127, -276]
2023-09-24_04:54:00.032547226, [-3664, -272]
2023-09-24_04:54:00.032645854, [-3280, -255]
2023-09-24_04:54:00.032744482, [-2805, -88]
2023-09-24_04:54:00.032843110, [-3349, 56]
2023-09-24_04:54:00.032941738, [-3735, -58]
2023-09-24_04:54:00.033040366, [-3227, -165]
2023-09-24_04:54:00.033138994, [-2717, -139]
2023-09-24_04:54:00.033237622, [-2654, -63]
2023-09-24_04:54:00.033336250, [-2951, -170]
2023-09-24_04:54:00.033434878, [-3425, -228]
2023-09-24_04:54:00.033533506, [-3883, -184]
2023-09-24_04:54:00.033632134, [-4181, -17]
2023-09-24_04:54:00.033730762, [-3894, 67]
2023-09-24_04:54:00.033829390, [-3394, 33]
2023-09-24_04:54:00.033928018, [-2843, 5]
2023-09-24_04:54:00.034026646, [-2295, -90]
2023-09-24_04:54:00.034125274, [-2661, -153]
2023-09-24_04:54:00.034223902, [-3398, -216]
2023-09-24_04:54:00.034322530, [-3472, -306]
2023-09-24_04:54:00.034421158, [-3093, -374]
2023-09-24_04:54:00.034519786, [-2876, -374]
2023-09-24_04:54:00.034618414, [-2911, -251]
2023-09-24_04:54:00.034717041, [-2650, -40]
2023-09-24_04:54:00.034815669, [-2407, -9]
2023-09-24_04:54:00.034914297, [-2680, 0]
2023-09-24_04:54:00.035012925, [-3082, -199]
2023-09-24_04:54:00.035111553, [-3013, -179]
2023-09-24_04:54:00.035210181, [-2740, 88]
2023-09-24_04:54:00.035308809, [-2534, 154]
2023-09-24_04:54:00.035407437, [-2086, 175]
2023-09-24_04:54:00.035506065, [-1454, 139]
2023-09-24_04:54:00.035604693, [-1272, 77]
2023-09-24_04:54:00.035703321, [-1721, -9]
2023-09-24_04:54:00.035801949, [-2308, 71]
2023-09-24_04:54:00.035900577, [-2641, 111]
2023-09-24_04:54:00.035999205, [-2868, -101]
2023-09-24_04:54:00.036097833, [-2628, -284]
2023-09-24_04:54:00.036196461, [-1825, -243]
2023-09-24_04:54:00.036295089, [-1270, -125]
2023-09-24_04:54:00.036393717, [-991, -24]
2023-09-24_04:54:00.036492345, [-578, -6]
2023-09-24_04:54:00.036590973, [-10, 2]
2023-09-24_04:54:00.036689601, [-127, 9]
2023-09-24_04:54:00.036788229, [-583, 90]
2023-09-24_04:54:00.036886857, [-637, 228]
2023-09-24_04:54:00.036985485, [-676, 145]
2023-09-24_04:54:00.037084113, [-774, 49]
2023-09-24_04:54:00.037182740, [-739, 194]
2023-09-24_04:54:00.037281368, [-290, 209]
2023-09-24_04:54:00.037379996, [145, -52]
2023-09-24_04:54:00.037478624, [495, -52]
2023-09-24_04:54:00.037577252, [1140, 74]
2023-09-24_04:54:00.037675880, [1821, 137]
2023-09-24_04:54:00.037774508, [2059, 54]
2023-09-24_04:54:00.037873136, [1406, 50]
2023-09-24_04:54:00.037971764, [1179, 183]
2023-09-24_04:54:00.038070392, [1540, 156]
2023-09-24_04:54:00.038169020, [1609, 88]
2023-09-24_04:54:00.038267648, [1719, 121]
2023-09-24_04:54:00.038366276, [2100, 135]
2023-09-24_04:54:00.038464904, [2593, 102]
2023-09-24_04:54:00.038563532, [3005, -19]
2023-09-24_04:54:00.038662160, [3019, -52]
2023-09-24_04:54:00.038760788, [2826, 132]
2023-09-24_04:54:00.038859416, [2430, 253]
2023-09-24_04:54:00.038958044, [2036, 138]
2023-09-24_04:54:00.039056672, [2474, 34]
2023-09-24_04:54:00.039155300, [3093, 130]
2023-09-24_04:54:00.039253928, [2953, 290]
2023-09-24_04:54:00.039352556, [2245, 252]
2023-09-24_04:54:00.039451184, [2167, 173]
2023-09-24_04:54:00.039549812, [2765, 250]
2023-09-24_04:54:00.039648440, [2949, 288]
2023-09-24_04:54:00.039747067, [2541, 100]
2023-09-24_04:54:00.039845695, [2303, 199]
2023-09-24_04:54:00.039944323, [2789, 292]
2023-09-24_04:54:00.040042951, [2909, 187]
2023-09-24_04:54:00.040141579, [2138, 34]
2023-09-24_04:54:00.040240207, [1513, 62]
2023-09-24_04:54:00.040338835, [1319, 165]
2023-09-24_04:54:00.040437463, [1286, 115]
2023-09-24_04:54:00.040536091, [1121, 71]
2023-09-24_04:54:00.040634719, [812, 13]
2023-09-24_04:54:00.040733347, [508, 22]
2023-09-24_04:54:00.040831975, [565, 39]
2023-09-24_04:54:00.040930603, [791, 110]
2023-09-24_04:54:00.041029231, [733, 144]
2023-09-24_04:54:00.041127859, [616, 90]
2023-09-24_04:54:00.041226487, [205, 108]
2023-09-24_04:54:00.041325115, [-331, 90]
2023-09-24_04:54:00.041423743, [-722, 81]
2023-09-24_04:54:00.041522371, [-865, 29]
2023-09-24_04:54:00.041620999, [-498, -61]
2023-09-24_04:54:00.041719627, [-426, 162]
2023-09-24_04:54:00.041818255, [-573, 90]
2023-09-24_04:54:00.041916883, [-311, -159]
2023-09-24_04:54:00.042015511, [-124, -178]
2023-09-24_04:54:00.042114139, [-438, -43]
2023-09-24_04:54:00.042212766, [-650, 101]
2023-09-24_04:54:00.042311394, [-784, -21]
2023-09-24_04:54:00.042410022, [-928, -36]
2023-09-24_04:54:00.042508650, [-1242, 149]
2023-09-24_04:54:00.042607278, [-1904, 200]
2023-09-24_04:54:00.042705906, [-1893, 148]
2023-09-24_04:54:00.042804534, [-1691, 91]
2023-09-24_04:54:00.042903162, [-1765, 173]
2023-09-24_04:54:00.043001790, [-1028, 345]
2023-09-24_04:54:00.043100418, [138, 204]
2023-09-24_04:54:00.043199046, [269, -83]
2023-09-24_04:54:00.043297674, [-645, -265]
2023-09-24_04:54:00.043396302, [-1770, -118]
2023-09-24_04:54:00.043494930, [-1905, 140]
2023-09-24_04:54:00.043593558, [-1658, 31]
2023-09-24_04:54:00.043692186, [-2046, -187]
2023-09-24_04:54:00.043790814, [-2254, -255]
2023-09-24_04:54:00.043889442, [-2156, -177]
2023-09-24_04:54:00.043988070, [-2188, -147]
2023-09-24_04:54:00.044086698, [-2367, -236]
2023-09-24_04:54:00.044185326, [-1976, -177]
2023-09-24_04:54:00.044283954, [-1055, -49]
2023-09-24_04:54:00.044382582, [-739, 43]
2023-09-24_04:54:00.044481210, [-1334, 70]
2023-09-24_04:54:00.044579838, [-2399, 77]
2023-09-24_04:54:00.044678465, [-3208, 158]
2023-09-24_04:54:00.044777093, [-3682, 82]
2023-09-24_04:54:00.044875721, [-3743, -124]
2023-09-24_04:54:00.044974349, [-3182, -201]
2023-09-24_04:54:00.045072977, [-2490, -322]
2023-09-24_04:54:00.045171605, [-1981, -323]
2023-09-24_04:54:00.045270233, [-1856, -77]
2023-09-24_04:54:00.045368861, [-2135, -24]
2023-09-24_04:54:00.045467489, [-2210, -23]
2023-09-24_04:54:00.045566117, [-1817, 52]
2023-09-24_04:54:00.045664745, [-1868, 69]
2023-09-24_04:54:00.045763373, [-2588, 91]
2023-09-24_04:54:00.045862001, [-3651, -83]
2023-09-24_04:54:00.045960629, [-3852, -133]
2023-09-24_04:54:00.046059257, [-2933, -151]
2023-09-24_04:54:00.046157885, [-1937, -300]
2023-09-24_04:54:00.046256513, [-1401, -306]
2023-09-24_04:54:00.046355141, [-1835, -367]
2023-09-24_04:54:00.046453769, [-2393, -296]
2023-09-24_04:54:00.046552397, [-2518, -88]
2023-09-24_04:54:00.046651025, [-2434, 52]
2023-09-24_04:54:00.046749653, [-1838, 143]
2023-09-24_04:54:00.046848281, [-1563, -13]
2023-09-24_04:54:00.046946909, [-2171, -45]
2023-09-24_04:54:00.047045537, [-2481, -97]
2023-09-24_04:54:00.047144164, [-2288, -34]
2023-09-24_04:54:00.047242792, [-2014, 113]
2023-09-24_04:54:00.047341420, [-1741, 37]
2023-09-24_04:54:00.047440048, [-1570, -74]
2023-09-24_04:54:00.047538676, [-1342, -277]
2023-09-24_04:54:00.047637304, [-1098, -303]
2023-09-24_04:54:00.047735932, [-973, -257]
2023-09-24_04:54:00.047834560, [-1227, -258]
2023-09-24_04:54:00.047933188, [-1943, -144]
2023-09-24_04:54:00.048031816, [-2541, -117]
2023-09-24_04:54:00.048130444, [-2044, -66]
2023-09-24_04:54:00.048229072, [-998, -51]
2023-09-24_04:54:00.048327700, [-566, -209]
2023-09-24_04:54:00.048426328, [-353, -336]
2023-09-24_04:54:00.048524956, [-207, -389]
2023-09-24_04:54:00.048623584, [-376, -171]
2023-09-24_04:54:00.048722212, [-925, -67]
2023-09-24_04:54:00.048820840, [-1974, -244]
2023-09-24_04:54:00.048919468, [-2889, -297]
2023-09-24_04:54:00.049018096, [-2589, -162]
2023-09-24_04:54:00.049116724, [-1650, -80]
2023-09-24_04:54:00.049215352, [-1613, -255]
2023-09-24_04:54:00.049313980, [-1703, -296]
2023-09-24_04:54:00.049412608, [-1563, -161]
2023-09-24_04:54:00.049511236, [-1449, -147]
2023-09-24_04:54:00.049609863, [-1443, -262]
2023-09-24_04:54:00.049708491, [-1690, -464]
2023-09-24_04:54:00.049807119, [-1716, -498]
2023-09-24_04:54:00.049905747, [-1860, -442]
2023-09-24_04:54:00.050004375, [-2583, -338]
2023-09-24_04:54:00.050103003, [-3091, -260]
2023-09-24_04:54:00.050201631, [-3395, -395]
2023-09-24_04:54:00.050300259, [-3922, -623]
2023-09-24_04:54:00.050398887, [-3830, -767]
2023-09-24_04:54:00.050497515, [-3443, -694]
2023-09-24_04:54:00.050596143, [-3556, -632]
2023-09-24_04:54:00.050694771, [-3948, -580]
2023-09-24_04:54:00.050793399, [-3779, -544]
2023-09-24_04:54:00.050892027, [-3101, -436]
2023-09-24_04:54:00.050990655, [-2773, -357]
2023-09-24_04:54:00.051089283, [-3322, -601]
2023-09-24_04:54:00.051187911, [-4586, -700]
2023-09-24_04:54:00.051286539, [-5287, -656]
2023-09-24_04:54:00.051385167, [-5546, -747]
2023-09-24_04:54:00.051483795, [-5272, -627]
2023-09-24_04:54:00.051582423, [-4694, -545]
2023-09-24_04:54:00.051681051, [-4830, -691]
2023-09-24_04:54:00.051779679, [-4822, -728]
2023-09-24_04:54:00.051878307, [-4711, -601]
2023-09-24_04:54:00.051976935, [-5133, -681]
2023-09-24_04:54:00.052075562, [-5060, -763]
2023-09-24_04:54:00.052174190, [-4415, -663]
2023-09-24_04:54:00.052272818, [-4296, -644]
2023-09-24_04:54:00.052371446, [-4920, -610]
2023-09-24_04:54:00.052470074, [-5781, -663]
2023-09-24_04:54:00.052568702, [-6094, -673]
2023-09-24_04:54:00.052667330, [-5972, -680]
2023-09-24_04:54:00.052765958, [-5680, -734]
2023-09-24_04:54:00.052864586, [-4985, -523]
2023-09-24_04:54:00.052963214, [-4364, -419]
2023-09-24_04:54:00.053061842, [-4438, -553]
2023-09-24_04:54:00.053160470, [-4849, -567]
2023-09-24_04:54:00.053259098, [-4691, -431]
2023-09-24_04:54:00.053357726, [-4457, -350]
2023-09-24_04:54:00.053456354, [-4518, -261]
2023-09-24_04:54:00.053554982, [-4479, -203]
2023-09-24_04:54:00.053653610, [-4800, -216]
2023-09-24_04:54:00.053752238, [-5104, -155]
