"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-301U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1180, -24]
2023-09-24_04:54:00.009172400, [-501, 282]
2023-09-24_04:54:00.009271028, [-38, 87]
2023-09-24_04:54:00.009369656, [201, 94]
2023-09-24_04:54:00.009468284, [-341, 191]
2023-09-24_04:54:00.009566912, [-745, 191]
2023-09-24_04:54:00.009665540, [-555, 174]
2023-09-24_04:54:00.009764168, [-8, 107]
2023-09-24_04:54:00.009862796, [582, 189]
2023-09-24_04:54:00.009961423, [1160, 199]
2023-09-24_04:54:00.010060051, [1304, 230]
2023-09-24_04:54:00.010158679, [823, 281]
2023-09-24_04:54:00.010257307, [230, 199]
2023-09-24_04:54:00.010355935, [-37, 63]
2023-09-24_04:54:00.010454563, [-170, 81]
2023-09-24_04:54:00.010553191, [-550, 350]
2023-09-24_04:54:00.010651819, [-924, 395]
2023-09-24_04:54:00.010750447, [-448, 245]
2023-09-24_04:54:00.010849075, [181, 54]
2023-09-24_04:54:00.010947703, [186, 53]
2023-09-24_04:54:00.011046331, [386, 274]
2023-09-24_04:54:00.011144959, [636, 261]
2023-09-24_04:54:00.011243587, [718, 201]
2023-09-24_04:54:00.011342215, [547, 108]
2023-09-24_04:54:00.011440843, [-91, -113]
2023-09-24_04:54:00.011539471, [-997, -190]
2023-09-24_04:54:00.011638099, [-1628, -133]
2023-09-24_04:54:00.011736727, [-1104, -109]
2023-09-24_04:54:00.011835355, [110, 33]
2023-09-24_04:54:00.011933983, [666, 138]
2023-09-24_04:54:00.012032611, [515, 245]
2023-09-24_04:54:00.012131239, [189, 227]
2023-09-24_04:54:00.012229867, [341, -95]
2023-09-24_04:54:00.012328495, [959, -197]
2023-09-24_04:54:00.012427122, [664, -240]
2023-09-24_04:54:00.012525750, [56, -248]
2023-09-24_04:54:00.012624378, [-29, -57]
2023-09-24_04:54:00.012723006, [-265, -41]
2023-09-24_04:54:00.012821634, [-571, -98]
2023-09-24_04:54:00.012920262, [-629, -212]
2023-09-24_04:54:00.013018890, [-201, -369]
2023-09-24_04:54:00.013117518, [304, -236]
2023-09-24_04:54:00.013216146, [299, 2]
2023-09-24_04:54:00.013314774, [344, 54]
2023-09-24_04:54:00.013413402, [370, -55]
2023-09-24_04:54:00.013512030, [-242, -51]
2023-09-24_04:54:00.013610658, [-227, 170]
2023-09-24_04:54:00.013709286, [-226, 239]
2023-09-24_04:54:00.013807914, [-907, 65]
2023-09-24_04:54:00.013906542, [-805, -82]
2023-09-24_04:54:00.014005170, [-92, -155]
2023-09-24_04:54:00.014103798, [120, -249]
2023-09-24_04:54:00.014202426, [-400, -337]
2023-09-24_04:54:00.014301054, [-643, -369]
2023-09-24_04:54:00.014399682, [-652, -326]
2023-09-24_04:54:00.014498310, [-791, -286]
2023-09-24_04:54:00.014596938, [-697, -140]
2023-09-24_04:54:00.014695566, [72, -79]
2023-09-24_04:54:00.014794194, [862, -56]
2023-09-24_04:54:00.014892821, [714, -46]
2023-09-24_04:54:00.014991449, [-3, 5]
2023-09-24_04:54:00.015090077, [-1058, 78]
2023-09-24_04:54:00.015188705, [-2102, -83]
2023-09-24_04:54:00.015287333, [-2303, -254]
2023-09-24_04:54:00.015385961, [-1129, -298]
2023-09-24_04:54:00.015484589, [263, -269]
2023-09-24_04:54:00.015583217, [744, -239]
2023-09-24_04:54:00.015681845, [733, -226]
2023-09-24_04:54:00.015780473, [653, -202]
2023-09-24_04:54:00.015879101, [657, -269]
2023-09-24_04:54:00.015977729, [471, -169]
2023-09-24_04:54:00.016076357, [120, -93]
2023-09-24_04:54:00.016174985, [-842, -139]
2023-09-24_04:54:00.016273613, [-1855, -114]
2023-09-24_04:54:00.016372241, [-1881, -147]
2023-09-24_04:54:00.016470869, [-1168, -161]
2023-09-24_04:54:00.016569497, [-461, -119]
2023-09-24_04:54:00.016668125, [-229, -125]
2023-09-24_04:54:00.016766753, [90, -137]
2023-09-24_04:54:00.016865381, [436, -137]
2023-09-24_04:54:00.016964009, [620, -140]
2023-09-24_04:54:00.017062637, [522, 58]
2023-09-24_04:54:00.017161265, [221, 16]
2023-09-24_04:54:00.017259893, [-7, -265]
2023-09-24_04:54:00.017358520, [-364, -216]
2023-09-24_04:54:00.017457148, [-764, 37]
2023-09-24_04:54:00.017555776, [-1069, 85]
2023-09-24_04:54:00.017654404, [-508, -86]
2023-09-24_04:54:00.017753032, [370, -195]
2023-09-24_04:54:00.017851660, [413, -90]
2023-09-24_04:54:00.017950288, [-248, -29]
2023-09-24_04:54:00.018048916, [-596, -108]
2023-09-24_04:54:00.018147544, [-140, -102]
2023-09-24_04:54:00.018246172, [528, -191]
2023-09-24_04:54:00.018344800, [1204, -180]
2023-09-24_04:54:00.018443428, [1346, -1]
2023-09-24_04:54:00.018542056, [729, 83]
2023-09-24_04:54:00.018640684, [26, 152]
2023-09-24_04:54:00.018739312, [-540, 118]
2023-09-24_04:54:00.018837940, [-1062, 233]
2023-09-24_04:54:00.018936568, [-1114, 178]
2023-09-24_04:54:00.019035196, [-592, -89]
2023-09-24_04:54:00.019133824, [165, -189]
2023-09-24_04:54:00.019232452, [1041, -100]
2023-09-24_04:54:00.019331080, [1349, -21]
2023-09-24_04:54:00.019429708, [885, -45]
2023-09-24_04:54:00.019528336, [353, -118]
2023-09-24_04:54:00.019626964, [-97, -160]
2023-09-24_04:54:00.019725592, [-2, -161]
2023-09-24_04:54:00.019824220, [351, -25]
2023-09-24_04:54:00.019922847, [-180, 115]
2023-09-24_04:54:00.020021475, [-927, 159]
2023-09-24_04:54:00.020120103, [-1141, -92]
2023-09-24_04:54:00.020218731, [-452, -485]
2023-09-24_04:54:00.020317359, [696, -486]
2023-09-24_04:54:00.020415987, [1365, -253]
2023-09-24_04:54:00.020514615, [1355, -205]
2023-09-24_04:54:00.020613243, [484, -271]
2023-09-24_04:54:00.020711871, [-187, -190]
2023-09-24_04:54:00.020810499, [-209, 59]
2023-09-24_04:54:00.020909127, [289, 107]
2023-09-24_04:54:00.021007755, [612, 142]
2023-09-24_04:54:00.021106383, [453, 129]
2023-09-24_04:54:00.021205011, [468, 101]
2023-09-24_04:54:00.021303639, [114, 202]
2023-09-24_04:54:00.021402267, [-564, 301]
2023-09-24_04:54:00.021500895, [-947, 270]
2023-09-24_04:54:00.021599523, [-779, -40]
2023-09-24_04:54:00.021698151, [1, -357]
2023-09-24_04:54:00.021796779, [655, -213]
2023-09-24_04:54:00.021895407, [758, -52]
2023-09-24_04:54:00.021994035, [900, -89]
2023-09-24_04:54:00.022092663, [1178, -117]
2023-09-24_04:54:00.022191291, [909, -182]
2023-09-24_04:54:00.022289919, [50, -173]
2023-09-24_04:54:00.022388546, [-672, -31]
2023-09-24_04:54:00.022487174, [-457, 63]
2023-09-24_04:54:00.022585802, [-120, -82]
2023-09-24_04:54:00.022684430, [-190, -192]
2023-09-24_04:54:00.022783058, [-202, -129]
2023-09-24_04:54:00.022881686, [-89, -32]
2023-09-24_04:54:00.022980314, [178, 99]
2023-09-24_04:54:00.023078942, [262, 142]
2023-09-24_04:54:00.023177570, [274, -18]
2023-09-24_04:54:00.023276198, [272, -184]
2023-09-24_04:54:00.023374826, [-151, -276]
2023-09-24_04:54:00.023473454, [-282, -159]
2023-09-24_04:54:00.023572082, [-208, 90]
2023-09-24_04:54:00.023670710, [-47, 104]
2023-09-24_04:54:00.023769338, [259, -119]
2023-09-24_04:54:00.023867966, [197, -200]
2023-09-24_04:54:00.023966594, [45, -134]
2023-09-24_04:54:00.024065222, [-302, -8]
2023-09-24_04:54:00.024163850, [-1036, 128]
2023-09-24_04:54:00.024262478, [-726, 42]
2023-09-24_04:54:00.024361106, [484, 50]
2023-09-24_04:54:00.024459734, [1039, 49]
2023-09-24_04:54:00.024558362, [781, -31]
2023-09-24_04:54:00.024656990, [534, -55]
2023-09-24_04:54:00.024755618, [130, -92]
2023-09-24_04:54:00.024854245, [-518, -161]
2023-09-24_04:54:00.024952873, [-1065, -131]
2023-09-24_04:54:00.025051501, [-1116, -92]
2023-09-24_04:54:00.025150129, [-549, -8]
2023-09-24_04:54:00.025248757, [195, 185]
2023-09-24_04:54:00.025347385, [721, 242]
2023-09-24_04:54:00.025446013, [710, 177]
2023-09-24_04:54:00.025544641, [410, 68]
2023-09-24_04:54:00.025643269, [140, -63]
2023-09-24_04:54:00.025741897, [-34, -118]
2023-09-24_04:54:00.025840525, [-137, -25]
2023-09-24_04:54:00.025939153, [-595, 102]
2023-09-24_04:54:00.026037781, [-815, 144]
2023-09-24_04:54:00.026136409, [-142, 103]
2023-09-24_04:54:00.026235037, [316, 3]
2023-09-24_04:54:00.026333665, [-37, -129]
2023-09-24_04:54:00.026432293, [-703, -74]
2023-09-24_04:54:00.026530921, [-738, 103]
2023-09-24_04:54:00.026629549, [102, 123]
2023-09-24_04:54:00.026728177, [492, 51]
2023-09-24_04:54:00.026826805, [263, 106]
2023-09-24_04:54:00.026925433, [-18, 278]
2023-09-24_04:54:00.027024061, [-98, 285]
2023-09-24_04:54:00.027122689, [-49, 76]
2023-09-24_04:54:00.027221317, [-40, -4]
2023-09-24_04:54:00.027319944, [-36, 95]
2023-09-24_04:54:00.027418572, [286, 34]
2023-09-24_04:54:00.027517200, [805, -44]
2023-09-24_04:54:00.027615828, [571, 72]
2023-09-24_04:54:00.027714456, [-386, 228]
2023-09-24_04:54:00.027813084, [-718, 330]
2023-09-24_04:54:00.027911712, [-202, 216]
2023-09-24_04:54:00.028010340, [180, 114]
2023-09-24_04:54:00.028108968, [700, 153]
2023-09-24_04:54:00.028207596, [1047, 171]
2023-09-24_04:54:00.028306224, [627, 146]
2023-09-24_04:54:00.028404852, [-1, 122]
2023-09-24_04:54:00.028503480, [-594, -36]
2023-09-24_04:54:00.028602108, [-247, -134]
2023-09-24_04:54:00.028700736, [711, -101]
2023-09-24_04:54:00.028799364, [982, -14]
2023-09-24_04:54:00.028897992, [177, 133]
2023-09-24_04:54:00.028996620, [-641, 128]
2023-09-24_04:54:00.029095248, [-531, 126]
2023-09-24_04:54:00.029193876, [141, 172]
2023-09-24_04:54:00.029292504, [847, 279]
2023-09-24_04:54:00.029391132, [928, 434]
2023-09-24_04:54:00.029489760, [733, 266]
2023-09-24_04:54:00.029588388, [328, 38]
2023-09-24_04:54:00.029687016, [-97, -4]
2023-09-24_04:54:00.029785643, [110, 15]
2023-09-24_04:54:00.029884271, [60, 9]
2023-09-24_04:54:00.029982899, [-418, -79]
2023-09-24_04:54:00.030081527, [-360, -108]
2023-09-24_04:54:00.030180155, [-247, -131]
2023-09-24_04:54:00.030278783, [174, -18]
2023-09-24_04:54:00.030377411, [964, 192]
2023-09-24_04:54:00.030476039, [1237, 291]
2023-09-24_04:54:00.030574667, [896, 289]
2023-09-24_04:54:00.030673295, [144, 160]
2023-09-24_04:54:00.030771923, [-420, 189]
2023-09-24_04:54:00.030870551, [-137, 211]
2023-09-24_04:54:00.030969179, [262, 124]
2023-09-24_04:54:00.031067807, [705, 152]
2023-09-24_04:54:00.031166435, [1178, 39]
2023-09-24_04:54:00.031265063, [875, 5]
2023-09-24_04:54:00.031363691, [271, 101]
2023-09-24_04:54:00.031462319, [-315, 16]
2023-09-24_04:54:00.031560947, [-214, 24]
2023-09-24_04:54:00.031659575, [441, -29]
2023-09-24_04:54:00.031758203, [729, -182]
2023-09-24_04:54:00.031856831, [505, -209]
2023-09-24_04:54:00.031955459, [11, -193]
2023-09-24_04:54:00.032054087, [-5, -73]
2023-09-24_04:54:00.032152715, [117, 5]
2023-09-24_04:54:00.032251342, [49, -80]
2023-09-24_04:54:00.032349970, [395, -67]
2023-09-24_04:54:00.032448598, [318, -68]
2023-09-24_04:54:00.032547226, [-236, -247]
2023-09-24_04:54:00.032645854, [-76, -305]
2023-09-24_04:54:00.032744482, [367, -258]
2023-09-24_04:54:00.032843110, [105, -369]
2023-09-24_04:54:00.032941738, [-259, -305]
2023-09-24_04:54:00.033040366, [92, -178]
2023-09-24_04:54:00.033138994, [426, -9]
2023-09-24_04:54:00.033237622, [560, -78]
2023-09-24_04:54:00.033336250, [367, -195]
2023-09-24_04:54:00.033434878, [32, -120]
2023-09-24_04:54:00.033533506, [-223, -183]
2023-09-24_04:54:00.033632134, [-728, -298]
2023-09-24_04:54:00.033730762, [-623, -303]
2023-09-24_04:54:00.033829390, [-268, -292]
2023-09-24_04:54:00.033928018, [161, -308]
2023-09-24_04:54:00.034026646, [640, -191]
2023-09-24_04:54:00.034125274, [30, -139]
2023-09-24_04:54:00.034223902, [-740, -223]
2023-09-24_04:54:00.034322530, [-704, -272]
2023-09-24_04:54:00.034421158, [-357, -231]
2023-09-24_04:54:00.034519786, [-208, -166]
2023-09-24_04:54:00.034618414, [-319, -180]
2023-09-24_04:54:00.034717041, [-8, -195]
2023-09-24_04:54:00.034815669, [150, -250]
2023-09-24_04:54:00.034914297, [-300, -363]
2023-09-24_04:54:00.035012925, [-745, -254]
2023-09-24_04:54:00.035111553, [-732, -340]
2023-09-24_04:54:00.035210181, [-464, -487]
2023-09-24_04:54:00.035308809, [-212, -390]
2023-09-24_04:54:00.035407437, [200, -358]
2023-09-24_04:54:00.035506065, [612, -299]
2023-09-24_04:54:00.035604693, [725, -305]
2023-09-24_04:54:00.035703321, [523, -348]
2023-09-24_04:54:00.035801949, [-50, -234]
2023-09-24_04:54:00.035900577, [-479, -239]
2023-09-24_04:54:00.035999205, [-880, -271]
2023-09-24_04:54:00.036097833, [-934, -100]
2023-09-24_04:54:00.036196461, [-530, -239]
2023-09-24_04:54:00.036295089, [-212, -434]
2023-09-24_04:54:00.036393717, [-87, -474]
2023-09-24_04:54:00.036492345, [304, -519]
2023-09-24_04:54:00.036590973, [1044, -325]
2023-09-24_04:54:00.036689601, [873, -239]
2023-09-24_04:54:00.036788229, [200, -239]
2023-09-24_04:54:00.036886857, [21, -116]
2023-09-24_04:54:00.036985485, [-205, -131]
2023-09-24_04:54:00.037084113, [-636, -226]
2023-09-24_04:54:00.037182740, [-945, -277]
2023-09-24_04:54:00.037281368, [-809, -315]
2023-09-24_04:54:00.037379996, [-399, -302]
2023-09-24_04:54:00.037478624, [-231, -326]
2023-09-24_04:54:00.037577252, [145, -376]
2023-09-24_04:54:00.037675880, [760, -436]
2023-09-24_04:54:00.037774508, [792, -329]
2023-09-24_04:54:00.037873136, [78, -209]
2023-09-24_04:54:00.037971764, [-445, -338]
2023-09-24_04:54:00.038070392, [-358, -270]
2023-09-24_04:54:00.038169020, [-237, -76]
2023-09-24_04:54:00.038267648, [-278, -196]
2023-09-24_04:54:00.038366276, [-29, -340]
2023-09-24_04:54:00.038464904, [185, -213]
2023-09-24_04:54:00.038563532, [250, -57]
2023-09-24_04:54:00.038662160, [348, 39]
2023-09-24_04:54:00.038760788, [374, 59]
2023-09-24_04:54:00.038859416, [91, -7]
2023-09-24_04:54:00.038958044, [-344, -135]
2023-09-24_04:54:00.039056672, [-172, -208]
2023-09-24_04:54:00.039155300, [543, -133]
2023-09-24_04:54:00.039253928, [518, 38]
2023-09-24_04:54:00.039352556, [-232, -84]
2023-09-24_04:54:00.039451184, [-64, -7]
2023-09-24_04:54:00.039549812, [601, 285]
2023-09-24_04:54:00.039648440, [591, 196]
2023-09-24_04:54:00.039747067, [223, 158]
2023-09-24_04:54:00.039845695, [218, 208]
2023-09-24_04:54:00.039944323, [835, 158]
2023-09-24_04:54:00.040042951, [1217, 67]
2023-09-24_04:54:00.040141579, [606, -41]
2023-09-24_04:54:00.040240207, [-235, -99]
2023-09-24_04:54:00.040338835, [-418, -12]
2023-09-24_04:54:00.040437463, [-116, -22]
2023-09-24_04:54:00.040536091, [103, -37]
2023-09-24_04:54:00.040634719, [114, 38]
2023-09-24_04:54:00.040733347, [-115, 234]
2023-09-24_04:54:00.040831975, [-4, 335]
2023-09-24_04:54:00.040930603, [436, 140]
2023-09-24_04:54:00.041029231, [427, 44]
2023-09-24_04:54:00.041127859, [464, 90]
2023-09-24_04:54:00.041226487, [373, 76]
2023-09-24_04:54:00.041325115, [30, 68]
2023-09-24_04:54:00.041423743, [-347, 91]
2023-09-24_04:54:00.041522371, [-797, 80]
2023-09-24_04:54:00.041620999, [-451, 3]
2023-09-24_04:54:00.041719627, [60, -248]
2023-09-24_04:54:00.041818255, [260, -355]
2023-09-24_04:54:00.041916883, [618, -116]
2023-09-24_04:54:00.042015511, [760, -63]
2023-09-24_04:54:00.042114139, [421, -117]
2023-09-24_04:54:00.042212766, [276, -57]
2023-09-24_04:54:00.042311394, [226, -86]
2023-09-24_04:54:00.042410022, [119, -95]
2023-09-24_04:54:00.042508650, [-84, -160]
2023-09-24_04:54:00.042607278, [-684, -285]
2023-09-24_04:54:00.042705906, [-792, -184]
2023-09-24_04:54:00.042804534, [-666, -133]
2023-09-24_04:54:00.042903162, [-628, -167]
2023-09-24_04:54:00.043001790, [235, -222]
2023-09-24_04:54:00.043100418, [1329, -141]
2023-09-24_04:54:00.043199046, [1439, -41]
2023-09-24_04:54:00.043297674, [654, -57]
2023-09-24_04:54:00.043396302, [-321, -93]
2023-09-24_04:54:00.043494930, [-461, -154]
2023-09-24_04:54:00.043593558, [-111, -35]
2023-09-24_04:54:00.043692186, [-336, -1]
2023-09-24_04:54:00.043790814, [-507, 89]
2023-09-24_04:54:00.043889442, [-480, 239]
2023-09-24_04:54:00.043988070, [-662, 13]
2023-09-24_04:54:00.044086698, [-713, -86]
2023-09-24_04:54:00.044185326, [-195, 9]
2023-09-24_04:54:00.044283954, [559, -145]
2023-09-24_04:54:00.044382582, [960, -266]
2023-09-24_04:54:00.044481210, [923, -350]
2023-09-24_04:54:00.044579838, [133, -357]
2023-09-24_04:54:00.044678465, [-841, -406]
2023-09-24_04:54:00.044777093, [-1534, -442]
2023-09-24_04:54:00.044875721, [-1448, -228]
2023-09-24_04:54:00.044974349, [-693, -22]
2023-09-24_04:54:00.045072977, [51, -70]
2023-09-24_04:54:00.045171605, [687, -88]
2023-09-24_04:54:00.045270233, [716, -181]
2023-09-24_04:54:00.045368861, [221, -320]
2023-09-24_04:54:00.045467489, [195, -263]
2023-09-24_04:54:00.045566117, [734, -220]
2023-09-24_04:54:00.045664745, [533, -94]
2023-09-24_04:54:00.045763373, [-463, 55]
2023-09-24_04:54:00.045862001, [-1316, -45]
2023-09-24_04:54:00.045960629, [-1340, -229]
2023-09-24_04:54:00.046059257, [-594, -209]
2023-09-24_04:54:00.046157885, [31, -96]
2023-09-24_04:54:00.046256513, [321, -80]
2023-09-24_04:54:00.046355141, [80, -251]
2023-09-24_04:54:00.046453769, [-428, -379]
2023-09-24_04:54:00.046552397, [-767, -239]
2023-09-24_04:54:00.046651025, [-693, -122]
2023-09-24_04:54:00.046749653, [-205, -132]
2023-09-24_04:54:00.046848281, [-15, -250]
2023-09-24_04:54:00.046946909, [-470, -191]
2023-09-24_04:54:00.047045537, [-801, -28]
2023-09-24_04:54:00.047144164, [-626, -67]
2023-09-24_04:54:00.047242792, [-359, -116]
2023-09-24_04:54:00.047341420, [-95, 58]
2023-09-24_04:54:00.047440048, [8, 221]
2023-09-24_04:54:00.047538676, [112, 51]
2023-09-24_04:54:00.047637304, [364, -226]
2023-09-24_04:54:00.047735932, [494, -354]
2023-09-24_04:54:00.047834560, [203, -140]
2023-09-24_04:54:00.047933188, [-453, -50]
2023-09-24_04:54:00.048031816, [-1050, -123]
2023-09-24_04:54:00.048130444, [-765, -101]
2023-09-24_04:54:00.048229072, [206, -236]
2023-09-24_04:54:00.048327700, [565, -138]
2023-09-24_04:54:00.048426328, [565, -81]
2023-09-24_04:54:00.048524956, [684, -157]
2023-09-24_04:54:00.048623584, [634, -33]
2023-09-24_04:54:00.048722212, [230, -28]
2023-09-24_04:54:00.048820840, [-539, 70]
2023-09-24_04:54:00.048919468, [-1407, 86]
2023-09-24_04:54:00.049018096, [-1060, -60]
2023-09-24_04:54:00.049116724, [0, 9]
2023-09-24_04:54:00.049215352, [123, 93]
2023-09-24_04:54:00.049313980, [22, 79]
2023-09-24_04:54:00.049412608, [21, 1]
2023-09-24_04:54:00.049511236, [245, -4]
2023-09-24_04:54:00.049609863, [498, 187]
2023-09-24_04:54:00.049708491, [309, 175]
2023-09-24_04:54:00.049807119, [314, 129]
2023-09-24_04:54:00.049905747, [432, 171]
2023-09-24_04:54:00.050004375, [136, 152]
2023-09-24_04:54:00.050103003, [-157, 197]
2023-09-24_04:54:00.050201631, [-415, 127]
2023-09-24_04:54:00.050300259, [-882, 136]
2023-09-24_04:54:00.050398887, [-678, 306]
2023-09-24_04:54:00.050497515, [-5, 329]
2023-09-24_04:54:00.050596143, [-32, 226]
2023-09-24_04:54:00.050694771, [-206, 276]
2023-09-24_04:54:00.050793399, [359, 423]
2023-09-24_04:54:00.050892027, [1016, 543]
2023-09-24_04:54:00.050990655, [1354, 452]
2023-09-24_04:54:00.051089283, [980, 234]
2023-09-24_04:54:00.051187911, [-249, 240]
2023-09-24_04:54:00.051286539, [-788, 307]
2023-09-24_04:54:00.051385167, [-967, 416]
2023-09-24_04:54:00.051483795, [-761, 364]
2023-09-24_04:54:00.051582423, [-54, 472]
2023-09-24_04:54:00.051681051, [-50, 772]
2023-09-24_04:54:00.051779679, [-4, 725]
2023-09-24_04:54:00.051878307, [-88, 548]
2023-09-24_04:54:00.051976935, [-514, 351]
2023-09-24_04:54:00.052075562, [-237, 420]
2023-09-24_04:54:00.052174190, [525, 489]
2023-09-24_04:54:00.052272818, [752, 170]
2023-09-24_04:54:00.052371446, [382, 79]
2023-09-24_04:54:00.052470074, [-522, 168]
2023-09-24_04:54:00.052568702, [-1185, 148]
2023-09-24_04:54:00.052667330, [-1112, 141]
2023-09-24_04:54:00.052765958, [-709, 42]
2023-09-24_04:54:00.052864586, [-48, 166]
2023-09-24_04:54:00.052963214, [400, 311]
2023-09-24_04:54:00.053061842, [266, 237]
2023-09-24_04:54:00.053160470, [-191, 233]
2023-09-24_04:54:00.053259098, [-53, 229]
2023-09-24_04:54:00.053357726, [397, 144]
2023-09-24_04:54:00.053456354, [354, 34]
2023-09-24_04:54:00.053554982, [320, 13]
2023-09-24_04:54:00.053653610, [-84, 173]
2023-09-24_04:54:00.053752238, [-442, 241]
2023-09-24_04:54:00.053850866, [-608, 148]
2023-09-24_04:54:00.053949494, [-861, 133]
2023-09-24_04:54:00.054048122, [-828, 99]
2023-09-24_04:54:00.054146750, [-611, 93]
2023-09-24_04:54:00.054245378, [-264, 79]
2023-09-24_04:54:00.054344006, [-219, 62]
2023-09-24_04:54:00.054442634, [-427, -5]
2023-09-24_04:54:00.054541261, [-412, -228]
2023-09-24_04:54:00.054639889, [-14, -303]
2023-09-24_04:54:00.054738517, [528, -250]
2023-09-24_04:54:00.054837145, [494, -233]
2023-09-24_04:54:00.054935773, [158, -329]
2023-09-24_04:54:00.055034401, [-177, -380]
2023-09-24_04:54:00.055133029, [-813, -190]
2023-09-24_04:54:00.055231657, [-856, -65]
2023-09-24_04:54:00.055330285, [-217, 1]
2023-09-24_04:54:00.055428913, [229, -60]
