"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-314M1/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [320, 3412]
2023-09-24_04:54:00.029982899, [-226, 3154]
2023-09-24_04:54:00.030081527, [-136, 3057]
2023-09-24_04:54:00.030180155, [-109, 2832]
2023-09-24_04:54:00.030278783, [-110, 2816]
2023-09-24_04:54:00.030377411, [141, 2986]
2023-09-24_04:54:00.030476039, [122, 3087]
2023-09-24_04:54:00.030574667, [-74, 3063]
2023-09-24_04:54:00.030673295, [-144, 2934]
2023-09-24_04:54:00.030771923, [-132, 3020]
2023-09-24_04:54:00.030870551, [-63, 3152]
2023-09-24_04:54:00.030969179, [-91, 3055]
2023-09-24_04:54:00.031067807, [168, 2985]
2023-09-24_04:54:00.031166435, [388, 2961]
2023-09-24_04:54:00.031265063, [209, 2872]
2023-09-24_04:54:00.031363691, [158, 2823]
2023-09-24_04:54:00.031462319, [123, 2856]
2023-09-24_04:54:00.031560947, [23, 2889]
2023-09-24_04:54:00.031659575, [196, 2927]
2023-09-24_04:54:00.031758203, [373, 2897]
2023-09-24_04:54:00.031856831, [257, 2896]
2023-09-24_04:54:00.031955459, [39, 3033]
2023-09-24_04:54:00.032054087, [14, 3100]
2023-09-24_04:54:00.032152715, [134, 3106]
2023-09-24_04:54:00.032251342, [193, 3129]
2023-09-24_04:54:00.032349970, [261, 3071]
2023-09-24_04:54:00.032448598, [252, 2990]
2023-09-24_04:54:00.032547226, [112, 3021]
2023-09-24_04:54:00.032645854, [185, 2953]
2023-09-24_04:54:00.032744482, [422, 2828]
2023-09-24_04:54:00.032843110, [333, 2869]
2023-09-24_04:54:00.032941738, [222, 2942]
2023-09-24_04:54:00.033040366, [370, 2844]
2023-09-24_04:54:00.033138994, [475, 2833]
2023-09-24_04:54:00.033237622, [474, 3006]
2023-09-24_04:54:00.033336250, [300, 3095]
2023-09-24_04:54:00.033434878, [128, 2969]
2023-09-24_04:54:00.033533506, [42, 2779]
2023-09-24_04:54:00.033632134, [-56, 2783]
2023-09-24_04:54:00.033730762, [25, 2876]
2023-09-24_04:54:00.033829390, [210, 2817]
2023-09-24_04:54:00.033928018, [330, 2735]
2023-09-24_04:54:00.034026646, [347, 2868]
2023-09-24_04:54:00.034125274, [214, 3021]
2023-09-24_04:54:00.034223902, [114, 3075]
2023-09-24_04:54:00.034322530, [111, 3002]
2023-09-24_04:54:00.034421158, [144, 2907]
2023-09-24_04:54:00.034519786, [161, 3129]
2023-09-24_04:54:00.034618414, [193, 3172]
2023-09-24_04:54:00.034717041, [240, 3002]
2023-09-24_04:54:00.034815669, [63, 2927]
2023-09-24_04:54:00.034914297, [34, 2834]
2023-09-24_04:54:00.035012925, [117, 2876]
2023-09-24_04:54:00.035111553, [109, 2921]
2023-09-24_04:54:00.035210181, [226, 2823]
2023-09-24_04:54:00.035308809, [208, 2811]
2023-09-24_04:54:00.035407437, [88, 2843]
2023-09-24_04:54:00.035506065, [141, 2805]
2023-09-24_04:54:00.035604693, [191, 2906]
2023-09-24_04:54:00.035703321, [106, 2980]
2023-09-24_04:54:00.035801949, [107, 2985]
2023-09-24_04:54:00.035900577, [179, 3066]
2023-09-24_04:54:00.035999205, [90, 3012]
2023-09-24_04:54:00.036097833, [27, 2946]
2023-09-24_04:54:00.036196461, [136, 2903]
2023-09-24_04:54:00.036295089, [174, 2922]
2023-09-24_04:54:00.036393717, [264, 2997]
2023-09-24_04:54:00.036492345, [355, 2986]
2023-09-24_04:54:00.036590973, [375, 3013]
2023-09-24_04:54:00.036689601, [244, 3132]
2023-09-24_04:54:00.036788229, [-2, 3152]
2023-09-24_04:54:00.036886857, [-157, 3026]
2023-09-24_04:54:00.036985485, [-224, 3017]
2023-09-24_04:54:00.037084113, [-235, 3081]
2023-09-24_04:54:00.037182740, [-213, 3098]
2023-09-24_04:54:00.037281368, [-127, 3137]
2023-09-24_04:54:00.037379996, [-182, 3175]
2023-09-24_04:54:00.037478624, [-120, 3201]
2023-09-24_04:54:00.037577252, [-38, 3119]
2023-09-24_04:54:00.037675880, [-27, 2970]
2023-09-24_04:54:00.037774508, [252, 2896]
2023-09-24_04:54:00.037873136, [368, 2967]
2023-09-24_04:54:00.037971764, [158, 3052]
2023-09-24_04:54:00.038070392, [103, 3067]
2023-09-24_04:54:00.038169020, [77, 3182]
2023-09-24_04:54:00.038267648, [-37, 3293]
2023-09-24_04:54:00.038366276, [-16, 3217]
2023-09-24_04:54:00.038464904, [106, 3243]
2023-09-24_04:54:00.038563532, [316, 3328]
2023-09-24_04:54:00.038662160, [295, 3319]
2023-09-24_04:54:00.038760788, [4, 3357]
2023-09-24_04:54:00.038859416, [-138, 3249]
2023-09-24_04:54:00.038958044, [-161, 3143]
2023-09-24_04:54:00.039056672, [5, 3204]
2023-09-24_04:54:00.039155300, [249, 3299]
2023-09-24_04:54:00.039253928, [138, 3366]
2023-09-24_04:54:00.039352556, [-88, 3279]
2023-09-24_04:54:00.039451184, [3, 3172]
2023-09-24_04:54:00.039549812, [220, 3167]
2023-09-24_04:54:00.039648440, [309, 3173]
2023-09-24_04:54:00.039747067, [369, 3219]
2023-09-24_04:54:00.039845695, [351, 3297]
2023-09-24_04:54:00.039944323, [312, 3402]
2023-09-24_04:54:00.040042951, [308, 3348]
2023-09-24_04:54:00.040141579, [289, 3126]
2023-09-24_04:54:00.040240207, [210, 3151]
2023-09-24_04:54:00.040338835, [201, 3252]
2023-09-24_04:54:00.040437463, [493, 3312]
2023-09-24_04:54:00.040536091, [476, 3258]
2023-09-24_04:54:00.040634719, [262, 3233]
2023-09-24_04:54:00.040733347, [186, 3435]
2023-09-24_04:54:00.040831975, [213, 3489]
2023-09-24_04:54:00.040930603, [347, 3292]
2023-09-24_04:54:00.041029231, [354, 3236]
2023-09-24_04:54:00.041127859, [339, 3360]
2023-09-24_04:54:00.041226487, [371, 3323]
2023-09-24_04:54:00.041325115, [345, 3289]
2023-09-24_04:54:00.041423743, [263, 3213]
2023-09-24_04:54:00.041522371, [164, 3105]
2023-09-24_04:54:00.041620999, [169, 3088]
2023-09-24_04:54:00.041719627, [277, 3066]
2023-09-24_04:54:00.041818255, [239, 3073]
2023-09-24_04:54:00.041916883, [233, 3036]
2023-09-24_04:54:00.042015511, [234, 2991]
2023-09-24_04:54:00.042114139, [248, 2975]
2023-09-24_04:54:00.042212766, [266, 3126]
2023-09-24_04:54:00.042311394, [375, 3256]
2023-09-24_04:54:00.042410022, [408, 3181]
2023-09-24_04:54:00.042508650, [201, 3140]
2023-09-24_04:54:00.042607278, [58, 3161]
2023-09-24_04:54:00.042705906, [35, 3225]
2023-09-24_04:54:00.042804534, [100, 3187]
2023-09-24_04:54:00.042903162, [88, 3108]
2023-09-24_04:54:00.043001790, [236, 3172]
2023-09-24_04:54:00.043100418, [548, 3129]
2023-09-24_04:54:00.043199046, [472, 2953]
2023-09-24_04:54:00.043297674, [242, 2954]
2023-09-24_04:54:00.043396302, [53, 2918]
2023-09-24_04:54:00.043494930, [-29, 2800]
2023-09-24_04:54:00.043593558, [42, 2762]
2023-09-24_04:54:00.043692186, [114, 2796]
2023-09-24_04:54:00.043790814, [178, 2765]
2023-09-24_04:54:00.043889442, [126, 2836]
2023-09-24_04:54:00.043988070, [-3, 2915]
2023-09-24_04:54:00.044086698, [-104, 2958]
2023-09-24_04:54:00.044185326, [42, 2993]
2023-09-24_04:54:00.044283954, [338, 2894]
2023-09-24_04:54:00.044382582, [350, 2877]
2023-09-24_04:54:00.044481210, [283, 2868]
2023-09-24_04:54:00.044579838, [125, 2894]
2023-09-24_04:54:00.044678465, [-129, 2973]
2023-09-24_04:54:00.044777093, [-214, 2984]
2023-09-24_04:54:00.044875721, [-86, 2865]
2023-09-24_04:54:00.044974349, [-19, 2850]
2023-09-24_04:54:00.045072977, [-28, 2970]
2023-09-24_04:54:00.045171605, [16, 2975]
2023-09-24_04:54:00.045270233, [34, 2989]
2023-09-24_04:54:00.045368861, [76, 3013]
2023-09-24_04:54:00.045467489, [186, 3079]
2023-09-24_04:54:00.045566117, [442, 3221]
2023-09-24_04:54:00.045664745, [336, 3188]
2023-09-24_04:54:00.045763373, [-79, 3067]
2023-09-24_04:54:00.045862001, [-308, 3093]
2023-09-24_04:54:00.045960629, [-284, 3107]
2023-09-24_04:54:00.046059257, [-99, 3252]
2023-09-24_04:54:00.046157885, [-97, 3350]
2023-09-24_04:54:00.046256513, [-63, 3197]
2023-09-24_04:54:00.046355141, [-73, 3103]
2023-09-24_04:54:00.046453769, [-265, 3068]
2023-09-24_04:54:00.046552397, [-367, 2990]
2023-09-24_04:54:00.046651025, [-329, 2967]
2023-09-24_04:54:00.046749653, [-150, 3074]
2023-09-24_04:54:00.046848281, [-130, 3178]
2023-09-24_04:54:00.046946909, [-236, 3213]
2023-09-24_04:54:00.047045537, [-159, 3273]
2023-09-24_04:54:00.047144164, [-167, 3364]
2023-09-24_04:54:00.047242792, [-255, 3407]
2023-09-24_04:54:00.047341420, [-112, 3217]
2023-09-24_04:54:00.047440048, [10, 3106]
2023-09-24_04:54:00.047538676, [66, 3176]
2023-09-24_04:54:00.047637304, [40, 3148]
2023-09-24_04:54:00.047735932, [-39, 3136]
2023-09-24_04:54:00.047834560, [-83, 3109]
2023-09-24_04:54:00.047933188, [-268, 3043]
2023-09-24_04:54:00.048031816, [-481, 3046]
2023-09-24_04:54:00.048130444, [-486, 3078]
2023-09-24_04:54:00.048229072, [-238, 3155]
2023-09-24_04:54:00.048327700, [108, 3182]
2023-09-24_04:54:00.048426328, [306, 2983]
2023-09-24_04:54:00.048524956, [246, 2840]
2023-09-24_04:54:00.048623584, [35, 2934]
2023-09-24_04:54:00.048722212, [-76, 3028]
2023-09-24_04:54:00.048820840, [-262, 2974]
2023-09-24_04:54:00.048919468, [-447, 2902]
2023-09-24_04:54:00.049018096, [-225, 2905]
2023-09-24_04:54:00.049116724, [43, 2993]
2023-09-24_04:54:00.049215352, [70, 2982]
2023-09-24_04:54:00.049313980, [158, 2873]
2023-09-24_04:54:00.049412608, [98, 2990]
2023-09-24_04:54:00.049511236, [5, 3241]
2023-09-24_04:54:00.049609863, [56, 3238]
2023-09-24_04:54:00.049708491, [111, 3025]
2023-09-24_04:54:00.049807119, [196, 2906]
2023-09-24_04:54:00.049905747, [275, 3018]
2023-09-24_04:54:00.050004375, [177, 3121]
2023-09-24_04:54:00.050103003, [80, 3009]
2023-09-24_04:54:00.050201631, [127, 2819]
2023-09-24_04:54:00.050300259, [21, 2711]
2023-09-24_04:54:00.050398887, [-34, 2711]
2023-09-24_04:54:00.050497515, [184, 2850]
2023-09-24_04:54:00.050596143, [186, 2890]
2023-09-24_04:54:00.050694771, [73, 2801]
2023-09-24_04:54:00.050793399, [153, 2798]
2023-09-24_04:54:00.050892027, [292, 2960]
2023-09-24_04:54:00.050990655, [446, 3031]
2023-09-24_04:54:00.051089283, [419, 2873]
2023-09-24_04:54:00.051187911, [165, 2884]
2023-09-24_04:54:00.051286539, [95, 2896]
2023-09-24_04:54:00.051385167, [156, 2806]
2023-09-24_04:54:00.051483795, [317, 2753]
2023-09-24_04:54:00.051582423, [505, 2656]
2023-09-24_04:54:00.051681051, [417, 2750]
2023-09-24_04:54:00.051779679, [379, 2933]
2023-09-24_04:54:00.051878307, [339, 2944]
2023-09-24_04:54:00.051976935, [107, 2919]
2023-09-24_04:54:00.052075562, [171, 2984]
2023-09-24_04:54:00.052174190, [402, 3063]
2023-09-24_04:54:00.052272818, [512, 3045]
2023-09-24_04:54:00.052371446, [397, 2949]
2023-09-24_04:54:00.052470074, [130, 2881]
2023-09-24_04:54:00.052568702, [60, 2916]
2023-09-24_04:54:00.052667330, [-3, 2905]
2023-09-24_04:54:00.052765958, [103, 2886]
2023-09-24_04:54:00.052864586, [246, 2923]
2023-09-24_04:54:00.052963214, [184, 2994]
2023-09-24_04:54:00.053061842, [206, 3030]
2023-09-24_04:54:00.053160470, [235, 3078]
2023-09-24_04:54:00.053259098, [283, 3197]
2023-09-24_04:54:00.053357726, [357, 3265]
2023-09-24_04:54:00.053456354, [407, 3321]
2023-09-24_04:54:00.053554982, [414, 3171]
