"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-310U3/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1054, -21]
2023-09-24_04:54:00.010750447, [-497, -815]
2023-09-24_04:54:00.010849075, [119, -670]
2023-09-24_04:54:00.010947703, [190, -571]
2023-09-24_04:54:00.011046331, [398, -605]
2023-09-24_04:54:00.011144959, [536, -693]
2023-09-24_04:54:00.011243587, [427, -817]
2023-09-24_04:54:00.011342215, [287, -599]
2023-09-24_04:54:00.011440843, [-377, -203]
2023-09-24_04:54:00.011539471, [-1403, -223]
2023-09-24_04:54:00.011638099, [-1938, -488]
2023-09-24_04:54:00.011736727, [-1299, -445]
2023-09-24_04:54:00.011835355, [-76, -350]
2023-09-24_04:54:00.011933983, [435, -471]
2023-09-24_04:54:00.012032611, [167, -552]
2023-09-24_04:54:00.012131239, [-167, -508]
2023-09-24_04:54:00.012229867, [198, -414]
2023-09-24_04:54:00.012328495, [1003, -382]
2023-09-24_04:54:00.012427122, [541, -418]
2023-09-24_04:54:00.012525750, [-239, -313]
2023-09-24_04:54:00.012624378, [-353, -318]
2023-09-24_04:54:00.012723006, [-518, -341]
2023-09-24_04:54:00.012821634, [-726, -341]
2023-09-24_04:54:00.012920262, [-648, -384]
2023-09-24_04:54:00.013018890, [-167, -138]
2023-09-24_04:54:00.013117518, [110, -85]
2023-09-24_04:54:00.013216146, [21, -292]
2023-09-24_04:54:00.013314774, [257, -454]
2023-09-24_04:54:00.013413402, [546, -324]
2023-09-24_04:54:00.013512030, [-69, -238]
2023-09-24_04:54:00.013610658, [-349, -388]
2023-09-24_04:54:00.013709286, [-487, -448]
2023-09-24_04:54:00.013807914, [-1108, -436]
2023-09-24_04:54:00.013906542, [-864, -366]
2023-09-24_04:54:00.014005170, [-6, -306]
2023-09-24_04:54:00.014103798, [108, -283]
2023-09-24_04:54:00.014202426, [-334, -335]
2023-09-24_04:54:00.014301054, [-404, -261]
2023-09-24_04:54:00.014399682, [-513, -235]
2023-09-24_04:54:00.014498310, [-929, -337]
2023-09-24_04:54:00.014596938, [-1044, -303]
2023-09-24_04:54:00.014695566, [-169, -299]
2023-09-24_04:54:00.014794194, [750, -450]
2023-09-24_04:54:00.014892821, [418, -379]
2023-09-24_04:54:00.014991449, [-563, -318]
2023-09-24_04:54:00.015090077, [-1460, -293]
2023-09-24_04:54:00.015188705, [-2419, -180]
2023-09-24_04:54:00.015287333, [-2862, -135]
2023-09-24_04:54:00.015385961, [-1718, -87]
2023-09-24_04:54:00.015484589, [-183, -201]
2023-09-24_04:54:00.015583217, [462, -227]
2023-09-24_04:54:00.015681845, [375, -52]
2023-09-24_04:54:00.015780473, [130, -152]
2023-09-24_04:54:00.015879101, [102, -228]
2023-09-24_04:54:00.015977729, [109, -275]
2023-09-24_04:54:00.016076357, [-93, -255]
2023-09-24_04:54:00.016174985, [-1048, -284]
2023-09-24_04:54:00.016273613, [-1990, -297]
2023-09-24_04:54:00.016372241, [-2083, -252]
2023-09-24_04:54:00.016470869, [-1389, -334]
2023-09-24_04:54:00.016569497, [-528, -411]
2023-09-24_04:54:00.016668125, [-455, -204]
2023-09-24_04:54:00.016766753, [-342, 4]
2023-09-24_04:54:00.016865381, [222, -73]
2023-09-24_04:54:00.016964009, [642, -254]
2023-09-24_04:54:00.017062637, [704, -224]
2023-09-24_04:54:00.017161265, [357, -192]
2023-09-24_04:54:00.017259893, [-319, -203]
2023-09-24_04:54:00.017358520, [-997, -143]
2023-09-24_04:54:00.017457148, [-1440, -261]
2023-09-24_04:54:00.017555776, [-1536, -330]
2023-09-24_04:54:00.017654404, [-720, -364]
2023-09-24_04:54:00.017753032, [157, -413]
2023-09-24_04:54:00.017851660, [-140, -389]
2023-09-24_04:54:00.017950288, [-849, -461]
2023-09-24_04:54:00.018048916, [-957, -482]
2023-09-24_04:54:00.018147544, [-301, -344]
2023-09-24_04:54:00.018246172, [588, -357]
2023-09-24_04:54:00.018344800, [1113, -370]
2023-09-24_04:54:00.018443428, [1252, -387]
2023-09-24_04:54:00.018542056, [792, -484]
2023-09-24_04:54:00.018640684, [48, -465]
2023-09-24_04:54:00.018739312, [-560, -405]
2023-09-24_04:54:00.018837940, [-1061, -456]
2023-09-24_04:54:00.018936568, [-1112, -614]
2023-09-24_04:54:00.019035196, [-543, -582]
2023-09-24_04:54:00.019133824, [366, -381]
2023-09-24_04:54:00.019232452, [1090, -113]
2023-09-24_04:54:00.019331080, [1258, -64]
2023-09-24_04:54:00.019429708, [910, -333]
2023-09-24_04:54:00.019528336, [452, -334]
2023-09-24_04:54:00.019626964, [-17, -225]
2023-09-24_04:54:00.019725592, [57, -273]
2023-09-24_04:54:00.019824220, [377, -302]
2023-09-24_04:54:00.019922847, [-40, -338]
2023-09-24_04:54:00.020021475, [-558, -294]
2023-09-24_04:54:00.020120103, [-699, -401]
2023-09-24_04:54:00.020218731, [-40, -593]
2023-09-24_04:54:00.020317359, [984, -457]
2023-09-24_04:54:00.020415987, [1515, -368]
2023-09-24_04:54:00.020514615, [1208, -536]
2023-09-24_04:54:00.020613243, [222, -525]
2023-09-24_04:54:00.020711871, [-442, -383]
2023-09-24_04:54:00.020810499, [-331, -403]
2023-09-24_04:54:00.020909127, [289, -505]
2023-09-24_04:54:00.021007755, [682, -534]
2023-09-24_04:54:00.021106383, [630, -596]
2023-09-24_04:54:00.021205011, [520, -504]
2023-09-24_04:54:00.021303639, [-12, -503]
2023-09-24_04:54:00.021402267, [-669, -475]
2023-09-24_04:54:00.021500895, [-1006, -452]
2023-09-24_04:54:00.021599523, [-874, -705]
2023-09-24_04:54:00.021698151, [-25, -713]
2023-09-24_04:54:00.021796779, [657, -534]
2023-09-24_04:54:00.021895407, [959, -435]
2023-09-24_04:54:00.021994035, [1129, -431]
2023-09-24_04:54:00.022092663, [1166, -467]
2023-09-24_04:54:00.022191291, [782, -541]
2023-09-24_04:54:00.022289919, [-27, -449]
2023-09-24_04:54:00.022388546, [-407, -402]
2023-09-24_04:54:00.022487174, [-49, -466]
2023-09-24_04:54:00.022585802, [196, -453]
2023-09-24_04:54:00.022684430, [180, -322]
2023-09-24_04:54:00.022783058, [318, -231]
2023-09-24_04:54:00.022881686, [417, -320]
2023-09-24_04:54:00.022980314, [648, -274]
2023-09-24_04:54:00.023078942, [840, -165]
2023-09-24_04:54:00.023177570, [868, -130]
2023-09-24_04:54:00.023276198, [798, -176]
2023-09-24_04:54:00.023374826, [170, -165]
2023-09-24_04:54:00.023473454, [-254, -173]
2023-09-24_04:54:00.023572082, [-196, -262]
2023-09-24_04:54:00.023670710, [-35, -449]
2023-09-24_04:54:00.023769338, [227, -603]
2023-09-24_04:54:00.023867966, [175, -581]
2023-09-24_04:54:00.023966594, [-151, -518]
2023-09-24_04:54:00.024065222, [-431, -419]
2023-09-24_04:54:00.024163850, [-782, -447]
2023-09-24_04:54:00.024262478, [-485, -604]
2023-09-24_04:54:00.024361106, [695, -607]
2023-09-24_04:54:00.024459734, [1370, -538]
2023-09-24_04:54:00.024558362, [1284, -483]
2023-09-24_04:54:00.024656990, [999, -407]
2023-09-24_04:54:00.024755618, [514, -426]
2023-09-24_04:54:00.024854245, [-180, -391]
2023-09-24_04:54:00.024952873, [-431, -360]
2023-09-24_04:54:00.025051501, [-440, -379]
2023-09-24_04:54:00.025150129, [-65, -389]
2023-09-24_04:54:00.025248757, [721, -395]
2023-09-24_04:54:00.025347385, [1175, -362]
2023-09-24_04:54:00.025446013, [994, -402]
2023-09-24_04:54:00.025544641, [510, -369]
2023-09-24_04:54:00.025643269, [185, -186]
2023-09-24_04:54:00.025741897, [161, -74]
2023-09-24_04:54:00.025840525, [197, -147]
2023-09-24_04:54:00.025939153, [-368, -301]
2023-09-24_04:54:00.026037781, [-708, -597]
2023-09-24_04:54:00.026136409, [-40, -817]
2023-09-24_04:54:00.026235037, [365, -891]
2023-09-24_04:54:00.026333665, [-60, -781]
2023-09-24_04:54:00.026432293, [-682, -547]
2023-09-24_04:54:00.026530921, [-539, -450]
2023-09-24_04:54:00.026629549, [200, -502]
2023-09-24_04:54:00.026728177, [446, -555]
2023-09-24_04:54:00.026826805, [166, -602]
2023-09-24_04:54:00.026925433, [-169, -668]
2023-09-24_04:54:00.027024061, [-190, -616]
2023-09-24_04:54:00.027122689, [44, -504]
2023-09-24_04:54:00.027221317, [-179, -460]
2023-09-24_04:54:00.027319944, [-557, -537]
2023-09-24_04:54:00.027418572, [-243, -634]
2023-09-24_04:54:00.027517200, [327, -632]
2023-09-24_04:54:00.027615828, [126, -735]
2023-09-24_04:54:00.027714456, [-785, -746]
2023-09-24_04:54:00.027813084, [-1115, -642]
2023-09-24_04:54:00.027911712, [-676, -613]
2023-09-24_04:54:00.028010340, [-370, -440]
2023-09-24_04:54:00.028108968, [40, -387]
2023-09-24_04:54:00.028207596, [205, -515]
2023-09-24_04:54:00.028306224, [-130, -632]
2023-09-24_04:54:00.028404852, [-408, -572]
2023-09-24_04:54:00.028503480, [-810, -608]
2023-09-24_04:54:00.028602108, [-695, -741]
2023-09-24_04:54:00.028700736, [38, -642]
2023-09-24_04:54:00.028799364, [362, -472]
2023-09-24_04:54:00.028897992, [-148, -514]
2023-09-24_04:54:00.028996620, [-953, -662]
2023-09-24_04:54:00.029095248, [-1030, -571]
2023-09-24_04:54:00.029193876, [-99, -376]
2023-09-24_04:54:00.029292504, [612, -453]
2023-09-24_04:54:00.029391132, [612, -663]
2023-09-24_04:54:00.029489760, [493, -715]
2023-09-24_04:54:00.029588388, [250, -649]
2023-09-24_04:54:00.029687016, [-25, -656]
2023-09-24_04:54:00.029785643, [-136, -716]
2023-09-24_04:54:00.029884271, [-360, -681]
2023-09-24_04:54:00.029982899, [-741, -563]
2023-09-24_04:54:00.030081527, [-542, -577]
2023-09-24_04:54:00.030180155, [-237, -709]
2023-09-24_04:54:00.030278783, [17, -694]
2023-09-24_04:54:00.030377411, [581, -593]
2023-09-24_04:54:00.030476039, [943, -586]
2023-09-24_04:54:00.030574667, [743, -461]
2023-09-24_04:54:00.030673295, [132, -320]
2023-09-24_04:54:00.030771923, [-588, -451]
2023-09-24_04:54:00.030870551, [-682, -629]
2023-09-24_04:54:00.030969179, [-249, -686]
2023-09-24_04:54:00.031067807, [268, -638]
2023-09-24_04:54:00.031166435, [689, -643]
2023-09-24_04:54:00.031265063, [371, -633]
2023-09-24_04:54:00.031363691, [-226, -492]
2023-09-24_04:54:00.031462319, [-595, -387]
2023-09-24_04:54:00.031560947, [-457, -352]
2023-09-24_04:54:00.031659575, [-65, -394]
2023-09-24_04:54:00.031758203, [-28, -447]
2023-09-24_04:54:00.031856831, [-171, -483]
2023-09-24_04:54:00.031955459, [-407, -449]
2023-09-24_04:54:00.032054087, [-547, -499]
2023-09-24_04:54:00.032152715, [-471, -496]
2023-09-24_04:54:00.032251342, [-451, -577]
2023-09-24_04:54:00.032349970, [-107, -718]
2023-09-24_04:54:00.032448598, [-121, -668]
2023-09-24_04:54:00.032547226, [-724, -607]
2023-09-24_04:54:00.032645854, [-666, -614]
2023-09-24_04:54:00.032744482, [-407, -662]
2023-09-24_04:54:00.032843110, [-827, -701]
2023-09-24_04:54:00.032941738, [-874, -734]
2023-09-24_04:54:00.033040366, [-342, -749]
2023-09-24_04:54:00.033138994, [-124, -532]
2023-09-24_04:54:00.033237622, [-24, -373]
2023-09-24_04:54:00.033336250, [-67, -418]
2023-09-24_04:54:00.033434878, [-280, -522]
2023-09-24_04:54:00.033533506, [-557, -621]
2023-09-24_04:54:00.033632134, [-944, -638]
2023-09-24_04:54:00.033730762, [-891, -610]
2023-09-24_04:54:00.033829390, [-555, -459]
2023-09-24_04:54:00.033928018, [-61, -437]
2023-09-24_04:54:00.034026646, [429, -566]
2023-09-24_04:54:00.034125274, [47, -587]
2023-09-24_04:54:00.034223902, [-607, -537]
2023-09-24_04:54:00.034322530, [-605, -599]
2023-09-24_04:54:00.034421158, [-215, -558]
2023-09-24_04:54:00.034519786, [-147, -338]
2023-09-24_04:54:00.034618414, [-360, -473]
2023-09-24_04:54:00.034717041, [-99, -819]
2023-09-24_04:54:00.034815669, [162, -915]
2023-09-24_04:54:00.034914297, [-115, -854]
2023-09-24_04:54:00.035012925, [-549, -737]
2023-09-24_04:54:00.035111553, [-440, -687]
2023-09-24_04:54:00.035210181, [-181, -639]
2023-09-24_04:54:00.035308809, [-260, -527]
2023-09-24_04:54:00.035407437, [-164, -575]
2023-09-24_04:54:00.035506065, [457, -573]
2023-09-24_04:54:00.035604693, [645, -481]
2023-09-24_04:54:00.035703321, [82, -526]
2023-09-24_04:54:00.035801949, [-546, -603]
2023-09-24_04:54:00.035900577, [-892, -677]
2023-09-24_04:54:00.035999205, [-1299, -757]
2023-09-24_04:54:00.036097833, [-1377, -646]
2023-09-24_04:54:00.036196461, [-803, -713]
2023-09-24_04:54:00.036295089, [-318, -856]
2023-09-24_04:54:00.036393717, [-306, -855]
2023-09-24_04:54:00.036492345, [128, -694]
2023-09-24_04:54:00.036590973, [660, -568]
2023-09-24_04:54:00.036689601, [216, -535]
2023-09-24_04:54:00.036788229, [-357, -457]
2023-09-24_04:54:00.036886857, [-546, -441]
2023-09-24_04:54:00.036985485, [-746, -394]
2023-09-24_04:54:00.037084113, [-1091, -290]
2023-09-24_04:54:00.037182740, [-1341, -273]
2023-09-24_04:54:00.037281368, [-1081, -348]
2023-09-24_04:54:00.037379996, [-755, -380]
2023-09-24_04:54:00.037478624, [-573, -399]
2023-09-24_04:54:00.037577252, [-17, -460]
2023-09-24_04:54:00.037675880, [382, -492]
2023-09-24_04:54:00.037774508, [366, -621]
2023-09-24_04:54:00.037873136, [-224, -771]
2023-09-24_04:54:00.037971764, [-863, -712]
2023-09-24_04:54:00.038070392, [-751, -590]
2023-09-24_04:54:00.038169020, [-491, -567]
2023-09-24_04:54:00.038267648, [-542, -473]
2023-09-24_04:54:00.038366276, [-354, -318]
2023-09-24_04:54:00.038464904, [138, -327]
2023-09-24_04:54:00.038563532, [425, -332]
2023-09-24_04:54:00.038662160, [335, -314]
2023-09-24_04:54:00.038760788, [140, -288]
2023-09-24_04:54:00.038859416, [-187, -467]
2023-09-24_04:54:00.038958044, [-663, -587]
2023-09-24_04:54:00.039056672, [-479, -501]
2023-09-24_04:54:00.039155300, [136, -459]
2023-09-24_04:54:00.039253928, [77, -427]
2023-09-24_04:54:00.039352556, [-519, -351]
2023-09-24_04:54:00.039451184, [-574, -242]
2023-09-24_04:54:00.039549812, [-175, -333]
2023-09-24_04:54:00.039648440, [-199, -465]
2023-09-24_04:54:00.039747067, [-471, -375]
2023-09-24_04:54:00.039845695, [-114, -415]
2023-09-24_04:54:00.039944323, [406, -500]
2023-09-24_04:54:00.040042951, [680, -334]
2023-09-24_04:54:00.040141579, [591, -192]
2023-09-24_04:54:00.040240207, [27, -341]
2023-09-24_04:54:00.040338835, [-368, -413]
2023-09-24_04:54:00.040437463, [-322, -475]
2023-09-24_04:54:00.040536091, [20, -498]
2023-09-24_04:54:00.040634719, [86, -430]
2023-09-24_04:54:00.040733347, [-192, -493]
2023-09-24_04:54:00.040831975, [-56, -379]
2023-09-24_04:54:00.040930603, [457, -221]
2023-09-24_04:54:00.041029231, [489, -368]
2023-09-24_04:54:00.041127859, [282, -455]
2023-09-24_04:54:00.041226487, [202, -411]
2023-09-24_04:54:00.041325115, [-209, -294]
2023-09-24_04:54:00.041423743, [-647, -92]
2023-09-24_04:54:00.041522371, [-694, -298]
2023-09-24_04:54:00.041620999, [-268, -573]
2023-09-24_04:54:00.041719627, [116, -672]
2023-09-24_04:54:00.041818255, [54, -697]
2023-09-24_04:54:00.041916883, [182, -605]
2023-09-24_04:54:00.042015511, [340, -271]
2023-09-24_04:54:00.042114139, [12, -174]
2023-09-24_04:54:00.042212766, [-186, -430]
2023-09-24_04:54:00.042311394, [-177, -513]
2023-09-24_04:54:00.042410022, [-240, -430]
2023-09-24_04:54:00.042508650, [-509, -326]
2023-09-24_04:54:00.042607278, [-881, -376]
2023-09-24_04:54:00.042705906, [-886, -460]
2023-09-24_04:54:00.042804534, [-786, -420]
2023-09-24_04:54:00.042903162, [-532, -436]
2023-09-24_04:54:00.043001790, [567, -438]
2023-09-24_04:54:00.043100418, [1606, -474]
2023-09-24_04:54:00.043199046, [1416, -494]
2023-09-24_04:54:00.043297674, [597, -473]
2023-09-24_04:54:00.043396302, [-198, -438]
2023-09-24_04:54:00.043494930, [-286, -474]
2023-09-24_04:54:00.043593558, [-90, -720]
2023-09-24_04:54:00.043692186, [-246, -736]
2023-09-24_04:54:00.043790814, [-313, -557]
2023-09-24_04:54:00.043889442, [-201, -471]
2023-09-24_04:54:00.043988070, [-180, -461]
2023-09-24_04:54:00.044086698, [-208, -622]
2023-09-24_04:54:00.044185326, [323, -683]
2023-09-24_04:54:00.044283954, [1089, -559]
2023-09-24_04:54:00.044382582, [1465, -426]
2023-09-24_04:54:00.044481210, [1291, -330]
2023-09-24_04:54:00.044579838, [317, -362]
2023-09-24_04:54:00.044678465, [-738, -561]
2023-09-24_04:54:00.044777093, [-1281, -755]
2023-09-24_04:54:00.044875721, [-1024, -641]
2023-09-24_04:54:00.044974349, [-267, -567]
2023-09-24_04:54:00.045072977, [366, -590]
2023-09-24_04:54:00.045171605, [937, -649]
2023-09-24_04:54:00.045270233, [1070, -714]
2023-09-24_04:54:00.045368861, [630, -608]
2023-09-24_04:54:00.045467489, [700, -651]
2023-09-24_04:54:00.045566117, [1288, -673]
2023-09-24_04:54:00.045664745, [1156, -675]
2023-09-24_04:54:00.045763373, [235, -773]
2023-09-24_04:54:00.045862001, [-658, -764]
2023-09-24_04:54:00.045960629, [-727, -576]
2023-09-24_04:54:00.046059257, [-49, -466]
2023-09-24_04:54:00.046157885, [749, -666]
2023-09-24_04:54:00.046256513, [1203, -967]
2023-09-24_04:54:00.046355141, [896, -981]
2023-09-24_04:54:00.046453769, [218, -832]
2023-09-24_04:54:00.046552397, [-305, -867]
2023-09-24_04:54:00.046651025, [-166, -890]
2023-09-24_04:54:00.046749653, [499, -710]
2023-09-24_04:54:00.046848281, [698, -553]
2023-09-24_04:54:00.046946909, [231, -580]
2023-09-24_04:54:00.047045537, [-172, -587]
2023-09-24_04:54:00.047144164, [-78, -530]
2023-09-24_04:54:00.047242792, [103, -581]
2023-09-24_04:54:00.047341420, [283, -608]
2023-09-24_04:54:00.047440048, [376, -496]
2023-09-24_04:54:00.047538676, [518, -477]
2023-09-24_04:54:00.047637304, [863, -626]
2023-09-24_04:54:00.047735932, [967, -785]
2023-09-24_04:54:00.047834560, [543, -710]
2023-09-24_04:54:00.047933188, [-246, -643]
2023-09-24_04:54:00.048031816, [-821, -651]
2023-09-24_04:54:00.048130444, [-522, -598]
2023-09-24_04:54:00.048229072, [381, -670]
2023-09-24_04:54:00.048327700, [787, -688]
2023-09-24_04:54:00.048426328, [1029, -715]
2023-09-24_04:54:00.048524956, [1349, -784]
2023-09-24_04:54:00.048623584, [1122, -956]
2023-09-24_04:54:00.048722212, [597, -1034]
2023-09-24_04:54:00.048820840, [-392, -980]
2023-09-24_04:54:00.048919468, [-1257, -1032]
2023-09-24_04:54:00.049018096, [-847, -995]
2023-09-24_04:54:00.049116724, [198, -851]
2023-09-24_04:54:00.049215352, [521, -732]
2023-09-24_04:54:00.049313980, [184, -631]
2023-09-24_04:54:00.049412608, [101, -659]
2023-09-24_04:54:00.049511236, [561, -637]
2023-09-24_04:54:00.049609863, [961, -536]
2023-09-24_04:54:00.049708491, [804, -447]
2023-09-24_04:54:00.049807119, [798, -555]
2023-09-24_04:54:00.049905747, [785, -620]
2023-09-24_04:54:00.050004375, [231, -678]
2023-09-24_04:54:00.050103003, [20, -867]
2023-09-24_04:54:00.050201631, [-32, -939]
2023-09-24_04:54:00.050300259, [-542, -1019]
2023-09-24_04:54:00.050398887, [-414, -987]
2023-09-24_04:54:00.050497515, [396, -828]
2023-09-24_04:54:00.050596143, [348, -845]
2023-09-24_04:54:00.050694771, [-209, -908]
2023-09-24_04:54:00.050793399, [113, -816]
2023-09-24_04:54:00.050892027, [859, -833]
2023-09-24_04:54:00.050990655, [1284, -768]
2023-09-24_04:54:00.051089283, [826, -558]
2023-09-24_04:54:00.051187911, [-327, -549]
2023-09-24_04:54:00.051286539, [-740, -607]
2023-09-24_04:54:00.051385167, [-1056, -773]
2023-09-24_04:54:00.051483795, [-866, -729]
2023-09-24_04:54:00.051582423, [-50, -590]
2023-09-24_04:54:00.051681051, [-31, -646]
2023-09-24_04:54:00.051779679, [-126, -617]
2023-09-24_04:54:00.051878307, [-213, -448]
2023-09-24_04:54:00.051976935, [-473, -304]
2023-09-24_04:54:00.052075562, [-287, -374]
2023-09-24_04:54:00.052174190, [460, -486]
2023-09-24_04:54:00.052272818, [787, -548]
2023-09-24_04:54:00.052371446, [208, -611]
2023-09-24_04:54:00.052470074, [-841, -650]
2023-09-24_04:54:00.052568702, [-1497, -619]
2023-09-24_04:54:00.052667330, [-1412, -548]
2023-09-24_04:54:00.052765958, [-1029, -579]
2023-09-24_04:54:00.052864586, [-446, -638]
2023-09-24_04:54:00.052963214, [46, -500]
2023-09-24_04:54:00.053061842, [150, -366]
2023-09-24_04:54:00.053160470, [-153, -471]
2023-09-24_04:54:00.053259098, [-76, -549]
2023-09-24_04:54:00.053357726, [44, -548]
2023-09-24_04:54:00.053456354, [-257, -354]
2023-09-24_04:54:00.053554982, [-56, -354]
2023-09-24_04:54:00.053653610, [-332, -438]
2023-09-24_04:54:00.053752238, [-769, -256]
2023-09-24_04:54:00.053850866, [-1035, -135]
2023-09-24_04:54:00.053949494, [-1410, -189]
2023-09-24_04:54:00.054048122, [-1284, -288]
2023-09-24_04:54:00.054146750, [-885, -417]
2023-09-24_04:54:00.054245378, [-494, -336]
2023-09-24_04:54:00.054344006, [-520, -316]
2023-09-24_04:54:00.054442634, [-772, -401]
2023-09-24_04:54:00.054541261, [-805, -428]
2023-09-24_04:54:00.054639889, [-483, -377]
2023-09-24_04:54:00.054738517, [-133, -242]
2023-09-24_04:54:00.054837145, [-156, -330]
2023-09-24_04:54:00.054935773, [-329, -409]
2023-09-24_04:54:00.055034401, [-606, -415]
2023-09-24_04:54:00.055133029, [-1369, -514]
2023-09-24_04:54:00.055231657, [-1628, -536]
