"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-305U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [930, -108]
2023-09-24_04:54:00.020021475, [-760, -228]
2023-09-24_04:54:00.020120103, [-919, -167]
2023-09-24_04:54:00.020218731, [-64, -349]
2023-09-24_04:54:00.020317359, [1079, -470]
2023-09-24_04:54:00.020415987, [1490, -375]
2023-09-24_04:54:00.020514615, [1355, -255]
2023-09-24_04:54:00.020613243, [549, -244]
2023-09-24_04:54:00.020711871, [-386, -159]
2023-09-24_04:54:00.020810499, [-458, -70]
2023-09-24_04:54:00.020909127, [148, -241]
2023-09-24_04:54:00.021007755, [586, -533]
2023-09-24_04:54:00.021106383, [512, -496]
2023-09-24_04:54:00.021205011, [197, -356]
2023-09-24_04:54:00.021303639, [-299, -280]
2023-09-24_04:54:00.021402267, [-915, -202]
2023-09-24_04:54:00.021500895, [-1282, -19]
2023-09-24_04:54:00.021599523, [-995, -24]
2023-09-24_04:54:00.021698151, [-122, -97]
2023-09-24_04:54:00.021796779, [526, -80]
2023-09-24_04:54:00.021895407, [495, -62]
2023-09-24_04:54:00.021994035, [695, -34]
2023-09-24_04:54:00.022092663, [908, 75]
2023-09-24_04:54:00.022191291, [386, 184]
2023-09-24_04:54:00.022289919, [-272, 174]
2023-09-24_04:54:00.022388546, [-784, 180]
2023-09-24_04:54:00.022487174, [-574, 100]
2023-09-24_04:54:00.022585802, [-295, -14]
2023-09-24_04:54:00.022684430, [-354, -41]
2023-09-24_04:54:00.022783058, [-383, 12]
2023-09-24_04:54:00.022881686, [-314, 55]
2023-09-24_04:54:00.022980314, [129, -30]
2023-09-24_04:54:00.023078942, [132, 77]
2023-09-24_04:54:00.023177570, [-217, 92]
2023-09-24_04:54:00.023276198, [-380, 15]
2023-09-24_04:54:00.023374826, [-654, 105]
2023-09-24_04:54:00.023473454, [-719, 275]
2023-09-24_04:54:00.023572082, [-716, 311]
2023-09-24_04:54:00.023670710, [-709, 244]
2023-09-24_04:54:00.023769338, [-390, 193]
2023-09-24_04:54:00.023867966, [-277, 157]
2023-09-24_04:54:00.023966594, [-552, 135]
2023-09-24_04:54:00.024065222, [-891, 81]
2023-09-24_04:54:00.024163850, [-1294, 148]
2023-09-24_04:54:00.024262478, [-1021, 270]
2023-09-24_04:54:00.024361106, [66, 306]
2023-09-24_04:54:00.024459734, [862, 257]
2023-09-24_04:54:00.024558362, [694, 150]
2023-09-24_04:54:00.024656990, [367, 244]
2023-09-24_04:54:00.024755618, [84, 186]
2023-09-24_04:54:00.024854245, [-641, 44]
2023-09-24_04:54:00.024952873, [-1121, 99]
2023-09-24_04:54:00.025051501, [-967, 261]
2023-09-24_04:54:00.025150129, [-472, 366]
2023-09-24_04:54:00.025248757, [146, 315]
2023-09-24_04:54:00.025347385, [501, 334]
2023-09-24_04:54:00.025446013, [386, 324]
2023-09-24_04:54:00.025544641, [22, 175]
2023-09-24_04:54:00.025643269, [-286, 34]
2023-09-24_04:54:00.025741897, [-348, -7]
2023-09-24_04:54:00.025840525, [-366, -110]
2023-09-24_04:54:00.025939153, [-905, -71]
2023-09-24_04:54:00.026037781, [-990, 204]
2023-09-24_04:54:00.026136409, [-397, 274]
2023-09-24_04:54:00.026235037, [-284, 206]
2023-09-24_04:54:00.026333665, [-591, 191]
2023-09-24_04:54:00.026432293, [-954, 133]
2023-09-24_04:54:00.026530921, [-769, 147]
2023-09-24_04:54:00.026629549, [-136, 236]
2023-09-24_04:54:00.026728177, [161, 119]
2023-09-24_04:54:00.026826805, [223, -5]
2023-09-24_04:54:00.026925433, [-49, 45]
2023-09-24_04:54:00.027024061, [-136, -11]
2023-09-24_04:54:00.027122689, [203, -264]
2023-09-24_04:54:00.027221317, [14, -80]
2023-09-24_04:54:00.027319944, [-387, 174]
2023-09-24_04:54:00.027418572, [-232, 3]
2023-09-24_04:54:00.027517200, [244, -94]
2023-09-24_04:54:00.027615828, [99, -83]
2023-09-24_04:54:00.027714456, [-798, -40]
2023-09-24_04:54:00.027813084, [-1149, -53]
2023-09-24_04:54:00.027911712, [-787, -168]
2023-09-24_04:54:00.028010340, [-22, -222]
2023-09-24_04:54:00.028108968, [796, -276]
2023-09-24_04:54:00.028207596, [752, -347]
2023-09-24_04:54:00.028306224, [199, -233]
2023-09-24_04:54:00.028404852, [12, -211]
2023-09-24_04:54:00.028503480, [-429, -195]
2023-09-24_04:54:00.028602108, [-310, -141]
2023-09-24_04:54:00.028700736, [516, -246]
2023-09-24_04:54:00.028799364, [536, -346]
2023-09-24_04:54:00.028897992, [42, -346]
2023-09-24_04:54:00.028996620, [-509, -249]
2023-09-24_04:54:00.029095248, [-718, 36]
2023-09-24_04:54:00.029193876, [-94, 183]
2023-09-24_04:54:00.029292504, [606, 85]
2023-09-24_04:54:00.029391132, [594, 3]
2023-09-24_04:54:00.029489760, [468, -61]
2023-09-24_04:54:00.029588388, [292, -83]
2023-09-24_04:54:00.029687016, [-94, -57]
2023-09-24_04:54:00.029785643, [-199, -96]
2023-09-24_04:54:00.029884271, [-127, -67]
2023-09-24_04:54:00.029982899, [-292, -111]
2023-09-24_04:54:00.030081527, [-238, -246]
2023-09-24_04:54:00.030180155, [14, -313]
2023-09-24_04:54:00.030278783, [207, -285]
2023-09-24_04:54:00.030377411, [642, -238]
2023-09-24_04:54:00.030476039, [963, -222]
2023-09-24_04:54:00.030574667, [787, -116]
2023-09-24_04:54:00.030673295, [136, -22]
2023-09-24_04:54:00.030771923, [-357, -98]
2023-09-24_04:54:00.030870551, [-333, -269]
2023-09-24_04:54:00.030969179, [-49, -348]
2023-09-24_04:54:00.031067807, [391, -373]
2023-09-24_04:54:00.031166435, [785, -319]
2023-09-24_04:54:00.031265063, [675, -327]
2023-09-24_04:54:00.031363691, [258, -451]
2023-09-24_04:54:00.031462319, [-224, -388]
2023-09-24_04:54:00.031560947, [-160, -262]
2023-09-24_04:54:00.031659575, [469, -117]
2023-09-24_04:54:00.031758203, [803, 57]
2023-09-24_04:54:00.031856831, [538, -11]
2023-09-24_04:54:00.031955459, [-57, -146]
2023-09-24_04:54:00.032054087, [-212, -113]
2023-09-24_04:54:00.032152715, [-38, -65]
2023-09-24_04:54:00.032251342, [45, -138]
2023-09-24_04:54:00.032349970, [395, -240]
2023-09-24_04:54:00.032448598, [309, -94]
2023-09-24_04:54:00.032547226, [-332, -187]
2023-09-24_04:54:00.032645854, [-293, -421]
2023-09-24_04:54:00.032744482, [-76, -308]
2023-09-24_04:54:00.032843110, [-299, -103]
2023-09-24_04:54:00.032941738, [-322, 3]
2023-09-24_04:54:00.033040366, [43, -99]
2023-09-24_04:54:00.033138994, [404, -295]
2023-09-24_04:54:00.033237622, [526, -133]
2023-09-24_04:54:00.033336250, [133, -167]
2023-09-24_04:54:00.033434878, [-364, -360]
2023-09-24_04:54:00.033533506, [-533, -326]
2023-09-24_04:54:00.033632134, [-891, -158]
2023-09-24_04:54:00.033730762, [-690, -226]
2023-09-24_04:54:00.033829390, [-215, -363]
2023-09-24_04:54:00.033928018, [270, -402]
2023-09-24_04:54:00.034026646, [776, -446]
2023-09-24_04:54:00.034125274, [281, -475]
2023-09-24_04:54:00.034223902, [-435, -368]
2023-09-24_04:54:00.034322530, [-533, -143]
2023-09-24_04:54:00.034421158, [-241, -98]
2023-09-24_04:54:00.034519786, [-360, -302]
2023-09-24_04:54:00.034618414, [-513, -320]
2023-09-24_04:54:00.034717041, [-63, -113]
2023-09-24_04:54:00.034815669, [218, 36]
2023-09-24_04:54:00.034914297, [-70, 180]
2023-09-24_04:54:00.035012925, [-578, 8]
2023-09-24_04:54:00.035111553, [-548, -156]
2023-09-24_04:54:00.035210181, [-486, -33]
2023-09-24_04:54:00.035308809, [-424, -47]
2023-09-24_04:54:00.035407437, [-125, -72]
2023-09-24_04:54:00.035506065, [188, 36]
2023-09-24_04:54:00.035604693, [248, -13]
2023-09-24_04:54:00.035703321, [-49, 99]
2023-09-24_04:54:00.035801949, [-561, 61]
2023-09-24_04:54:00.035900577, [-922, -142]
2023-09-24_04:54:00.035999205, [-1182, -93]
2023-09-24_04:54:00.036097833, [-1162, -92]
2023-09-24_04:54:00.036196461, [-726, -136]
2023-09-24_04:54:00.036295089, [-600, -47]
2023-09-24_04:54:00.036393717, [-501, 66]
2023-09-24_04:54:00.036492345, [319, 139]
2023-09-24_04:54:00.036590973, [1092, -15]
2023-09-24_04:54:00.036689601, [751, -58]
2023-09-24_04:54:00.036788229, [-86, 53]
2023-09-24_04:54:00.036886857, [-463, -63]
2023-09-24_04:54:00.036985485, [-725, 25]
2023-09-24_04:54:00.037084113, [-1028, 156]
2023-09-24_04:54:00.037182740, [-918, 120]
2023-09-24_04:54:00.037281368, [-488, 182]
2023-09-24_04:54:00.037379996, [-228, 151]
2023-09-24_04:54:00.037478624, [-18, 4]
2023-09-24_04:54:00.037577252, [363, -179]
2023-09-24_04:54:00.037675880, [759, -220]
2023-09-24_04:54:00.037774508, [699, 7]
2023-09-24_04:54:00.037873136, [-82, 21]
2023-09-24_04:54:00.037971764, [-524, 31]
2023-09-24_04:54:00.038070392, [-169, 233]
2023-09-24_04:54:00.038169020, [-120, 272]
2023-09-24_04:54:00.038267648, [-340, 63]
2023-09-24_04:54:00.038366276, [-72, -16]
2023-09-24_04:54:00.038464904, [369, -95]
2023-09-24_04:54:00.038563532, [760, -242]
2023-09-24_04:54:00.038662160, [754, -197]
2023-09-24_04:54:00.038760788, [588, -132]
2023-09-24_04:54:00.038859416, [140, -193]
2023-09-24_04:54:00.038958044, [-428, -163]
2023-09-24_04:54:00.039056672, [9, 61]
2023-09-24_04:54:00.039155300, [951, 59]
2023-09-24_04:54:00.039253928, [738, -70]
2023-09-24_04:54:00.039352556, [-58, 76]
2023-09-24_04:54:00.039451184, [42, 252]
2023-09-24_04:54:00.039549812, [564, 65]
2023-09-24_04:54:00.039648440, [679, -120]
2023-09-24_04:54:00.039747067, [461, -176]
2023-09-24_04:54:00.039845695, [719, -324]
2023-09-24_04:54:00.039944323, [1225, -390]
2023-09-24_04:54:00.040042951, [1244, -371]
2023-09-24_04:54:00.040141579, [855, -298]
2023-09-24_04:54:00.040240207, [444, -228]
2023-09-24_04:54:00.040338835, [122, -198]
2023-09-24_04:54:00.040437463, [93, -82]
2023-09-24_04:54:00.040536091, [137, 26]
2023-09-24_04:54:00.040634719, [-32, -2]
2023-09-24_04:54:00.040733347, [-177, -9]
2023-09-24_04:54:00.040831975, [96, -143]
2023-09-24_04:54:00.040930603, [452, -179]
2023-09-24_04:54:00.041029231, [511, -70]
2023-09-24_04:54:00.041127859, [461, -85]
2023-09-24_04:54:00.041226487, [88, 16]
2023-09-24_04:54:00.041325115, [-380, -15]
2023-09-24_04:54:00.041423743, [-586, -139]
2023-09-24_04:54:00.041522371, [-712, -151]
2023-09-24_04:54:00.041620999, [-338, -140]
2023-09-24_04:54:00.041719627, [-125, -81]
2023-09-24_04:54:00.041818255, [-238, 40]
2023-09-24_04:54:00.041916883, [91, -57]
2023-09-24_04:54:00.042015511, [292, -303]
2023-09-24_04:54:00.042114139, [-1, -249]
2023-09-24_04:54:00.042212766, [-180, -182]
2023-09-24_04:54:00.042311394, [-175, -225]
2023-09-24_04:54:00.042410022, [-332, -211]
2023-09-24_04:54:00.042508650, [-625, -208]
2023-09-24_04:54:00.042607278, [-1118, -119]
2023-09-24_04:54:00.042705906, [-1241, -151]
2023-09-24_04:54:00.042804534, [-1251, -245]
2023-09-24_04:54:00.042903162, [-1298, -106]
2023-09-24_04:54:00.043001790, [-441, -76]
2023-09-24_04:54:00.043100418, [660, -224]
2023-09-24_04:54:00.043199046, [715, -250]
2023-09-24_04:54:00.043297674, [-81, -193]
2023-09-24_04:54:00.043396302, [-807, -351]
2023-09-24_04:54:00.043494930, [-669, -454]
2023-09-24_04:54:00.043593558, [-370, -273]
2023-09-24_04:54:00.043692186, [-851, -152]
2023-09-24_04:54:00.043790814, [-1119, -208]
2023-09-24_04:54:00.043889442, [-979, -167]
2023-09-24_04:54:00.043988070, [-1032, -128]
2023-09-24_04:54:00.044086698, [-1107, -289]
2023-09-24_04:54:00.044185326, [-673, -266]
2023-09-24_04:54:00.044283954, [90, 40]
2023-09-24_04:54:00.044382582, [322, 65]
2023-09-24_04:54:00.044481210, [-45, -211]
2023-09-24_04:54:00.044579838, [-742, -295]
2023-09-24_04:54:00.044678465, [-1307, -270]
2023-09-24_04:54:00.044777093, [-2033, -205]
2023-09-24_04:54:00.044875721, [-2227, -199]
2023-09-24_04:54:00.044974349, [-1449, -259]
2023-09-24_04:54:00.045072977, [-575, -250]
2023-09-24_04:54:00.045171605, [74, -182]
2023-09-24_04:54:00.045270233, [108, -106]
2023-09-24_04:54:00.045368861, [-353, -201]
2023-09-24_04:54:00.045467489, [-518, -191]
2023-09-24_04:54:00.045566117, [45, -68]
2023-09-24_04:54:00.045664745, [218, -45]
2023-09-24_04:54:00.045763373, [-726, -190]
2023-09-24_04:54:00.045862001, [-1653, -306]
2023-09-24_04:54:00.045960629, [-1725, -169]
2023-09-24_04:54:00.046059257, [-1080, -62]
2023-09-24_04:54:00.046157885, [-401, -123]
2023-09-24_04:54:00.046256513, [24, -159]
2023-09-24_04:54:00.046355141, [-292, -159]
2023-09-24_04:54:00.046453769, [-875, -195]
2023-09-24_04:54:00.046552397, [-1221, -282]
2023-09-24_04:54:00.046651025, [-1272, -122]
2023-09-24_04:54:00.046749653, [-562, 105]
2023-09-24_04:54:00.046848281, [-194, 7]
2023-09-24_04:54:00.046946909, [-881, 13]
2023-09-24_04:54:00.047045537, [-1286, 35]
2023-09-24_04:54:00.047144164, [-1104, -87]
2023-09-24_04:54:00.047242792, [-712, -100]
2023-09-24_04:54:00.047341420, [-268, -214]
2023-09-24_04:54:00.047440048, [-116, -248]
2023-09-24_04:54:00.047538676, [-104, -35]
2023-09-24_04:54:00.047637304, [-22, -8]
2023-09-24_04:54:00.047735932, [149, -4]
2023-09-24_04:54:00.047834560, [-133, -61]
2023-09-24_04:54:00.047933188, [-882, -70]
2023-09-24_04:54:00.048031816, [-1364, 114]
2023-09-24_04:54:00.048130444, [-956, 35]
2023-09-24_04:54:00.048229072, [-137, -83]
2023-09-24_04:54:00.048327700, [315, -8]
2023-09-24_04:54:00.048426328, [572, -153]
2023-09-24_04:54:00.048524956, [733, -147]
2023-09-24_04:54:00.048623584, [768, -21]
2023-09-24_04:54:00.048722212, [568, -52]
2023-09-24_04:54:00.048820840, [-508, -31]
2023-09-24_04:54:00.048919468, [-1260, -136]
2023-09-24_04:54:00.049018096, [-740, -58]
2023-09-24_04:54:00.049116724, [179, 139]
2023-09-24_04:54:00.049215352, [448, -2]
2023-09-24_04:54:00.049313980, [141, 11]
2023-09-24_04:54:00.049412608, [155, 139]
2023-09-24_04:54:00.049511236, [577, 89]
2023-09-24_04:54:00.049609863, [745, 166]
2023-09-24_04:54:00.049708491, [442, 198]
2023-09-24_04:54:00.049807119, [478, -84]
2023-09-24_04:54:00.049905747, [436, -337]
2023-09-24_04:54:00.050004375, [-224, -205]
2023-09-24_04:54:00.050103003, [-408, -13]
2023-09-24_04:54:00.050201631, [-517, -57]
2023-09-24_04:54:00.050300259, [-929, -77]
2023-09-24_04:54:00.050398887, [-696, -134]
2023-09-24_04:54:00.050497515, [-34, -258]
2023-09-24_04:54:00.050596143, [84, -199]
2023-09-24_04:54:00.050694771, [-254, -12]
2023-09-24_04:54:00.050793399, [119, -28]
2023-09-24_04:54:00.050892027, [804, -142]
2023-09-24_04:54:00.050990655, [1140, -60]
2023-09-24_04:54:00.051089283, [759, 112]
2023-09-24_04:54:00.051187911, [-425, 16]
2023-09-24_04:54:00.051286539, [-943, -166]
2023-09-24_04:54:00.051385167, [-970, -118]
2023-09-24_04:54:00.051483795, [-511, -57]
2023-09-24_04:54:00.051582423, [65, -61]
2023-09-24_04:54:00.051681051, [-194, -169]
2023-09-24_04:54:00.051779679, [-194, -254]
2023-09-24_04:54:00.051878307, [-82, -145]
2023-09-24_04:54:00.051976935, [-470, 40]
2023-09-24_04:54:00.052075562, [-461, 124]
2023-09-24_04:54:00.052174190, [73, 79]
2023-09-24_04:54:00.052272818, [400, 33]
2023-09-24_04:54:00.052371446, [-213, 130]
2023-09-24_04:54:00.052470074, [-1331, 271]
2023-09-24_04:54:00.052568702, [-1546, 94]
2023-09-24_04:54:00.052667330, [-1329, -16]
2023-09-24_04:54:00.052765958, [-922, 73]
2023-09-24_04:54:00.052864586, [-201, -84]
2023-09-24_04:54:00.052963214, [126, -69]
2023-09-24_04:54:00.053061842, [9, 161]
2023-09-24_04:54:00.053160470, [-538, 208]
2023-09-24_04:54:00.053259098, [-444, 131]
2023-09-24_04:54:00.053357726, [-3, 71]
2023-09-24_04:54:00.053456354, [-147, 99]
2023-09-24_04:54:00.053554982, [-187, 83]
2023-09-24_04:54:00.053653610, [-634, 120]
2023-09-24_04:54:00.053752238, [-1040, 185]
2023-09-24_04:54:00.053850866, [-1326, 169]
2023-09-24_04:54:00.053949494, [-1492, 103]
2023-09-24_04:54:00.054048122, [-1203, 91]
2023-09-24_04:54:00.054146750, [-841, 130]
2023-09-24_04:54:00.054245378, [-504, 59]
2023-09-24_04:54:00.054344006, [-447, -80]
2023-09-24_04:54:00.054442634, [-567, -118]
2023-09-24_04:54:00.054541261, [-622, -15]
2023-09-24_04:54:00.054639889, [-310, 14]
2023-09-24_04:54:00.054738517, [71, -182]
2023-09-24_04:54:00.054837145, [-175, -135]
2023-09-24_04:54:00.054935773, [-372, 94]
2023-09-24_04:54:00.055034401, [-400, 26]
