"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-303U1/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [423, 59769]
2023-09-24_04:54:00.014399682, [295, 59844]
2023-09-24_04:54:00.014498310, [-63, 59793]
2023-09-24_04:54:00.014596938, [22, 59821]
2023-09-24_04:54:00.014695566, [896, 59704]
2023-09-24_04:54:00.014794194, [1510, 59628]
2023-09-24_04:54:00.014892821, [1211, 59570]
2023-09-24_04:54:00.014991449, [679, 59601]
2023-09-24_04:54:00.015090077, [-177, 59596]
2023-09-24_04:54:00.015188705, [-1133, 59668]
2023-09-24_04:54:00.015287333, [-1342, 59849]
2023-09-24_04:54:00.015385961, [-278, 59899]
2023-09-24_04:54:00.015484589, [993, 59776]
2023-09-24_04:54:00.015583217, [1427, 59673]
2023-09-24_04:54:00.015681845, [1370, 59642]
2023-09-24_04:54:00.015780473, [1223, 59705]
2023-09-24_04:54:00.015879101, [1183, 59868]
2023-09-24_04:54:00.015977729, [1212, 59928]
2023-09-24_04:54:00.016076357, [1072, 59814]
2023-09-24_04:54:00.016174985, [199, 59592]
2023-09-24_04:54:00.016273613, [-701, 59508]
2023-09-24_04:54:00.016372241, [-696, 59547]
2023-09-24_04:54:00.016470869, [-57, 59663]
2023-09-24_04:54:00.016569497, [539, 59814]
2023-09-24_04:54:00.016668125, [711, 59834]
2023-09-24_04:54:00.016766753, [851, 59761]
2023-09-24_04:54:00.016865381, [1232, 59764]
2023-09-24_04:54:00.016964009, [1392, 59738]
2023-09-24_04:54:00.017062637, [1156, 59817]
2023-09-24_04:54:00.017161265, [778, 59778]
2023-09-24_04:54:00.017259893, [545, 59681]
2023-09-24_04:54:00.017358520, [161, 59635]
2023-09-24_04:54:00.017457148, [-341, 59598]
2023-09-24_04:54:00.017555776, [-472, 59705]
2023-09-24_04:54:00.017654404, [109, 59664]
2023-09-24_04:54:00.017753032, [760, 59526]
2023-09-24_04:54:00.017851660, [640, 59501]
2023-09-24_04:54:00.017950288, [74, 59462]
2023-09-24_04:54:00.018048916, [-35, 59468]
2023-09-24_04:54:00.018147544, [289, 59554]
2023-09-24_04:54:00.018246172, [807, 59589]
2023-09-24_04:54:00.018344800, [1318, 59543]
2023-09-24_04:54:00.018443428, [1336, 59555]
2023-09-24_04:54:00.018542056, [709, 59520]
2023-09-24_04:54:00.018640684, [86, 59487]
2023-09-24_04:54:00.018739312, [-471, 59459]
2023-09-24_04:54:00.018837940, [-915, 59455]
2023-09-24_04:54:00.018936568, [-838, 59436]
2023-09-24_04:54:00.019035196, [-452, 59387]
2023-09-24_04:54:00.019133824, [45, 59504]
2023-09-24_04:54:00.019232452, [654, 59625]
2023-09-24_04:54:00.019331080, [788, 59654]
2023-09-24_04:54:00.019429708, [546, 59596]
2023-09-24_04:54:00.019528336, [206, 59562]
2023-09-24_04:54:00.019626964, [-139, 59559]
2023-09-24_04:54:00.019725592, [24, 59457]
2023-09-24_04:54:00.019824220, [175, 59456]
2023-09-24_04:54:00.019922847, [-307, 59465]
2023-09-24_04:54:00.020021475, [-727, 59428]
2023-09-24_04:54:00.020120103, [-766, 59426]
2023-09-24_04:54:00.020218731, [-135, 59547]
2023-09-24_04:54:00.020317359, [711, 59654]
2023-09-24_04:54:00.020415987, [989, 59540]
2023-09-24_04:54:00.020514615, [813, 59474]
2023-09-24_04:54:00.020613243, [218, 59471]
2023-09-24_04:54:00.020711871, [-558, 59445]
2023-09-24_04:54:00.020810499, [-687, 59379]
2023-09-24_04:54:00.020909127, [10, 59312]
2023-09-24_04:54:00.021007755, [450, 59250]
2023-09-24_04:54:00.021106383, [388, 59291]
2023-09-24_04:54:00.021205011, [0, 59336]
2023-09-24_04:54:00.021303639, [-559, 59405]
2023-09-24_04:54:00.021402267, [-1005, 59518]
2023-09-24_04:54:00.021500895, [-1253, 59484]
2023-09-24_04:54:00.021599523, [-1112, 59443]
2023-09-24_04:54:00.021698151, [-468, 59533]
2023-09-24_04:54:00.021796779, [149, 59623]
2023-09-24_04:54:00.021895407, [519, 59587]
2023-09-24_04:54:00.021994035, [820, 59547]
2023-09-24_04:54:00.022092663, [911, 59597]
2023-09-24_04:54:00.022191291, [746, 59708]
2023-09-24_04:54:00.022289919, [178, 59797]
2023-09-24_04:54:00.022388546, [-402, 59848]
2023-09-24_04:54:00.022487174, [-320, 59863]
2023-09-24_04:54:00.022585802, [-151, 59921]
2023-09-24_04:54:00.022684430, [-248, 59949]
2023-09-24_04:54:00.022783058, [-203, 59968]
2023-09-24_04:54:00.022881686, [-131, 60020]
2023-09-24_04:54:00.022980314, [78, 59946]
2023-09-24_04:54:00.023078942, [298, 59913]
2023-09-24_04:54:00.023177570, [265, 59845]
2023-09-24_04:54:00.023276198, [155, 59718]
2023-09-24_04:54:00.023374826, [-245, 59731]
2023-09-24_04:54:00.023473454, [-526, 59807]
2023-09-24_04:54:00.023572082, [-491, 59869]
2023-09-24_04:54:00.023670710, [-380, 59863]
2023-09-24_04:54:00.023769338, [-200, 59900]
2023-09-24_04:54:00.023867966, [-257, 59951]
2023-09-24_04:54:00.023966594, [-492, 59897]
2023-09-24_04:54:00.024065222, [-594, 59764]
2023-09-24_04:54:00.024163850, [-970, 59772]
2023-09-24_04:54:00.024262478, [-870, 59841]
2023-09-24_04:54:00.024361106, [43, 59883]
2023-09-24_04:54:00.024459734, [579, 59954]
2023-09-24_04:54:00.024558362, [415, 59977]
2023-09-24_04:54:00.024656990, [255, 59999]
2023-09-24_04:54:00.024755618, [-85, 60018]
2023-09-24_04:54:00.024854245, [-687, 60018]
2023-09-24_04:54:00.024952873, [-997, 59999]
2023-09-24_04:54:00.025051501, [-855, 59908]
2023-09-24_04:54:00.025150129, [-317, 59865]
2023-09-24_04:54:00.025248757, [325, 59756]
2023-09-24_04:54:00.025347385, [583, 59555]
2023-09-24_04:54:00.025446013, [572, 59562]
2023-09-24_04:54:00.025544641, [340, 59726]
2023-09-24_04:54:00.025643269, [43, 59846]
2023-09-24_04:54:00.025741897, [-63, 59739]
2023-09-24_04:54:00.025840525, [-77, 59706]
2023-09-24_04:54:00.025939153, [-378, 59839]
2023-09-24_04:54:00.026037781, [-550, 59892]
2023-09-24_04:54:00.026136409, [-136, 59827]
2023-09-24_04:54:00.026235037, [-92, 59692]
2023-09-24_04:54:00.026333665, [-279, 59652]
2023-09-24_04:54:00.026432293, [-484, 59690]
2023-09-24_04:54:00.026530921, [-519, 59635]
2023-09-24_04:54:00.026629549, [22, 59584]
2023-09-24_04:54:00.026728177, [277, 59722]
2023-09-24_04:54:00.026826805, [174, 59738]
2023-09-24_04:54:00.026925433, [-55, 59685]
2023-09-24_04:54:00.027024061, [-110, 59730]
2023-09-24_04:54:00.027122689, [146, 59687]
2023-09-24_04:54:00.027221317, [-26, 59711]
2023-09-24_04:54:00.027319944, [-362, 59617]
2023-09-24_04:54:00.027418572, [-324, 59541]
2023-09-24_04:54:00.027517200, [14, 59511]
2023-09-24_04:54:00.027615828, [-51, 59455]
2023-09-24_04:54:00.027714456, [-698, 59365]
2023-09-24_04:54:00.027813084, [-949, 59337]
2023-09-24_04:54:00.027911712, [-609, 59461]
2023-09-24_04:54:00.028010340, [-335, 59523]
2023-09-24_04:54:00.028108968, [261, 59502]
2023-09-24_04:54:00.028207596, [472, 59478]
2023-09-24_04:54:00.028306224, [100, 59545]
2023-09-24_04:54:00.028404852, [-211, 59587]
2023-09-24_04:54:00.028503480, [-596, 59562]
2023-09-24_04:54:00.028602108, [-387, 59642]
2023-09-24_04:54:00.028700736, [248, 59817]
2023-09-24_04:54:00.028799364, [359, 59835]
2023-09-24_04:54:00.028897992, [-83, 59615]
2023-09-24_04:54:00.028996620, [-646, 59465]
2023-09-24_04:54:00.029095248, [-683, 59473]
2023-09-24_04:54:00.029193876, [-168, 59502]
2023-09-24_04:54:00.029292504, [165, 59499]
2023-09-24_04:54:00.029391132, [211, 59535]
2023-09-24_04:54:00.029489760, [169, 59614]
2023-09-24_04:54:00.029588388, [-139, 59679]
2023-09-24_04:54:00.029687016, [-412, 59608]
2023-09-24_04:54:00.029785643, [-518, 59475]
2023-09-24_04:54:00.029884271, [-561, 59553]
2023-09-24_04:54:00.029982899, [-642, 59518]
2023-09-24_04:54:00.030081527, [-609, 59396]
2023-09-24_04:54:00.030180155, [-471, 59385]
2023-09-24_04:54:00.030278783, [-168, 59549]
2023-09-24_04:54:00.030377411, [442, 59784]
2023-09-24_04:54:00.030476039, [612, 59686]
2023-09-24_04:54:00.030574667, [314, 59479]
2023-09-24_04:54:00.030673295, [-123, 59443]
2023-09-24_04:54:00.030771923, [-423, 59532]
2023-09-24_04:54:00.030870551, [-364, 59613]
2023-09-24_04:54:00.030969179, [-196, 59530]
2023-09-24_04:54:00.031067807, [276, 59415]
2023-09-24_04:54:00.031166435, [787, 59369]
2023-09-24_04:54:00.031265063, [618, 59509]
2023-09-24_04:54:00.031363691, [136, 59746]
2023-09-24_04:54:00.031462319, [-248, 59832]
2023-09-24_04:54:00.031560947, [-295, 59790]
2023-09-24_04:54:00.031659575, [183, 59632]
2023-09-24_04:54:00.031758203, [628, 59569]
2023-09-24_04:54:00.031856831, [720, 59589]
2023-09-24_04:54:00.031955459, [306, 59492]
2023-09-24_04:54:00.032054087, [105, 59619]
2023-09-24_04:54:00.032152715, [283, 59728]
2023-09-24_04:54:00.032251342, [303, 59731]
2023-09-24_04:54:00.032349970, [533, 59732]
2023-09-24_04:54:00.032448598, [565, 59746]
2023-09-24_04:54:00.032547226, [162, 59787]
2023-09-24_04:54:00.032645854, [232, 59727]
2023-09-24_04:54:00.032744482, [510, 59625]
2023-09-24_04:54:00.032843110, [358, 59614]
2023-09-24_04:54:00.032941738, [248, 59717]
2023-09-24_04:54:00.033040366, [629, 59841]
2023-09-24_04:54:00.033138994, [794, 59945]
2023-09-24_04:54:00.033237622, [696, 59792]
2023-09-24_04:54:00.033336250, [451, 59716]
2023-09-24_04:54:00.033434878, [55, 59847]
2023-09-24_04:54:00.033533506, [-252, 59850]
2023-09-24_04:54:00.033632134, [-485, 59789]
2023-09-24_04:54:00.033730762, [-149, 59711]
2023-09-24_04:54:00.033829390, [242, 59765]
2023-09-24_04:54:00.033928018, [618, 59840]
2023-09-24_04:54:00.034026646, [1066, 59745]
2023-09-24_04:54:00.034125274, [807, 59664]
2023-09-24_04:54:00.034223902, [249, 59671]
2023-09-24_04:54:00.034322530, [86, 59818]
2023-09-24_04:54:00.034421158, [199, 59924]
2023-09-24_04:54:00.034519786, [158, 59940]
2023-09-24_04:54:00.034618414, [66, 59885]
2023-09-24_04:54:00.034717041, [385, 59862]
2023-09-24_04:54:00.034815669, [712, 59902]
2023-09-24_04:54:00.034914297, [391, 59905]
2023-09-24_04:54:00.035012925, [-169, 59916]
2023-09-24_04:54:00.035111553, [-154, 59910]
2023-09-24_04:54:00.035210181, [65, 59781]
2023-09-24_04:54:00.035308809, [201, 59702]
2023-09-24_04:54:00.035407437, [367, 59873]
2023-09-24_04:54:00.035506065, [548, 59931]
2023-09-24_04:54:00.035604693, [599, 59875]
2023-09-24_04:54:00.035703321, [364, 59813]
2023-09-24_04:54:00.035801949, [-38, 59719]
2023-09-24_04:54:00.035900577, [-306, 59717]
2023-09-24_04:54:00.035999205, [-611, 59730]
2023-09-24_04:54:00.036097833, [-636, 59713]
2023-09-24_04:54:00.036196461, [-223, 59776]
2023-09-24_04:54:00.036295089, [-38, 59846]
2023-09-24_04:54:00.036393717, [125, 59829]
2023-09-24_04:54:00.036492345, [654, 59826]
2023-09-24_04:54:00.036590973, [955, 59863]
2023-09-24_04:54:00.036689601, [606, 59873]
2023-09-24_04:54:00.036788229, [233, 59888]
2023-09-24_04:54:00.036886857, [69, 59882]
2023-09-24_04:54:00.036985485, [-297, 59827]
2023-09-24_04:54:00.037084113, [-551, 59817]
2023-09-24_04:54:00.037182740, [-549, 59795]
2023-09-24_04:54:00.037281368, [-416, 59690]
2023-09-24_04:54:00.037379996, [-205, 59679]
2023-09-24_04:54:00.037478624, [-45, 59684]
2023-09-24_04:54:00.037577252, [174, 59706]
2023-09-24_04:54:00.037675880, [428, 59739]
2023-09-24_04:54:00.037774508, [445, 59610]
2023-09-24_04:54:00.037873136, [-30, 59700]
2023-09-24_04:54:00.037971764, [-534, 59931]
2023-09-24_04:54:00.038070392, [-541, 59854]
2023-09-24_04:54:00.038169020, [-563, 59685]
2023-09-24_04:54:00.038267648, [-556, 59675]
2023-09-24_04:54:00.038366276, [-280, 59757]
2023-09-24_04:54:00.038464904, [-145, 59756]
2023-09-24_04:54:00.038563532, [-10, 59702]
2023-09-24_04:54:00.038662160, [126, 59609]
2023-09-24_04:54:00.038760788, [53, 59500]
2023-09-24_04:54:00.038859416, [-364, 59643]
2023-09-24_04:54:00.038958044, [-886, 59736]
2023-09-24_04:54:00.039056672, [-548, 59650]
2023-09-24_04:54:00.039155300, [107, 59672]
2023-09-24_04:54:00.039253928, [-105, 59759]
2023-09-24_04:54:00.039352556, [-706, 59693]
2023-09-24_04:54:00.039451184, [-715, 59518]
2023-09-24_04:54:00.039549812, [-288, 59531]
2023-09-24_04:54:00.039648440, [-118, 59680]
2023-09-24_04:54:00.039747067, [-321, 59622]
2023-09-24_04:54:00.039845695, [-226, 59602]
2023-09-24_04:54:00.039944323, [244, 59701]
2023-09-24_04:54:00.040042951, [257, 59655]
2023-09-24_04:54:00.040141579, [-104, 59627]
2023-09-24_04:54:00.040240207, [-382, 59649]
2023-09-24_04:54:00.040338835, [-406, 59645]
2023-09-24_04:54:00.040437463, [-322, 59555]
2023-09-24_04:54:00.040536091, [-248, 59548]
2023-09-24_04:54:00.040634719, [-55, 59624]
2023-09-24_04:54:00.040733347, [-137, 59635]
2023-09-24_04:54:00.040831975, [-107, 59607]
2023-09-24_04:54:00.040930603, [49, 59731]
2023-09-24_04:54:00.041029231, [38, 59711]
2023-09-24_04:54:00.041127859, [107, 59541]
2023-09-24_04:54:00.041226487, [66, 59555]
2023-09-24_04:54:00.041325115, [-237, 59590]
2023-09-24_04:54:00.041423743, [-561, 59600]
2023-09-24_04:54:00.041522371, [-680, 59641]
2023-09-24_04:54:00.041620999, [-296, 59668]
2023-09-24_04:54:00.041719627, [-107, 59629]
2023-09-24_04:54:00.041818255, [-243, 59550]
2023-09-24_04:54:00.041916883, [132, 59620]
2023-09-24_04:54:00.042015511, [293, 59774]
2023-09-24_04:54:00.042114139, [13, 59653]
2023-09-24_04:54:00.042212766, [-84, 59427]
2023-09-24_04:54:00.042311394, [-185, 59431]
2023-09-24_04:54:00.042410022, [-150, 59504]
2023-09-24_04:54:00.042508650, [-205, 59415]
2023-09-24_04:54:00.042607278, [-663, 59375]
2023-09-24_04:54:00.042705906, [-814, 59519]
2023-09-24_04:54:00.042804534, [-725, 59562]
2023-09-24_04:54:00.042903162, [-752, 59561]
2023-09-24_04:54:00.043001790, [-13, 59612]
2023-09-24_04:54:00.043100418, [863, 59662]
2023-09-24_04:54:00.043199046, [761, 59710]
2023-09-24_04:54:00.043297674, [154, 59671]
2023-09-24_04:54:00.043396302, [-394, 59532]
2023-09-24_04:54:00.043494930, [-404, 59486]
2023-09-24_04:54:00.043593558, [-81, 59503]
2023-09-24_04:54:00.043692186, [-355, 59589]
2023-09-24_04:54:00.043790814, [-605, 59600]
2023-09-24_04:54:00.043889442, [-520, 59618]
2023-09-24_04:54:00.043988070, [-445, 59760]
2023-09-24_04:54:00.044086698, [-334, 59822]
2023-09-24_04:54:00.044185326, [133, 59830]
2023-09-24_04:54:00.044283954, [754, 59864]
2023-09-24_04:54:00.044382582, [1004, 59920]
2023-09-24_04:54:00.044481210, [946, 59951]
2023-09-24_04:54:00.044579838, [255, 59843]
2023-09-24_04:54:00.044678465, [-617, 59744]
2023-09-24_04:54:00.044777093, [-1170, 59692]
2023-09-24_04:54:00.044875721, [-1104, 59691]
2023-09-24_04:54:00.044974349, [-447, 59757]
2023-09-24_04:54:00.045072977, [230, 59719]
2023-09-24_04:54:00.045171605, [736, 59682]
2023-09-24_04:54:00.045270233, [836, 59807]
2023-09-24_04:54:00.045368861, [489, 59849]
2023-09-24_04:54:00.045467489, [296, 59865]
2023-09-24_04:54:00.045566117, [599, 59997]
2023-09-24_04:54:00.045664745, [684, 60053]
2023-09-24_04:54:00.045763373, [62, 60037]
2023-09-24_04:54:00.045862001, [-714, 59858]
2023-09-24_04:54:00.045960629, [-798, 59677]
2023-09-24_04:54:00.046059257, [-83, 59624]
2023-09-24_04:54:00.046157885, [684, 59641]
2023-09-24_04:54:00.046256513, [988, 59690]
2023-09-24_04:54:00.046355141, [552, 59810]
2023-09-24_04:54:00.046453769, [-96, 59871]
2023-09-24_04:54:00.046552397, [-427, 59963]
2023-09-24_04:54:00.046651025, [-234, 60083]
2023-09-24_04:54:00.046749653, [423, 60049]
2023-09-24_04:54:00.046848281, [469, 59955]
2023-09-24_04:54:00.046946909, [-173, 59957]
2023-09-24_04:54:00.047045537, [-480, 59954]
2023-09-24_04:54:00.047144164, [-347, 59922]
2023-09-24_04:54:00.047242792, [-170, 59870]
2023-09-24_04:54:00.047341420, [36, 59785]
2023-09-24_04:54:00.047440048, [163, 59697]
2023-09-24_04:54:00.047538676, [253, 59746]
2023-09-24_04:54:00.047637304, [267, 59782]
2023-09-24_04:54:00.047735932, [140, 59888]
2023-09-24_04:54:00.047834560, [-195, 60023]
2023-09-24_04:54:00.047933188, [-861, 59982]
2023-09-24_04:54:00.048031816, [-1382, 59947]
2023-09-24_04:54:00.048130444, [-1029, 59849]
2023-09-24_04:54:00.048229072, [-336, 59753]
2023-09-24_04:54:00.048327700, [-29, 59702]
2023-09-24_04:54:00.048426328, [130, 59613]
2023-09-24_04:54:00.048524956, [184, 59637]
2023-09-24_04:54:00.048623584, [47, 59684]
2023-09-24_04:54:00.048722212, [-206, 59636]
2023-09-24_04:54:00.048820840, [-687, 59511]
2023-09-24_04:54:00.048919468, [-1298, 59444]
2023-09-24_04:54:00.049018096, [-1093, 59376]
2023-09-24_04:54:00.049116724, [-129, 59379]
2023-09-24_04:54:00.049215352, [45, 59477]
2023-09-24_04:54:00.049313980, [-299, 59427]
2023-09-24_04:54:00.049412608, [-293, 59374]
2023-09-24_04:54:00.049511236, [-45, 59344]
2023-09-24_04:54:00.049609863, [34, 59206]
2023-09-24_04:54:00.049708491, [-102, 59287]
2023-09-24_04:54:00.049807119, [12, 59388]
2023-09-24_04:54:00.049905747, [243, 59300]
2023-09-24_04:54:00.050004375, [-24, 59390]
2023-09-24_04:54:00.050103003, [-239, 59458]
2023-09-24_04:54:00.050201631, [-280, 59536]
2023-09-24_04:54:00.050300259, [-482, 59550]
2023-09-24_04:54:00.050398887, [-245, 59387]
2023-09-24_04:54:00.050497515, [265, 59375]
2023-09-24_04:54:00.050596143, [229, 59461]
2023-09-24_04:54:00.050694771, [112, 59317]
2023-09-24_04:54:00.050793399, [444, 59260]
2023-09-24_04:54:00.050892027, [1044, 59331]
2023-09-24_04:54:00.050990655, [1338, 59320]
2023-09-24_04:54:00.051089283, [926, 59311]
2023-09-24_04:54:00.051187911, [73, 59303]
2023-09-24_04:54:00.051286539, [-408, 59260]
2023-09-24_04:54:00.051385167, [-413, 59227]
2023-09-24_04:54:00.051483795, [-61, 59220]
2023-09-24_04:54:00.051582423, [380, 59288]
2023-09-24_04:54:00.051681051, [315, 59336]
2023-09-24_04:54:00.051779679, [311, 59237]
2023-09-24_04:54:00.051878307, [307, 59290]
2023-09-24_04:54:00.051976935, [-54, 59302]
2023-09-24_04:54:00.052075562, [91, 59158]
2023-09-24_04:54:00.052174190, [760, 59078]
2023-09-24_04:54:00.052272818, [928, 59201]
2023-09-24_04:54:00.052371446, [446, 59328]
2023-09-24_04:54:00.052470074, [-133, 59434]
2023-09-24_04:54:00.052568702, [-386, 59500]
2023-09-24_04:54:00.052667330, [-345, 59376]
2023-09-24_04:54:00.052765958, [-59, 59278]
2023-09-24_04:54:00.052864586, [622, 59391]
2023-09-24_04:54:00.052963214, [1093, 59643]
2023-09-24_04:54:00.053061842, [835, 59651]
2023-09-24_04:54:00.053160470, [478, 59590]
2023-09-24_04:54:00.053259098, [678, 59563]
