"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-317U2/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [270, -291]
2023-09-24_04:54:00.008580632, [475, 56]
2023-09-24_04:54:00.008679260, [235, 122]
2023-09-24_04:54:00.008777888, [292, 164]
2023-09-24_04:54:00.008876516, [551, 51]
2023-09-24_04:54:00.008975144, [323, -57]
2023-09-24_04:54:00.009073772, [-398, -20]
2023-09-24_04:54:00.009172400, [-673, 106]
2023-09-24_04:54:00.009271028, [-344, 103]
2023-09-24_04:54:00.009369656, [-325, 88]
2023-09-24_04:54:00.009468284, [-732, 149]
2023-09-24_04:54:00.009566912, [-1116, 166]
2023-09-24_04:54:00.009665540, [-917, 217]
2023-09-24_04:54:00.009764168, [-362, 235]
2023-09-24_04:54:00.009862796, [-42, 256]
2023-09-24_04:54:00.009961423, [222, 254]
2023-09-24_04:54:00.010060051, [438, 243]
2023-09-24_04:54:00.010158679, [255, 264]
2023-09-24_04:54:00.010257307, [-128, 281]
2023-09-24_04:54:00.010355935, [-462, 299]
2023-09-24_04:54:00.010454563, [-574, 235]
2023-09-24_04:54:00.010553191, [-817, 161]
2023-09-24_04:54:00.010651819, [-1041, 82]
2023-09-24_04:54:00.010750447, [-579, 73]
2023-09-24_04:54:00.010849075, [-16, 281]
2023-09-24_04:54:00.010947703, [77, 363]
2023-09-24_04:54:00.011046331, [195, 356]
2023-09-24_04:54:00.011144959, [312, 499]
2023-09-24_04:54:00.011243587, [351, 589]
2023-09-24_04:54:00.011342215, [347, 638]
2023-09-24_04:54:00.011440843, [-3, 645]
2023-09-24_04:54:00.011539471, [-613, 618]
2023-09-24_04:54:00.011638099, [-984, 489]
2023-09-24_04:54:00.011736727, [-523, 367]
2023-09-24_04:54:00.011835355, [445, 255]
2023-09-24_04:54:00.011933983, [908, 171]
2023-09-24_04:54:00.012032611, [701, 252]
2023-09-24_04:54:00.012131239, [403, 345]
2023-09-24_04:54:00.012229867, [438, 427]
2023-09-24_04:54:00.012328495, [940, 452]
2023-09-24_04:54:00.012427122, [886, 431]
2023-09-24_04:54:00.012525750, [305, 421]
2023-09-24_04:54:00.012624378, [100, 403]
2023-09-24_04:54:00.012723006, [0, 281]
2023-09-24_04:54:00.012821634, [-135, 229]
2023-09-24_04:54:00.012920262, [-45, 181]
2023-09-24_04:54:00.013018890, [366, 33]
2023-09-24_04:54:00.013117518, [627, 50]
2023-09-24_04:54:00.013216146, [697, 87]
2023-09-24_04:54:00.013314774, [824, 164]
2023-09-24_04:54:00.013413402, [941, 302]
2023-09-24_04:54:00.013512030, [591, 328]
2023-09-24_04:54:00.013610658, [352, 304]
2023-09-24_04:54:00.013709286, [129, 296]
2023-09-24_04:54:00.013807914, [-348, 294]
2023-09-24_04:54:00.013906542, [-172, 178]
2023-09-24_04:54:00.014005170, [396, 187]
2023-09-24_04:54:00.014103798, [622, 245]
2023-09-24_04:54:00.014202426, [383, 239]
2023-09-24_04:54:00.014301054, [294, 250]
2023-09-24_04:54:00.014399682, [439, 103]
2023-09-24_04:54:00.014498310, [335, 36]
2023-09-24_04:54:00.014596938, [371, -3]
2023-09-24_04:54:00.014695566, [974, -20]
2023-09-24_04:54:00.014794194, [1442, 25]
2023-09-24_04:54:00.014892821, [1292, -33]
2023-09-24_04:54:00.014991449, [883, -32]
2023-09-24_04:54:00.015090077, [220, -32]
2023-09-24_04:54:00.015188705, [-524, 24]
2023-09-24_04:54:00.015287333, [-966, 63]
2023-09-24_04:54:00.015385961, [-266, -29]
2023-09-24_04:54:00.015484589, [847, -92]
2023-09-24_04:54:00.015583217, [1304, -27]
2023-09-24_04:54:00.015681845, [1385, 11]
2023-09-24_04:54:00.015780473, [1431, -28]
2023-09-24_04:54:00.015879101, [1349, -50]
2023-09-24_04:54:00.015977729, [1111, 21]
2023-09-24_04:54:00.016076357, [887, 75]
2023-09-24_04:54:00.016174985, [220, 65]
2023-09-24_04:54:00.016273613, [-600, 89]
2023-09-24_04:54:00.016372241, [-760, 89]
2023-09-24_04:54:00.016470869, [-210, -7]
2023-09-24_04:54:00.016569497, [398, 11]
2023-09-24_04:54:00.016668125, [637, 99]
2023-09-24_04:54:00.016766753, [714, 64]
2023-09-24_04:54:00.016865381, [900, 3]
2023-09-24_04:54:00.016964009, [1073, 5]
2023-09-24_04:54:00.017062637, [1060, 58]
2023-09-24_04:54:00.017161265, [766, 15]
2023-09-24_04:54:00.017259893, [536, -50]
2023-09-24_04:54:00.017358520, [289, -62]
2023-09-24_04:54:00.017457148, [-133, -24]
2023-09-24_04:54:00.017555776, [-279, -34]
2023-09-24_04:54:00.017654404, [151, -43]
2023-09-24_04:54:00.017753032, [751, -12]
2023-09-24_04:54:00.017851660, [663, -30]
2023-09-24_04:54:00.017950288, [34, 32]
2023-09-24_04:54:00.018048916, [-90, 190]
2023-09-24_04:54:00.018147544, [294, 220]
2023-09-24_04:54:00.018246172, [649, 97]
2023-09-24_04:54:00.018344800, [910, 27]
2023-09-24_04:54:00.018443428, [937, -37]
2023-09-24_04:54:00.018542056, [637, -20]
2023-09-24_04:54:00.018640684, [267, -53]
2023-09-24_04:54:00.018739312, [-176, 42]
2023-09-24_04:54:00.018837940, [-705, 138]
2023-09-24_04:54:00.018936568, [-839, 180]
2023-09-24_04:54:00.019035196, [-496, 163]
2023-09-24_04:54:00.019133824, [67, 128]
2023-09-24_04:54:00.019232452, [569, 108]
2023-09-24_04:54:00.019331080, [691, 15]
2023-09-24_04:54:00.019429708, [504, 50]
2023-09-24_04:54:00.019528336, [243, 111]
2023-09-24_04:54:00.019626964, [-148, 115]
2023-09-24_04:54:00.019725592, [-217, 122]
2023-09-24_04:54:00.019824220, [-2, -49]
2023-09-24_04:54:00.019922847, [-367, -160]
2023-09-24_04:54:00.020021475, [-868, -112]
2023-09-24_04:54:00.020120103, [-1015, -3]
2023-09-24_04:54:00.020218731, [-490, 135]
2023-09-24_04:54:00.020317359, [264, 88]
2023-09-24_04:54:00.020415987, [589, 21]
2023-09-24_04:54:00.020514615, [573, 58]
2023-09-24_04:54:00.020613243, [80, 76]
2023-09-24_04:54:00.020711871, [-392, 2]
2023-09-24_04:54:00.020810499, [-412, -97]
2023-09-24_04:54:00.020909127, [95, -61]
2023-09-24_04:54:00.021007755, [487, -28]
2023-09-24_04:54:00.021106383, [563, -25]
2023-09-24_04:54:00.021205011, [492, -49]
2023-09-24_04:54:00.021303639, [187, 12]
2023-09-24_04:54:00.021402267, [-154, 143]
2023-09-24_04:54:00.021500895, [-562, 108]
2023-09-24_04:54:00.021599523, [-556, 86]
2023-09-24_04:54:00.021698151, [59, 103]
2023-09-24_04:54:00.021796779, [536, 79]
2023-09-24_04:54:00.021895407, [653, 54]
2023-09-24_04:54:00.021994035, [748, 129]
2023-09-24_04:54:00.022092663, [854, 201]
2023-09-24_04:54:00.022191291, [505, 160]
2023-09-24_04:54:00.022289919, [-198, 64]
2023-09-24_04:54:00.022388546, [-680, 40]
2023-09-24_04:54:00.022487174, [-460, 22]
2023-09-24_04:54:00.022585802, [-326, -56]
2023-09-24_04:54:00.022684430, [-393, -173]
2023-09-24_04:54:00.022783058, [-273, -191]
2023-09-24_04:54:00.022881686, [-236, -82]
2023-09-24_04:54:00.022980314, [-4, -27]
2023-09-24_04:54:00.023078942, [182, -33]
2023-09-24_04:54:00.023177570, [33, -106]
2023-09-24_04:54:00.023276198, [-124, -241]
2023-09-24_04:54:00.023374826, [-533, -194]
2023-09-24_04:54:00.023473454, [-703, -152]
2023-09-24_04:54:00.023572082, [-485, -225]
2023-09-24_04:54:00.023670710, [-314, -201]
2023-09-24_04:54:00.023769338, [-27, -262]
2023-09-24_04:54:00.023867966, [-20, -207]
2023-09-24_04:54:00.023966594, [-362, -56]
2023-09-24_04:54:00.024065222, [-603, -89]
2023-09-24_04:54:00.024163850, [-890, -136]
2023-09-24_04:54:00.024262478, [-748, -193]
2023-09-24_04:54:00.024361106, [34, -331]
2023-09-24_04:54:00.024459734, [458, -323]
2023-09-24_04:54:00.024558362, [329, -162]
2023-09-24_04:54:00.024656990, [177, -48]
2023-09-24_04:54:00.024755618, [-246, -69]
2023-09-24_04:54:00.024854245, [-826, -142]
2023-09-24_04:54:00.024952873, [-1113, -189]
2023-09-24_04:54:00.025051501, [-1046, -174]
2023-09-24_04:54:00.025150129, [-634, -63]
2023-09-24_04:54:00.025248757, [-148, 86]
2023-09-24_04:54:00.025347385, [73, 28]
2023-09-24_04:54:00.025446013, [153, -197]
2023-09-24_04:54:00.025544641, [75, -289]
2023-09-24_04:54:00.025643269, [-202, -228]
2023-09-24_04:54:00.025741897, [-237, -185]
2023-09-24_04:54:00.025840525, [-204, -253]
2023-09-24_04:54:00.025939153, [-628, -310]
2023-09-24_04:54:00.026037781, [-671, -253]
2023-09-24_04:54:00.026136409, [-132, -219]
2023-09-24_04:54:00.026235037, [63, -244]
2023-09-24_04:54:00.026333665, [-171, -151]
2023-09-24_04:54:00.026432293, [-317, -138]
2023-09-24_04:54:00.026530921, [-78, -109]
2023-09-24_04:54:00.026629549, [355, -92]
2023-09-24_04:54:00.026728177, [587, -173]
2023-09-24_04:54:00.026826805, [567, -125]
2023-09-24_04:54:00.026925433, [344, -98]
2023-09-24_04:54:00.027024061, [117, -185]
2023-09-24_04:54:00.027122689, [160, -209]
2023-09-24_04:54:00.027221317, [223, -128]
2023-09-24_04:54:00.027319944, [121, -25]
2023-09-24_04:54:00.027418572, [51, 41]
2023-09-24_04:54:00.027517200, [340, 13]
2023-09-24_04:54:00.027615828, [281, -69]
2023-09-24_04:54:00.027714456, [-304, -48]
2023-09-24_04:54:00.027813084, [-445, -14]
2023-09-24_04:54:00.027911712, [-147, -33]
2023-09-24_04:54:00.028010340, [152, 4]
2023-09-24_04:54:00.028108968, [454, 132]
2023-09-24_04:54:00.028207596, [554, 170]
2023-09-24_04:54:00.028306224, [293, 71]
2023-09-24_04:54:00.028404852, [-58, 31]
2023-09-24_04:54:00.028503480, [-498, -13]
2023-09-24_04:54:00.028602108, [-508, -65]
2023-09-24_04:54:00.028700736, [-84, -133]
2023-09-24_04:54:00.028799364, [0, -15]
2023-09-24_04:54:00.028897992, [-398, 227]
2023-09-24_04:54:00.028996620, [-814, 213]
2023-09-24_04:54:00.029095248, [-908, 132]
2023-09-24_04:54:00.029193876, [-533, 152]
2023-09-24_04:54:00.029292504, [-51, 138]
2023-09-24_04:54:00.029391132, [58, 152]
2023-09-24_04:54:00.029489760, [-37, 136]
2023-09-24_04:54:00.029588388, [-332, 16]
2023-09-24_04:54:00.029687016, [-529, -23]
2023-09-24_04:54:00.029785643, [-378, -10]
2023-09-24_04:54:00.029884271, [-311, -10]
2023-09-24_04:54:00.029982899, [-534, 60]
2023-09-24_04:54:00.030081527, [-588, 169]
2023-09-24_04:54:00.030180155, [-554, 159]
2023-09-24_04:54:00.030278783, [-274, 178]
2023-09-24_04:54:00.030377411, [332, 166]
2023-09-24_04:54:00.030476039, [520, 140]
2023-09-24_04:54:00.030574667, [305, 189]
2023-09-24_04:54:00.030673295, [-130, 132]
2023-09-24_04:54:00.030771923, [-376, 115]
2023-09-24_04:54:00.030870551, [-404, 218]
2023-09-24_04:54:00.030969179, [-328, 265]
2023-09-24_04:54:00.031067807, [35, 236]
2023-09-24_04:54:00.031166435, [442, 272]
2023-09-24_04:54:00.031265063, [421, 364]
2023-09-24_04:54:00.031363691, [211, 494]
2023-09-24_04:54:00.031462319, [-74, 447]
2023-09-24_04:54:00.031560947, [-101, 406]
2023-09-24_04:54:00.031659575, [281, 483]
2023-09-24_04:54:00.031758203, [602, 442]
2023-09-24_04:54:00.031856831, [592, 270]
2023-09-24_04:54:00.031955459, [134, 179]
2023-09-24_04:54:00.032054087, [16, 131]
2023-09-24_04:54:00.032152715, [315, 89]
2023-09-24_04:54:00.032251342, [441, 77]
2023-09-24_04:54:00.032349970, [652, 29]
2023-09-24_04:54:00.032448598, [670, 19]
2023-09-24_04:54:00.032547226, [499, 108]
2023-09-24_04:54:00.032645854, [659, 214]
2023-09-24_04:54:00.032744482, [912, 302]
2023-09-24_04:54:00.032843110, [810, 320]
2023-09-24_04:54:00.032941738, [660, 312]
2023-09-24_04:54:00.033040366, [857, 291]
2023-09-24_04:54:00.033138994, [996, 252]
2023-09-24_04:54:00.033237622, [1087, 163]
2023-09-24_04:54:00.033336250, [926, 115]
2023-09-24_04:54:00.033434878, [648, 167]
2023-09-24_04:54:00.033533506, [397, 211]
2023-09-24_04:54:00.033632134, [-37, 235]
2023-09-24_04:54:00.033730762, [29, 263]
2023-09-24_04:54:00.033829390, [380, 376]
2023-09-24_04:54:00.033928018, [824, 376]
2023-09-24_04:54:00.034026646, [1154, 270]
2023-09-24_04:54:00.034125274, [577, 284]
2023-09-24_04:54:00.034223902, [44, 341]
2023-09-24_04:54:00.034322530, [82, 326]
2023-09-24_04:54:00.034421158, [268, 289]
2023-09-24_04:54:00.034519786, [403, 353]
2023-09-24_04:54:00.034618414, [406, 383]
2023-09-24_04:54:00.034717041, [548, 272]
2023-09-24_04:54:00.034815669, [633, 284]
2023-09-24_04:54:00.034914297, [455, 327]
2023-09-24_04:54:00.035012925, [68, 305]
2023-09-24_04:54:00.035111553, [140, 263]
2023-09-24_04:54:00.035210181, [465, 210]
2023-09-24_04:54:00.035308809, [525, 320]
2023-09-24_04:54:00.035407437, [614, 434]
2023-09-24_04:54:00.035506065, [872, 383]
2023-09-24_04:54:00.035604693, [1014, 321]
2023-09-24_04:54:00.035703321, [879, 235]
2023-09-24_04:54:00.035801949, [464, 187]
2023-09-24_04:54:00.035900577, [281, 252]
2023-09-24_04:54:00.035999205, [193, 275]
2023-09-24_04:54:00.036097833, [87, 208]
2023-09-24_04:54:00.036196461, [463, 100]
2023-09-24_04:54:00.036295089, [680, 171]
2023-09-24_04:54:00.036393717, [666, 174]
2023-09-24_04:54:00.036492345, [1097, 114]
2023-09-24_04:54:00.036590973, [1496, 139]
2023-09-24_04:54:00.036689601, [1140, 139]
2023-09-24_04:54:00.036788229, [665, 175]
2023-09-24_04:54:00.036886857, [506, 96]
2023-09-24_04:54:00.036985485, [252, 46]
2023-09-24_04:54:00.037084113, [-30, 83]
2023-09-24_04:54:00.037182740, [-183, -13]
2023-09-24_04:54:00.037281368, [-94, -12]
2023-09-24_04:54:00.037379996, [223, -46]
2023-09-24_04:54:00.037478624, [372, -137]
2023-09-24_04:54:00.037577252, [465, -120]
2023-09-24_04:54:00.037675880, [599, -166]
2023-09-24_04:54:00.037774508, [511, -161]
2023-09-24_04:54:00.037873136, [38, -79]
2023-09-24_04:54:00.037971764, [-331, -39]
2023-09-24_04:54:00.038070392, [-78, -18]
2023-09-24_04:54:00.038169020, [90, -32]
2023-09-24_04:54:00.038267648, [-71, -64]
2023-09-24_04:54:00.038366276, [21, 45]
2023-09-24_04:54:00.038464904, [124, 50]
2023-09-24_04:54:00.038563532, [122, -74]
2023-09-24_04:54:00.038662160, [98, -147]
2023-09-24_04:54:00.038760788, [1, -196]
2023-09-24_04:54:00.038859416, [-311, -225]
2023-09-24_04:54:00.038958044, [-660, -267]
2023-09-24_04:54:00.039056672, [-590, -321]
2023-09-24_04:54:00.039155300, [-180, -243]
2023-09-24_04:54:00.039253928, [-143, -223]
2023-09-24_04:54:00.039352556, [-628, -237]
2023-09-24_04:54:00.039451184, [-728, -137]
2023-09-24_04:54:00.039549812, [-399, -154]
2023-09-24_04:54:00.039648440, [-328, -200]
2023-09-24_04:54:00.039747067, [-492, -150]
2023-09-24_04:54:00.039845695, [-500, -117]
2023-09-24_04:54:00.039944323, [-136, -182]
2023-09-24_04:54:00.040042951, [111, -198]
2023-09-24_04:54:00.040141579, [-320, -184]
2023-09-24_04:54:00.040240207, [-728, -232]
2023-09-24_04:54:00.040338835, [-750, -262]
2023-09-24_04:54:00.040437463, [-694, -254]
2023-09-24_04:54:00.040536091, [-634, -187]
2023-09-24_04:54:00.040634719, [-670, -158]
2023-09-24_04:54:00.040733347, [-894, -161]
2023-09-24_04:54:00.040831975, [-667, -131]
2023-09-24_04:54:00.040930603, [-180, -146]
2023-09-24_04:54:00.041029231, [-63, -93]
2023-09-24_04:54:00.041127859, [-34, -43]
2023-09-24_04:54:00.041226487, [-96, -97]
2023-09-24_04:54:00.041325115, [-372, -168]
2023-09-24_04:54:00.041423743, [-576, -159]
2023-09-24_04:54:00.041522371, [-519, -175]
2023-09-24_04:54:00.041620999, [-91, -65]
2023-09-24_04:54:00.041719627, [114, 110]
2023-09-24_04:54:00.041818255, [-34, 121]
2023-09-24_04:54:00.041916883, [253, 127]
2023-09-24_04:54:00.042015511, [490, 75]
2023-09-24_04:54:00.042114139, [302, -64]
2023-09-24_04:54:00.042212766, [103, -17]
2023-09-24_04:54:00.042311394, [-21, 78]
2023-09-24_04:54:00.042410022, [17, 153]
2023-09-24_04:54:00.042508650, [-159, 208]
2023-09-24_04:54:00.042607278, [-654, 169]
2023-09-24_04:54:00.042705906, [-718, -8]
2023-09-24_04:54:00.042804534, [-592, -106]
2023-09-24_04:54:00.042903162, [-499, -50]
2023-09-24_04:54:00.043001790, [124, -15]
2023-09-24_04:54:00.043100418, [801, 24]
2023-09-24_04:54:00.043199046, [729, 127]
2023-09-24_04:54:00.043297674, [175, 216]
2023-09-24_04:54:00.043396302, [-355, 112]
2023-09-24_04:54:00.043494930, [-513, 64]
2023-09-24_04:54:00.043593558, [-400, 114]
2023-09-24_04:54:00.043692186, [-507, 133]
2023-09-24_04:54:00.043790814, [-582, 69]
2023-09-24_04:54:00.043889442, [-697, 19]
2023-09-24_04:54:00.043988070, [-884, 98]
2023-09-24_04:54:00.044086698, [-788, 136]
2023-09-24_04:54:00.044185326, [-345, 122]
2023-09-24_04:54:00.044283954, [238, 128]
2023-09-24_04:54:00.044382582, [557, -21]
2023-09-24_04:54:00.044481210, [439, -11]
2023-09-24_04:54:00.044579838, [-80, 159]
2023-09-24_04:54:00.044678465, [-589, 202]
2023-09-24_04:54:00.044777093, [-950, 161]
2023-09-24_04:54:00.044875721, [-871, 195]
2023-09-24_04:54:00.044974349, [-377, 364]
2023-09-24_04:54:00.045072977, [103, 402]
2023-09-24_04:54:00.045171605, [472, 298]
2023-09-24_04:54:00.045270233, [524, 221]
2023-09-24_04:54:00.045368861, [292, 146]
2023-09-24_04:54:00.045467489, [418, 103]
2023-09-24_04:54:00.045566117, [778, -18]
2023-09-24_04:54:00.045664745, [652, -104]
2023-09-24_04:54:00.045763373, [-19, 29]
2023-09-24_04:54:00.045862001, [-702, 49]
2023-09-24_04:54:00.045960629, [-808, -24]
2023-09-24_04:54:00.046059257, [-412, 82]
2023-09-24_04:54:00.046157885, [121, 164]
2023-09-24_04:54:00.046256513, [460, 124]
2023-09-24_04:54:00.046355141, [300, 46]
2023-09-24_04:54:00.046453769, [-62, 28]
2023-09-24_04:54:00.046552397, [-354, 185]
2023-09-24_04:54:00.046651025, [-282, 165]
2023-09-24_04:54:00.046749653, [140, -31]
2023-09-24_04:54:00.046848281, [237, -111]
2023-09-24_04:54:00.046946909, [-173, -51]
2023-09-24_04:54:00.047045537, [-571, 67]
2023-09-24_04:54:00.047144164, [-652, 84]
2023-09-24_04:54:00.047242792, [-433, 101]
2023-09-24_04:54:00.047341420, [-33, 2]
2023-09-24_04:54:00.047440048, [291, -131]
2023-09-24_04:54:00.047538676, [397, -113]
2023-09-24_04:54:00.047637304, [443, -144]
2023-09-24_04:54:00.047735932, [418, -74]
2023-09-24_04:54:00.047834560, [-15, -3]
2023-09-24_04:54:00.047933188, [-708, -84]
2023-09-24_04:54:00.048031816, [-1056, -147]
2023-09-24_04:54:00.048130444, [-685, -147]
2023-09-24_04:54:00.048229072, [-26, -168]
2023-09-24_04:54:00.048327700, [278, -112]
2023-09-24_04:54:00.048426328, [437, -12]
2023-09-24_04:54:00.048524956, [569, 16]
2023-09-24_04:54:00.048623584, [512, -35]
2023-09-24_04:54:00.048722212, [232, -38]
2023-09-24_04:54:00.048820840, [-377, 96]
2023-09-24_04:54:00.048919468, [-1173, 238]
2023-09-24_04:54:00.049018096, [-1058, 156]
2023-09-24_04:54:00.049116724, [-269, 72]
2023-09-24_04:54:00.049215352, [-150, 42]
2023-09-24_04:54:00.049313980, [-361, -12]
2023-09-24_04:54:00.049412608, [-413, 67]
2023-09-24_04:54:00.049511236, [-324, 75]
2023-09-24_04:54:00.049609863, [-291, -34]
2023-09-24_04:54:00.049708491, [-372, -66]
2023-09-24_04:54:00.049807119, [-262, 95]
2023-09-24_04:54:00.049905747, [-130, 181]
2023-09-24_04:54:00.050004375, [-461, 168]
2023-09-24_04:54:00.050103003, [-676, 206]
2023-09-24_04:54:00.050201631, [-747, 316]
2023-09-24_04:54:00.050300259, [-1063, 299]
2023-09-24_04:54:00.050398887, [-876, 192]
2023-09-24_04:54:00.050497515, [-273, 226]
2023-09-24_04:54:00.050596143, [-162, 249]
2023-09-24_04:54:00.050694771, [-292, 200]
2023-09-24_04:54:00.050793399, [-85, 150]
2023-09-24_04:54:00.050892027, [215, 115]
2023-09-24_04:54:00.050990655, [504, 235]
2023-09-24_04:54:00.051089283, [414, 289]
2023-09-24_04:54:00.051187911, [-322, 235]
2023-09-24_04:54:00.051286539, [-723, 240]
2023-09-24_04:54:00.051385167, [-797, 187]
2023-09-24_04:54:00.051483795, [-482, 142]
2023-09-24_04:54:00.051582423, [106, 11]
2023-09-24_04:54:00.051681051, [85, -32]
2023-09-24_04:54:00.051779679, [43, 30]
2023-09-24_04:54:00.051878307, [71, 85]
2023-09-24_04:54:00.051976935, [-157, 145]
2023-09-24_04:54:00.052075562, [118, 115]
2023-09-24_04:54:00.052174190, [634, 184]
2023-09-24_04:54:00.052272818, [688, 204]
2023-09-24_04:54:00.052371446, [215, 171]
2023-09-24_04:54:00.052470074, [-460, 180]
2023-09-24_04:54:00.052568702, [-651, 152]
2023-09-24_04:54:00.052667330, [-467, 148]
2023-09-24_04:54:00.052765958, [-202, 210]
2023-09-24_04:54:00.052864586, [194, 180]
2023-09-24_04:54:00.052963214, [558, 57]
2023-09-24_04:54:00.053061842, [469, -82]
2023-09-24_04:54:00.053160470, [40, -67]
2023-09-24_04:54:00.053259098, [160, 62]
2023-09-24_04:54:00.053357726, [457, 109]
2023-09-24_04:54:00.053456354, [380, 69]
2023-09-24_04:54:00.053554982, [437, 123]
2023-09-24_04:54:00.053653610, [180, 192]
2023-09-24_04:54:00.053752238, [-140, 160]
2023-09-24_04:54:00.053850866, [-233, 130]
2023-09-24_04:54:00.053949494, [-332, 106]
2023-09-24_04:54:00.054048122, [-100, 44]
2023-09-24_04:54:00.054146750, [284, -17]
2023-09-24_04:54:00.054245378, [580, 28]
2023-09-24_04:54:00.054344006, [553, -46]
2023-09-24_04:54:00.054442634, [330, -40]
2023-09-24_04:54:00.054541261, [322, -103]
2023-09-24_04:54:00.054639889, [521, -157]
2023-09-24_04:54:00.054738517, [719, -28]
2023-09-24_04:54:00.054837145, [640, 60]
2023-09-24_04:54:00.054935773, [582, 176]
2023-09-24_04:54:00.055034401, [545, 160]
2023-09-24_04:54:00.055133029, [232, -7]
2023-09-24_04:54:00.055231657, [68, -86]
2023-09-24_04:54:00.055330285, [311, -102]
2023-09-24_04:54:00.055428913, [683, -27]
2023-09-24_04:54:00.055527541, [981, -34]
2023-09-24_04:54:00.055626169, [1152, -16]
