"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-301U5/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [731, 257]
2023-09-24_04:54:00.014991449, [-24, 44]
2023-09-24_04:54:00.015090077, [-767, 60]
2023-09-24_04:54:00.015188705, [-1629, 187]
2023-09-24_04:54:00.015287333, [-1802, 255]
2023-09-24_04:54:00.015385961, [-820, 94]
2023-09-24_04:54:00.015484589, [449, 62]
2023-09-24_04:54:00.015583217, [709, 55]
2023-09-24_04:54:00.015681845, [555, 67]
2023-09-24_04:54:00.015780473, [536, 109]
2023-09-24_04:54:00.015879101, [600, 29]
2023-09-24_04:54:00.015977729, [528, -68]
2023-09-24_04:54:00.016076357, [295, -129]
2023-09-24_04:54:00.016174985, [-141, -174]
2023-09-24_04:54:00.016273613, [-775, -194]
2023-09-24_04:54:00.016372241, [-838, -221]
2023-09-24_04:54:00.016470869, [-242, -177]
2023-09-24_04:54:00.016569497, [296, -52]
2023-09-24_04:54:00.016668125, [436, 34]
2023-09-24_04:54:00.016766753, [538, 165]
2023-09-24_04:54:00.016865381, [843, 134]
2023-09-24_04:54:00.016964009, [990, 7]
2023-09-24_04:54:00.017062637, [977, -31]
2023-09-24_04:54:00.017161265, [748, 25]
2023-09-24_04:54:00.017259893, [462, 29]
2023-09-24_04:54:00.017358520, [62, -103]
2023-09-24_04:54:00.017457148, [-407, -140]
2023-09-24_04:54:00.017555776, [-334, 22]
2023-09-24_04:54:00.017654404, [178, 42]
2023-09-24_04:54:00.017753032, [608, -76]
2023-09-24_04:54:00.017851660, [560, -77]
2023-09-24_04:54:00.017950288, [108, -125]
2023-09-24_04:54:00.018048916, [-12, -214]
2023-09-24_04:54:00.018147544, [313, -153]
2023-09-24_04:54:00.018246172, [807, -214]
2023-09-24_04:54:00.018344800, [1206, -164]
2023-09-24_04:54:00.018443428, [1236, -141]
2023-09-24_04:54:00.018542056, [845, -209]
2023-09-24_04:54:00.018640684, [387, -81]
2023-09-24_04:54:00.018739312, [-24, -114]
2023-09-24_04:54:00.018837940, [-433, -158]
2023-09-24_04:54:00.018936568, [-244, -218]
2023-09-24_04:54:00.019035196, [273, -364]
2023-09-24_04:54:00.019133824, [660, -221]
2023-09-24_04:54:00.019232452, [1173, -24]
2023-09-24_04:54:00.019331080, [1300, 21]
2023-09-24_04:54:00.019429708, [928, 5]
2023-09-24_04:54:00.019528336, [545, -4]
2023-09-24_04:54:00.019626964, [141, -71]
2023-09-24_04:54:00.019725592, [205, -138]
2023-09-24_04:54:00.019824220, [444, -213]
2023-09-24_04:54:00.019922847, [107, -388]
2023-09-24_04:54:00.020021475, [-297, -540]
2023-09-24_04:54:00.020120103, [-668, -422]
2023-09-24_04:54:00.020218731, [-178, -195]
2023-09-24_04:54:00.020317359, [678, -147]
2023-09-24_04:54:00.020415987, [862, -241]
2023-09-24_04:54:00.020514615, [630, -245]
2023-09-24_04:54:00.020613243, [77, -189]
2023-09-24_04:54:00.020711871, [-394, -180]
2023-09-24_04:54:00.020810499, [-385, -76]
2023-09-24_04:54:00.020909127, [92, -98]
2023-09-24_04:54:00.021007755, [498, -64]
2023-09-24_04:54:00.021106383, [450, 106]
2023-09-24_04:54:00.021205011, [76, 194]
2023-09-24_04:54:00.021303639, [-417, 238]
2023-09-24_04:54:00.021402267, [-803, 54]
2023-09-24_04:54:00.021500895, [-1126, -61]
2023-09-24_04:54:00.021599523, [-1031, -256]
2023-09-24_04:54:00.021698151, [-277, -400]
2023-09-24_04:54:00.021796779, [345, -200]
2023-09-24_04:54:00.021895407, [551, -90]
2023-09-24_04:54:00.021994035, [672, -95]
2023-09-24_04:54:00.022092663, [864, -13]
2023-09-24_04:54:00.022191291, [680, 53]
2023-09-24_04:54:00.022289919, [17, 126]
2023-09-24_04:54:00.022388546, [-394, -6]
2023-09-24_04:54:00.022487174, [-61, -95]
2023-09-24_04:54:00.022585802, [175, -120]
2023-09-24_04:54:00.022684430, [130, -236]
2023-09-24_04:54:00.022783058, [174, -104]
2023-09-24_04:54:00.022881686, [188, 78]
2023-09-24_04:54:00.022980314, [341, 31]
2023-09-24_04:54:00.023078942, [474, -84]
2023-09-24_04:54:00.023177570, [473, -1]
2023-09-24_04:54:00.023276198, [356, 111]
2023-09-24_04:54:00.023374826, [-162, 125]
2023-09-24_04:54:00.023473454, [-432, 87]
2023-09-24_04:54:00.023572082, [-308, 124]
2023-09-24_04:54:00.023670710, [-182, 175]
2023-09-24_04:54:00.023769338, [8, 34]
2023-09-24_04:54:00.023867966, [16, -14]
2023-09-24_04:54:00.023966594, [-203, 67]
2023-09-24_04:54:00.024065222, [-457, 174]
2023-09-24_04:54:00.024163850, [-784, 123]
2023-09-24_04:54:00.024262478, [-505, 44]
2023-09-24_04:54:00.024361106, [423, 53]
2023-09-24_04:54:00.024459734, [850, 213]
2023-09-24_04:54:00.024558362, [830, 322]
2023-09-24_04:54:00.024656990, [696, 126]
2023-09-24_04:54:00.024755618, [235, -75]
2023-09-24_04:54:00.024854245, [-347, -120]
2023-09-24_04:54:00.024952873, [-589, -54]
2023-09-24_04:54:00.025051501, [-556, 32]
2023-09-24_04:54:00.025150129, [-116, 198]
2023-09-24_04:54:00.025248757, [588, 135]
2023-09-24_04:54:00.025347385, [859, 52]
2023-09-24_04:54:00.025446013, [748, 108]
2023-09-24_04:54:00.025544641, [504, 212]
2023-09-24_04:54:00.025643269, [349, 245]
2023-09-24_04:54:00.025741897, [302, 113]
2023-09-24_04:54:00.025840525, [223, 58]
2023-09-24_04:54:00.025939153, [-213, 111]
2023-09-24_04:54:00.026037781, [-474, 118]
2023-09-24_04:54:00.026136409, [3, -10]
2023-09-24_04:54:00.026235037, [360, -31]
2023-09-24_04:54:00.026333665, [203, 51]
2023-09-24_04:54:00.026432293, [-211, 79]
2023-09-24_04:54:00.026530921, [-219, 17]
2023-09-24_04:54:00.026629549, [410, -81]
2023-09-24_04:54:00.026728177, [649, -5]
2023-09-24_04:54:00.026826805, [357, 56]
2023-09-24_04:54:00.026925433, [77, -29]
2023-09-24_04:54:00.027024061, [52, 7]
2023-09-24_04:54:00.027122689, [380, 77]
2023-09-24_04:54:00.027221317, [367, 90]
2023-09-24_04:54:00.027319944, [-26, 27]
2023-09-24_04:54:00.027418572, [71, -67]
2023-09-24_04:54:00.027517200, [496, -16]
2023-09-24_04:54:00.027615828, [246, 27]
2023-09-24_04:54:00.027714456, [-536, -29]
2023-09-24_04:54:00.027813084, [-625, -9]
2023-09-24_04:54:00.027911712, [-234, 48]
2023-09-24_04:54:00.028010340, [10, -11]
2023-09-24_04:54:00.028108968, [372, -245]
2023-09-24_04:54:00.028207596, [554, -346]
2023-09-24_04:54:00.028306224, [304, -256]
2023-09-24_04:54:00.028404852, [-58, -130]
2023-09-24_04:54:00.028503480, [-479, 14]
2023-09-24_04:54:00.028602108, [-294, 0]
2023-09-24_04:54:00.028700736, [306, -14]
2023-09-24_04:54:00.028799364, [483, -40]
2023-09-24_04:54:00.028897992, [95, -111]
2023-09-24_04:54:00.028996620, [-573, -43]
2023-09-24_04:54:00.029095248, [-637, -82]
2023-09-24_04:54:00.029193876, [-86, -6]
2023-09-24_04:54:00.029292504, [219, 55]
2023-09-24_04:54:00.029391132, [173, 124]
2023-09-24_04:54:00.029489760, [-16, 161]
2023-09-24_04:54:00.029588388, [-287, 71]
2023-09-24_04:54:00.029687016, [-362, 74]
2023-09-24_04:54:00.029785643, [-414, 172]
2023-09-24_04:54:00.029884271, [-769, 196]
2023-09-24_04:54:00.029982899, [-1127, 83]
2023-09-24_04:54:00.030081527, [-933, -41]
2023-09-24_04:54:00.030180155, [-740, -16]
2023-09-24_04:54:00.030278783, [-553, 174]
2023-09-24_04:54:00.030377411, [-114, 269]
2023-09-24_04:54:00.030476039, [56, 262]
2023-09-24_04:54:00.030574667, [-98, 196]
2023-09-24_04:54:00.030673295, [-530, 110]
2023-09-24_04:54:00.030771923, [-868, 137]
2023-09-24_04:54:00.030870551, [-958, 100]
2023-09-24_04:54:00.030969179, [-890, -84]
2023-09-24_04:54:00.031067807, [-289, -203]
2023-09-24_04:54:00.031166435, [161, -201]
2023-09-24_04:54:00.031265063, [19, -88]
2023-09-24_04:54:00.031363691, [-361, 56]
2023-09-24_04:54:00.031462319, [-743, 97]
2023-09-24_04:54:00.031560947, [-630, 76]
2023-09-24_04:54:00.031659575, [-183, 63]
2023-09-24_04:54:00.031758203, [143, 62]
2023-09-24_04:54:00.031856831, [25, -22]
2023-09-24_04:54:00.031955459, [-451, -51]
2023-09-24_04:54:00.032054087, [-611, -38]
2023-09-24_04:54:00.032152715, [-397, 49]
2023-09-24_04:54:00.032251342, [-294, 74]
2023-09-24_04:54:00.032349970, [-87, -255]
2023-09-24_04:54:00.032448598, [-193, -419]
2023-09-24_04:54:00.032547226, [-719, -269]
2023-09-24_04:54:00.032645854, [-605, -159]
2023-09-24_04:54:00.032744482, [-181, -168]
2023-09-24_04:54:00.032843110, [-408, -90]
2023-09-24_04:54:00.032941738, [-574, 39]
2023-09-24_04:54:00.033040366, [-262, -7]
2023-09-24_04:54:00.033138994, [-66, 60]
2023-09-24_04:54:00.033237622, [-125, 9]
2023-09-24_04:54:00.033336250, [-332, -7]
2023-09-24_04:54:00.033434878, [-509, 1]
2023-09-24_04:54:00.033533506, [-707, -154]
2023-09-24_04:54:00.033632134, [-1062, 2]
2023-09-24_04:54:00.033730762, [-876, 8]
2023-09-24_04:54:00.033829390, [-560, -150]
2023-09-24_04:54:00.033928018, [-125, -271]
2023-09-24_04:54:00.034026646, [506, -306]
2023-09-24_04:54:00.034125274, [28, -239]
2023-09-24_04:54:00.034223902, [-533, -160]
2023-09-24_04:54:00.034322530, [-456, -151]
2023-09-24_04:54:00.034421158, [-100, -254]
2023-09-24_04:54:00.034519786, [7, -218]
2023-09-24_04:54:00.034618414, [-291, -152]
2023-09-24_04:54:00.034717041, [-114, -54]
2023-09-24_04:54:00.034815669, [81, -146]
2023-09-24_04:54:00.034914297, [-294, -367]
2023-09-24_04:54:00.035012925, [-606, -267]
2023-09-24_04:54:00.035111553, [-575, -166]
2023-09-24_04:54:00.035210181, [-432, -180]
2023-09-24_04:54:00.035308809, [-266, -147]
2023-09-24_04:54:00.035407437, [-11, -199]
2023-09-24_04:54:00.035506065, [232, -253]
2023-09-24_04:54:00.035604693, [212, -342]
2023-09-24_04:54:00.035703321, [27, -358]
2023-09-24_04:54:00.035801949, [-311, -265]
2023-09-24_04:54:00.035900577, [-526, -111]
2023-09-24_04:54:00.035999205, [-828, -53]
2023-09-24_04:54:00.036097833, [-888, -221]
2023-09-24_04:54:00.036196461, [-376, -294]
2023-09-24_04:54:00.036295089, [-121, -236]
2023-09-24_04:54:00.036393717, [59, -140]
2023-09-24_04:54:00.036492345, [585, -161]
2023-09-24_04:54:00.036590973, [1005, -305]
2023-09-24_04:54:00.036689601, [754, -280]
2023-09-24_04:54:00.036788229, [305, -288]
2023-09-24_04:54:00.036886857, [60, -314]
2023-09-24_04:54:00.036985485, [-242, -110]
2023-09-24_04:54:00.037084113, [-486, -75]
2023-09-24_04:54:00.037182740, [-505, -159]
2023-09-24_04:54:00.037281368, [-172, -201]
2023-09-24_04:54:00.037379996, [152, -230]
2023-09-24_04:54:00.037478624, [113, -173]
2023-09-24_04:54:00.037577252, [386, -151]
2023-09-24_04:54:00.037675880, [778, -218]
2023-09-24_04:54:00.037774508, [840, -269]
2023-09-24_04:54:00.037873136, [349, -254]
2023-09-24_04:54:00.037971764, [-210, -283]
2023-09-24_04:54:00.038070392, [-192, -150]
2023-09-24_04:54:00.038169020, [6, -15]
2023-09-24_04:54:00.038267648, [-108, -16]
2023-09-24_04:54:00.038366276, [53, -35]
2023-09-24_04:54:00.038464904, [353, -25]
2023-09-24_04:54:00.038563532, [465, -126]
2023-09-24_04:54:00.038662160, [384, -155]
2023-09-24_04:54:00.038760788, [65, -66]
2023-09-24_04:54:00.038859416, [-312, 54]
2023-09-24_04:54:00.038958044, [-554, 60]
2023-09-24_04:54:00.039056672, [-177, -50]
2023-09-24_04:54:00.039155300, [369, -81]
2023-09-24_04:54:00.039253928, [238, 44]
2023-09-24_04:54:00.039352556, [-347, 59]
2023-09-24_04:54:00.039451184, [-366, 26]
2023-09-24_04:54:00.039549812, [73, 69]
2023-09-24_04:54:00.039648440, [175, 7]
2023-09-24_04:54:00.039747067, [-96, -7]
2023-09-24_04:54:00.039845695, [-94, -101]
2023-09-24_04:54:00.039944323, [322, -199]
2023-09-24_04:54:00.040042951, [577, -181]
2023-09-24_04:54:00.040141579, [226, -27]
2023-09-24_04:54:00.040240207, [-236, 163]
2023-09-24_04:54:00.040338835, [-293, 243]
2023-09-24_04:54:00.040437463, [-247, 237]
2023-09-24_04:54:00.040536091, [-227, 78]
2023-09-24_04:54:00.040634719, [-207, -24]
2023-09-24_04:54:00.040733347, [-304, 81]
2023-09-24_04:54:00.040831975, [-287, 190]
2023-09-24_04:54:00.040930603, [-50, 256]
2023-09-24_04:54:00.041029231, [60, 189]
2023-09-24_04:54:00.041127859, [0, 91]
2023-09-24_04:54:00.041226487, [-184, 134]
2023-09-24_04:54:00.041325115, [-417, 123]
2023-09-24_04:54:00.041423743, [-375, 40]
2023-09-24_04:54:00.041522371, [-435, 10]
2023-09-24_04:54:00.041620999, [-340, 51]
2023-09-24_04:54:00.041719627, [-72, 90]
2023-09-24_04:54:00.041818255, [34, 121]
2023-09-24_04:54:00.041916883, [315, 155]
2023-09-24_04:54:00.042015511, [257, 116]
2023-09-24_04:54:00.042114139, [-76, 20]
2023-09-24_04:54:00.042212766, [-104, -37]
2023-09-24_04:54:00.042311394, [-15, 0]
2023-09-24_04:54:00.042410022, [-7, -6]
2023-09-24_04:54:00.042508650, [-393, -142]
2023-09-24_04:54:00.042607278, [-986, -67]
2023-09-24_04:54:00.042705906, [-945, 24]
2023-09-24_04:54:00.042804534, [-667, -22]
2023-09-24_04:54:00.042903162, [-691, -38]
2023-09-24_04:54:00.043001790, [47, 23]
2023-09-24_04:54:00.043100418, [1016, 27]
2023-09-24_04:54:00.043199046, [816, -61]
2023-09-24_04:54:00.043297674, [58, -110]
2023-09-24_04:54:00.043396302, [-374, -143]
2023-09-24_04:54:00.043494930, [-235, -110]
2023-09-24_04:54:00.043593558, [-168, -121]
2023-09-24_04:54:00.043692186, [-592, -245]
2023-09-24_04:54:00.043790814, [-735, -267]
2023-09-24_04:54:00.043889442, [-641, -212]
2023-09-24_04:54:00.043988070, [-636, -126]
2023-09-24_04:54:00.044086698, [-548, -48]
2023-09-24_04:54:00.044185326, [-132, -56]
2023-09-24_04:54:00.044283954, [443, -108]
2023-09-24_04:54:00.044382582, [655, -100]
2023-09-24_04:54:00.044481210, [531, -100]
2023-09-24_04:54:00.044579838, [-117, -162]
2023-09-24_04:54:00.044678465, [-737, -275]
2023-09-24_04:54:00.044777093, [-1165, -267]
2023-09-24_04:54:00.044875721, [-1330, -301]
2023-09-24_04:54:00.044974349, [-825, -367]
2023-09-24_04:54:00.045072977, [-15, -244]
2023-09-24_04:54:00.045171605, [457, -167]
2023-09-24_04:54:00.045270233, [462, -225]
2023-09-24_04:54:00.045368861, [289, -202]
2023-09-24_04:54:00.045467489, [308, -28]
2023-09-24_04:54:00.045566117, [690, 91]
2023-09-24_04:54:00.045664745, [603, -161]
2023-09-24_04:54:00.045763373, [-208, -389]
2023-09-24_04:54:00.045862001, [-924, -329]
2023-09-24_04:54:00.045960629, [-874, -172]
2023-09-24_04:54:00.046059257, [-207, -85]
2023-09-24_04:54:00.046157885, [640, -173]
2023-09-24_04:54:00.046256513, [1012, -294]
2023-09-24_04:54:00.046355141, [599, -327]
2023-09-24_04:54:00.046453769, [107, -277]
2023-09-24_04:54:00.046552397, [-267, -245]
2023-09-24_04:54:00.046651025, [-317, -266]
2023-09-24_04:54:00.046749653, [223, -383]
2023-09-24_04:54:00.046848281, [516, -451]
2023-09-24_04:54:00.046946909, [114, -358]
2023-09-24_04:54:00.047045537, [-275, -165]
2023-09-24_04:54:00.047144164, [-299, -107]
2023-09-24_04:54:00.047242792, [-208, -217]
2023-09-24_04:54:00.047341420, [-74, -186]
2023-09-24_04:54:00.047440048, [75, -197]
2023-09-24_04:54:00.047538676, [231, -276]
2023-09-24_04:54:00.047637304, [301, -224]
2023-09-24_04:54:00.047735932, [242, -73]
2023-09-24_04:54:00.047834560, [16, -75]
2023-09-24_04:54:00.047933188, [-483, -190]
2023-09-24_04:54:00.048031816, [-965, -213]
2023-09-24_04:54:00.048130444, [-779, -244]
2023-09-24_04:54:00.048229072, [-127, -337]
2023-09-24_04:54:00.048327700, [208, -187]
2023-09-24_04:54:00.048426328, [434, 111]
2023-09-24_04:54:00.048524956, [627, 167]
2023-09-24_04:54:00.048623584, [494, 26]
2023-09-24_04:54:00.048722212, [197, -56]
2023-09-24_04:54:00.048820840, [-368, -10]
2023-09-24_04:54:00.048919468, [-1201, -42]
2023-09-24_04:54:00.049018096, [-1209, -92]
2023-09-24_04:54:00.049116724, [-413, 2]
2023-09-24_04:54:00.049215352, [-299, 56]
2023-09-24_04:54:00.049313980, [-476, 82]
2023-09-24_04:54:00.049412608, [-262, 196]
2023-09-24_04:54:00.049511236, [31, 95]
2023-09-24_04:54:00.049609863, [82, -111]
2023-09-24_04:54:00.049708491, [-164, -197]
2023-09-24_04:54:00.049807119, [-145, -62]
2023-09-24_04:54:00.049905747, [-96, 65]
2023-09-24_04:54:00.050004375, [-660, 88]
2023-09-24_04:54:00.050103003, [-934, 223]
2023-09-24_04:54:00.050201631, [-805, 146]
2023-09-24_04:54:00.050300259, [-1005, -6]
2023-09-24_04:54:00.050398887, [-849, 1]
2023-09-24_04:54:00.050497515, [-410, 22]
2023-09-24_04:54:00.050596143, [-373, -51]
2023-09-24_04:54:00.050694771, [-597, -92]
2023-09-24_04:54:00.050793399, [-330, -25]
2023-09-24_04:54:00.050892027, [144, 149]
2023-09-24_04:54:00.050990655, [408, 242]
2023-09-24_04:54:00.051089283, [140, 163]
2023-09-24_04:54:00.051187911, [-802, 158]
2023-09-24_04:54:00.051286539, [-1264, 295]
2023-09-24_04:54:00.051385167, [-1307, 240]
2023-09-24_04:54:00.051483795, [-1051, 105]
2023-09-24_04:54:00.051582423, [-615, 94]
2023-09-24_04:54:00.051681051, [-618, 268]
2023-09-24_04:54:00.051779679, [-533, 384]
2023-09-24_04:54:00.051878307, [-459, 241]
2023-09-24_04:54:00.051976935, [-787, 164]
2023-09-24_04:54:00.052075562, [-643, 214]
2023-09-24_04:54:00.052174190, [-104, 266]
2023-09-24_04:54:00.052272818, [41, 246]
2023-09-24_04:54:00.052371446, [-231, 241]
2023-09-24_04:54:00.052470074, [-953, 179]
2023-09-24_04:54:00.052568702, [-1357, 163]
2023-09-24_04:54:00.052667330, [-1238, 29]
2023-09-24_04:54:00.052765958, [-794, -131]
2023-09-24_04:54:00.052864586, [-134, -85]
2023-09-24_04:54:00.052963214, [137, 27]
2023-09-24_04:54:00.053061842, [-276, 165]
2023-09-24_04:54:00.053160470, [-746, 243]
2023-09-24_04:54:00.053259098, [-504, 319]
2023-09-24_04:54:00.053357726, [-45, 246]
2023-09-24_04:54:00.053456354, [-138, 82]
2023-09-24_04:54:00.053554982, [-234, 198]
2023-09-24_04:54:00.053653610, [-494, 263]
2023-09-24_04:54:00.053752238, [-774, 152]
2023-09-24_04:54:00.053850866, [-1048, 24]
2023-09-24_04:54:00.053949494, [-1303, 2]
2023-09-24_04:54:00.054048122, [-1049, 76]
2023-09-24_04:54:00.054146750, [-756, 16]
2023-09-24_04:54:00.054245378, [-464, -18]
2023-09-24_04:54:00.054344006, [-427, 71]
2023-09-24_04:54:00.054442634, [-589, 68]
2023-09-24_04:54:00.054541261, [-523, -29]
2023-09-24_04:54:00.054639889, [-347, -92]
2023-09-24_04:54:00.054738517, [-232, -56]
2023-09-24_04:54:00.054837145, [-274, 38]
2023-09-24_04:54:00.054935773, [-201, -27]
2023-09-24_04:54:00.055034401, [-187, -76]
2023-09-24_04:54:00.055133029, [-686, -98]
2023-09-24_04:54:00.055231657, [-795, -172]
